序号,武将位置x1,武将位置z1,战法1,武将位置x2,武将位置z2,战法2,武将位置x3,武将位置z3,战法3,武将位置x4,武将位置z4,战法4,武将位置x5,武将位置z5,战法5
1200030,38.5,-29.09090805,31,52.5,-29.09090805,21,52.5,-36.36363602,11,38.5,-21.81818199,13,38.5,-36.36363602,3
1200031,66.5,21.81818008,17,59.5,21.81818008,17,73.5,21.81818008,17,59.5,14.54545593,13,52.5,21.81818008,17
1200032,80.5,29.09091187,19,80.5,-36.36363602,21,80.5,36.3636322,13,73.5,29.09091187,19,38.5,-36.36363602,9
1200033,80.5,29.09091187,19,80.5,36.3636322,19,73.5,36.3636322,29,66.5,29.09091187,9,66.5,36.3636322,15
1200034,59.5,-29.09090805,9,80.5,-36.36363602,30,66.5,-29.09090805,15,52.5,-29.09090805,13,73.5,-36.36363602,30
1200035,80.5,36.36363602,13,80.5,7.272725105,3,73.5,36.36363602,11,73.5,7.272725105,17,80.5,-7.272727489,3
1200036,38.5,7.272724152,13,80.5,7.272724152,2,45.5,7.272724152,15,59.5,7.272724152,17,52.5,7.272724152,17
1200037,80.5,29.09091187,19,80.5,36.3636322,19,66.5,29.09091187,9,73.5,36.3636322,29,66.5,36.3636322,15
1200038,38.5,0,23,52.5,0,5,45.5,0,17,80.5,36.3636322,13,73.5,36.3636322,3
1200039,52.5,-36.36363602,21,80.5,36.3636322,25,80.5,-36.36363602,15,80.5,29.09091187,15,73.5,36.3636322,19
1200040,73.5,29.09091187,9,80.5,36.3636322,9,59.5,29.09091187,13,66.5,36.3636322,13,80.5,29.09091187,19
1200041,59.5,36.3636322,21,73.5,36.3636322,21,66.5,36.3636322,21,38.5,29.09091187,13,80.5,29.09091187,21
1200042,52.5,-36.36363602,19,59.5,-36.36363602,19,38.5,-21.81818199,13,38.5,-29.09090805,15,45.5,-21.81818199,21
1200043,80.5,29.09091187,30,80.5,-29.09090805,3,80.5,-36.36363602,30,80.5,36.3636322,30,52.5,-29.09090805,9
1200044,52.5,36.3636322,21,45.5,36.3636322,21,59.5,36.3636322,21,38.5,21.81818008,21,80.5,36.3636322,3
1200045,80.5,-36.36363602,13,80.5,-21.81818199,21,73.5,-36.36363602,9,73.5,-29.09090805,9,80.5,-29.09090805,15
1200046,66.5,29.09091187,23,52.5,29.09091187,23,45.5,29.09091187,23,59.5,29.09091187,23,38.5,29.09091187,23
1200047,59.5,-29.09090805,9,59.5,-36.36363602,9,52.5,-29.09090805,9,66.5,-36.36363602,15,52.5,-36.36363602,13
1200048,80.5,-29.09090805,21,80.5,-36.36363602,21,38.5,0,8,73.5,-36.36363602,21,66.5,-36.36363602,21
1200049,59.5,36.36363602,13,38.5,36.36363602,9,66.5,36.36363602,17,45.5,36.36363602,17,52.5,36.36363602,11
1200050,45.5,0,23,52.5,0,23,73.5,0,5,66.5,0,4,59.5,0,4
1200051,73.5,29.09091187,9,73.5,36.3636322,9,80.5,36.3636322,3,80.5,29.09091187,14,66.5,36.3636322,13
1200052,80.5,36.3636322,15,73.5,29.09091187,17,73.5,36.3636322,15,80.5,29.09091187,15,66.5,29.09091187,9
1200053,66.5,36.3636322,15,73.5,36.3636322,30,80.5,36.3636322,19,52.5,36.3636322,15,59.5,36.3636322,9
1200054,59.5,-29.09090805,13,80.5,-29.09090805,2,66.5,-29.09090805,9,80.5,-36.36363602,15,73.5,-29.09090805,17
1200055,80.5,0,3,80.5,29.09091187,3,59.5,-7.272727966,31,59.5,7.272724152,11,80.5,-36.36363602,13
1200056,59.5,-21.81818199,9,80.5,-36.36363602,19,66.5,-36.36363602,19,73.5,-36.36363602,19,52.5,-21.81818199,15
1200057,73.5,-7.272727966,9,80.5,-7.272727966,9,80.5,-14.54545593,13,73.5,-14.54545593,15,66.5,-7.272727966,15
1200058,80.5,-29.09090805,9,66.5,-29.09090805,15,73.5,-36.36363602,15,73.5,-29.09090805,9,80.5,-36.36363602,15
1200059,80.5,36.36363602,19,66.5,36.36363602,19,59.5,36.36363602,19,73.5,36.36363602,19,80.5,-36.36363602,15
1200060,38.5,-7.272727966,23,52.5,0,5,45.5,7.272724152,23,45.5,-7.272727966,23,38.5,7.272724152,23
1200061,66.5,-29.09090805,9,73.5,-29.09090805,15,73.5,-36.36363602,15,80.5,-36.36363602,21,80.5,-29.09090805,15
1200062,80.5,21.81818008,3,66.5,-21.81818199,9,80.5,36.36363602,19,80.5,-29.09090805,3,80.5,-36.36363602,3
1200063,66.5,-14.54545593,30,52.5,-14.54545593,13,59.5,-14.54545593,9,80.5,-14.54545593,11,73.5,-14.54545593,30
1200064,66.5,36.36363602,21,45.5,36.36363602,21,52.5,36.36363602,21,59.5,36.36363602,21,45.5,29.09090996,15
1200065,52.5,-36.36363602,15,45.5,-29.09090805,9,38.5,-29.09090805,17,59.5,-36.36363602,17,45.5,-36.36363602,15
1200066,45.5,21.81818008,23,66.5,21.81818008,23,59.5,21.81818008,23,52.5,21.81818008,23,38.5,21.81818008,15
1200067,59.5,0,23,73.5,0,23,52.5,0,23,80.5,0,23,66.5,0,23
1200068,38.5,36.3636322,13,66.5,36.3636322,23,45.5,36.3636322,23,59.5,36.3636322,23,52.5,36.3636322,23
1200069,52.5,29.09091187,27,59.5,21.81818008,27,45.5,21.81818008,27,52.5,21.81818008,27,38.5,21.81818008,27
1200070,80.5,7.272724152,17,45.5,0,17,45.5,7.272724152,13,52.5,0,17,38.5,0,9
1200071,52.5,0,23,38.5,0,15,45.5,0,23,66.5,0,23,59.5,0,23
1200072,59.5,14.54545593,9,73.5,14.54545593,30,66.5,14.54545593,30,80.5,21.81818008,29,80.5,29.09091187,29
1200073,80.5,7.272724152,17,45.5,0,13,66.5,7.272724152,17,59.5,7.272724152,17,73.5,7.272724152,17
1200074,59.5,-21.81818199,15,45.5,-21.81818199,15,52.5,-21.81818199,9,73.5,-21.81818199,11,66.5,-21.81818199,30
1200075,59.5,-36.36363602,9,45.5,-36.36363602,13,80.5,-36.36363602,11,73.5,-36.36363602,30,52.5,-36.36363602,9
1200076,52.5,36.3636322,9,66.5,36.3636322,15,59.5,36.3636322,15,73.5,36.3636322,17,80.5,36.3636322,17
1200077,66.5,-36.36363602,23,73.5,-36.36363602,30,66.5,-21.81818199,23,73.5,-21.81818199,30,80.5,-36.36363602,23
1200078,38.5,21.81818008,23,59.5,21.81818008,23,52.5,21.81818008,23,45.5,21.81818008,23,38.5,29.09091187,15
1200079,66.5,29.09091187,13,73.5,36.3636322,9,73.5,29.09091187,9,80.5,29.09091187,9,80.5,36.3636322,15
1200080,73.5,36.36363602,15,80.5,36.36363602,30,80.5,29.09090996,30,73.5,29.09090996,9,66.5,36.36363602,15
1200081,59.5,-7.272727489,17,45.5,-7.272727489,17,66.5,-7.272727489,17,52.5,-7.272727489,17,52.5,7.272725105,13
1200082,66.5,7.272724152,9,80.5,7.272724152,9,66.5,14.54545593,13,73.5,7.272724152,9,66.5,0,13
1200083,66.5,-36.36363602,13,80.5,-36.36363602,30,73.5,-36.36363602,15,73.5,-29.09090805,9,80.5,-29.09090805,9
1200084,73.5,36.3636322,21,52.5,29.09091187,13,45.5,29.09091187,9,80.5,29.09091187,3,80.5,36.3636322,21
1200085,52.5,36.3636322,15,80.5,36.3636322,11,73.5,36.3636322,19,59.5,36.3636322,9,66.5,36.3636322,30
1200086,80.5,29.09091187,17,52.5,29.09091187,29,59.5,29.09091187,9,80.5,36.3636322,17,73.5,29.09091187,17
1200087,73.5,29.09091187,9,66.5,29.09091187,9,80.5,29.09091187,17,59.5,29.09091187,15,52.5,29.09091187,13
1200088,66.5,-36.36363602,13,66.5,-29.09090805,9,80.5,-36.36363602,30,73.5,-36.36363602,15,73.5,-29.09090805,9
1200089,66.5,7.272724152,17,52.5,7.272724152,9,73.5,7.272724152,17,45.5,7.272724152,15,38.5,7.272724152,15
1200090,45.5,-7.272727966,9,59.5,-7.272727966,17,66.5,-7.272727966,17,73.5,-7.272727966,17,38.5,-7.272727966,15
1200091,66.5,-14.54545593,17,45.5,-14.54545593,9,59.5,-14.54545593,17,38.5,-14.54545593,15,73.5,-14.54545593,17
1200092,66.5,7.272724152,9,80.5,7.272724152,9,66.5,14.54545593,13,73.5,7.272724152,9,66.5,0,13
1200093,66.5,-36.36363602,13,66.5,-29.09090805,9,80.5,-36.36363602,30,73.5,-36.36363602,15,73.5,-29.09090805,9
1200094,73.5,36.3636322,21,52.5,29.09091187,13,45.5,29.09091187,9,80.5,29.09091187,3,80.5,36.3636322,21
1200095,52.5,36.3636322,15,80.5,36.3636322,11,73.5,36.3636322,19,59.5,36.3636322,9,66.5,36.3636322,30
1200096,80.5,29.09091187,17,52.5,29.09091187,29,59.5,29.09091187,9,80.5,36.3636322,17,73.5,29.09091187,17
1200097,73.5,29.09091187,9,66.5,29.09091187,9,80.5,29.09091187,17,59.5,29.09091187,15,52.5,29.09091187,13
1200098,66.5,7.272724152,17,52.5,7.272724152,9,73.5,7.272724152,17,45.5,7.272724152,15,38.5,7.272724152,15
1200099,45.5,-7.272727966,9,59.5,-7.272727966,17,66.5,-7.272727966,17,73.5,-7.272727966,17,38.5,-7.272727966,15
1200100,66.5,-14.54545593,17,45.5,-14.54545593,9,59.5,-14.54545593,17,38.5,-14.54545593,15,73.5,-14.54545593,17
1200101,73.5,29.09091187,9,73.5,36.3636322,9,80.5,36.3636322,3,80.5,29.09091187,14,66.5,36.3636322,13
1200102,80.5,36.3636322,15,73.5,29.09091187,17,73.5,36.3636322,15,80.5,29.09091187,15,66.5,29.09091187,9
1200103,66.5,36.3636322,15,73.5,36.3636322,30,80.5,36.3636322,19,52.5,36.3636322,15,59.5,36.3636322,9
1200104,59.5,-29.09090805,13,80.5,-29.09090805,2,66.5,-29.09090805,9,80.5,-36.36363602,15,73.5,-29.09090805,17
1200105,80.5,0,3,80.5,29.09091187,3,59.5,-7.272727966,31,59.5,7.272724152,11,80.5,-36.36363602,13
1200106,59.5,-21.81818199,9,80.5,-36.36363602,19,66.5,-36.36363602,19,73.5,-36.36363602,19,52.5,-21.81818199,15
1200107,73.5,-7.272727966,9,80.5,-7.272727966,9,80.5,-14.54545593,13,73.5,-14.54545593,15,66.5,-7.272727966,15
1200108,80.5,-29.09090805,9,66.5,-29.09090805,15,73.5,-36.36363602,15,73.5,-29.09090805,9,80.5,-36.36363602,15
1200109,80.5,36.36363602,19,66.5,36.36363602,19,59.5,36.36363602,19,73.5,36.36363602,19,80.5,-36.36363602,15
1200110,38.5,-7.272727966,23,52.5,0,5,45.5,7.272724152,23,45.5,-7.272727966,23,38.5,7.272724152,23
1200111,66.5,-29.09090805,9,73.5,-29.09090805,15,73.5,-36.36363602,15,80.5,-36.36363602,21,80.5,-29.09090805,15
1200112,80.5,21.81818008,3,66.5,-21.81818199,9,80.5,36.36363602,19,80.5,-29.09090805,3,80.5,-36.36363602,3
1200113,66.5,-14.54545593,30,52.5,-14.54545593,13,59.5,-14.54545593,9,80.5,-14.54545593,11,73.5,-14.54545593,30
1200114,66.5,36.36363602,21,45.5,36.36363602,21,52.5,36.36363602,21,59.5,36.36363602,21,45.5,29.09090996,15
1200115,52.5,-36.36363602,15,45.5,-29.09090805,9,38.5,-29.09090805,17,59.5,-36.36363602,17,45.5,-36.36363602,15
1200116,45.5,21.81818008,23,66.5,21.81818008,23,59.5,21.81818008,23,52.5,21.81818008,23,38.5,21.81818008,15
1200117,59.5,0,23,73.5,0,23,52.5,0,23,80.5,0,23,66.5,0,23
1200118,38.5,36.3636322,13,66.5,36.3636322,23,45.5,36.3636322,23,59.5,36.3636322,23,52.5,36.3636322,23
1200119,52.5,29.09091187,27,59.5,21.81818008,27,45.5,21.81818008,27,52.5,21.81818008,27,38.5,21.81818008,27
1200120,80.5,7.272724152,17,45.5,0,17,45.5,7.272724152,13,52.5,0,17,38.5,0,9
1200121,52.5,0,23,38.5,0,15,45.5,0,23,66.5,0,23,59.5,0,23
1200122,59.5,14.54545593,9,73.5,14.54545593,30,66.5,14.54545593,30,80.5,21.81818008,29,80.5,29.09091187,29
1200123,80.5,7.272724152,17,45.5,0,13,66.5,7.272724152,17,59.5,7.272724152,17,73.5,7.272724152,17
1200124,59.5,-21.81818199,15,45.5,-21.81818199,15,52.5,-21.81818199,9,73.5,-21.81818199,11,66.5,-21.81818199,30
1200125,59.5,-36.36363602,9,45.5,-36.36363602,13,80.5,-36.36363602,11,73.5,-36.36363602,30,52.5,-36.36363602,9
1200126,52.5,36.3636322,9,66.5,36.3636322,15,59.5,36.3636322,15,73.5,36.3636322,17,80.5,36.3636322,17
1200127,66.5,-36.36363602,23,73.5,-36.36363602,30,66.5,-21.81818199,23,73.5,-21.81818199,30,80.5,-36.36363602,23
1200128,38.5,21.81818008,23,59.5,21.81818008,23,52.5,21.81818008,23,45.5,21.81818008,23,38.5,29.09091187,15
1200129,66.5,29.09091187,13,73.5,36.3636322,9,73.5,29.09091187,9,80.5,29.09091187,9,80.5,36.3636322,15
1200130,73.5,36.36363602,15,80.5,36.36363602,30,80.5,29.09090996,30,73.5,29.09090996,9,66.5,36.36363602,15
1200131,59.5,-7.272727489,17,45.5,-7.272727489,17,66.5,-7.272727489,17,52.5,-7.272727489,17,52.5,7.272725105,13
1200132,66.5,7.272724152,9,80.5,7.272724152,9,66.5,14.54545593,13,73.5,7.272724152,9,66.5,0,13
1200133,66.5,-36.36363602,13,80.5,-36.36363602,30,73.5,-36.36363602,15,73.5,-29.09090805,9,80.5,-29.09090805,9
1200134,73.5,36.3636322,21,52.5,29.09091187,13,45.5,29.09091187,9,80.5,29.09091187,3,80.5,36.3636322,21
1200135,52.5,36.3636322,15,80.5,36.3636322,11,73.5,36.3636322,19,59.5,36.3636322,9,66.5,36.3636322,30
1200136,80.5,29.09091187,17,52.5,29.09091187,29,59.5,29.09091187,9,80.5,36.3636322,17,73.5,29.09091187,17
1200137,73.5,29.09091187,9,66.5,29.09091187,9,80.5,29.09091187,17,59.5,29.09091187,15,52.5,29.09091187,13
1200138,66.5,-36.36363602,13,66.5,-29.09090805,9,80.5,-36.36363602,30,73.5,-36.36363602,15,73.5,-29.09090805,9
1200139,66.5,7.272724152,17,52.5,7.272724152,9,73.5,7.272724152,17,45.5,7.272724152,15,38.5,7.272724152,15
1200140,45.5,-7.272727966,9,59.5,-7.272727966,17,66.5,-7.272727966,17,73.5,-7.272727966,17,38.5,-7.272727966,15
1200141,66.5,-14.54545593,17,45.5,-14.54545593,9,59.5,-14.54545593,17,38.5,-14.54545593,15,73.5,-14.54545593,17
1200142,66.5,7.272724152,9,80.5,7.272724152,9,66.5,14.54545593,13,73.5,7.272724152,9,66.5,0,13
1200143,66.5,-36.36363602,13,66.5,-29.09090805,9,80.5,-36.36363602,30,73.5,-36.36363602,15,73.5,-29.09090805,9
1200144,73.5,36.3636322,21,52.5,29.09091187,13,45.5,29.09091187,9,80.5,29.09091187,3,80.5,36.3636322,21
1200145,52.5,36.3636322,15,80.5,36.3636322,11,73.5,36.3636322,19,59.5,36.3636322,9,66.5,36.3636322,30
1200146,80.5,29.09091187,17,52.5,29.09091187,29,59.5,29.09091187,9,80.5,36.3636322,17,73.5,29.09091187,17
1200147,73.5,29.09091187,9,66.5,29.09091187,9,80.5,29.09091187,17,59.5,29.09091187,15,52.5,29.09091187,13
1200148,66.5,7.272724152,17,52.5,7.272724152,9,73.5,7.272724152,17,45.5,7.272724152,15,38.5,7.272724152,15
1200149,45.5,-7.272727966,9,59.5,-7.272727966,17,66.5,-7.272727966,17,73.5,-7.272727966,17,38.5,-7.272727966,15
1200150,66.5,-14.54545593,17,45.5,-14.54545593,9,59.5,-14.54545593,17,38.5,-14.54545593,15,73.5,-14.54545593,17
1200100,66.5,-14.54545593,17,45.5,-14.54545593,9,59.5,-14.54545593,17,38.5,-14.54545593,15,73.5,-14.54545593,17
1300101,66.5,-14.54545593,10,59.5,-7.272727966,19,59.5,7.272724152,19,38.5,-14.54545593,13,66.5,0,17
1300102,66.5,7.272724152,20,52.5,7.272724152,20,73.5,7.272724152,20,45.5,7.272724152,20,38.5,7.272724152,20
1300103,66.5,-14.54545593,20,59.5,-7.272727966,20,59.5,7.272724152,20,38.5,-14.54545593,20,66.5,0,20
1300104,66.5,-14.54545593,20,59.5,-7.272727966,20,59.5,7.272724152,20,80.5,0,20,80.5,0,25
1300105,66.5,-14.54545593,20,59.5,-7.272727966,20,59.5,7.272724152,25,38.5,-14.54545593,20,66.5,0,17
1300106,38.5,7.272724152,15,80.5,-36.36363602,15,66.5,14.54545593,4,73.5,7.272724152,4,59.5,0,9
1300107,66.5,7.272724152,25,45.5,0,17,59.5,0,17,66.5,0,13,73.5,0,13
1300108,80.5,29.09091187,15,52.5,29.09091187,15,59.5,29.09091187,20,80.5,36.3636322,25,73.5,0,17
1300109,45.5,-7.272727966,15,59.5,-7.272727966,15,66.5,-7.272727966,15,73.5,-7.272727966,9,38.5,-7.272727966,15
1300110,73.5,7.272724152,15,73.5,-7.272727966,20,80.5,-7.272727966,25,80.5,0,15,80.5,0,15
1300111,52.5,36.3636322,3,80.5,36.3636322,4,73.5,36.3636322,4,59.5,36.3636322,4,66.5,36.3636322,13
1300112,52.5,36.3636322,20,80.5,36.3636322,25,73.5,36.3636322,3,59.5,36.3636322,15,66.5,36.3636322,4
1300113,59.5,-36.36363602,9,45.5,-36.36363602,9,80.5,-36.36363602,11,73.5,0,30,52.5,0,9
1300114,66.5,7.272724152,4,80.5,7.272724152,9,66.5,14.54545593,4,73.5,7.272724152,1,66.5,0,13
1300115,45.5,-7.272727966,3,59.5,-7.272727966,4,66.5,-7.272727966,3,73.5,-7.272727966,4,38.5,-7.272727966,1
1300116,73.5,29.09091187,3,66.5,29.09091187,4,80.5,29.09091187,3,59.5,29.09091187,4,52.5,29.09091187,1
1300117,80.5,29.09091187,13,52.5,29.09091187,9,59.5,29.09091187,9,80.5,36.3636322,11,73.5,-36.36363602,15
1300118,59.5,-7.272727489,15,45.5,-7.272727489,1,66.5,-7.272727489,1,52.5,-7.272727489,9,52.5,7.272725105,9
1300119,80.5,29.09091187,9,80.5,-29.09090805,11,80.5,-36.36363602,3,80.5,36.3636322,1,52.5,-29.09090805,1
1300120,52.5,36.3636322,19,45.5,36.3636322,19,59.5,36.3636322,25,38.5,21.81818008,3,80.5,36.3636322,4
1300121,80.5,-36.36363602,9,80.5,-21.81818199,11,73.5,-36.36363602,3,73.5,-29.09090805,4,80.5,-29.09090805,1
1300122,66.5,29.09091187,9,52.5,29.09091187,1,45.5,29.09091187,1,59.5,29.09091187,9,38.5,29.09091187,1
1300123,59.5,-29.09090805,13,59.5,-36.36363602,9,52.5,-29.09090805,4,66.5,-36.36363602,1,52.5,-36.36363602,1
1300124,80.5,-29.09090805,9,80.5,-36.36363602,9,38.5,-21.81818199,11,73.5,-36.36363602,13,66.5,-36.36363602,3
1300125,73.5,29.09091187,9,80.5,36.3636322,1,59.5,29.09091187,4,66.5,36.3636322,3,80.5,29.09091187,4
1300126,59.5,36.3636322,9,73.5,36.3636322,9,66.5,36.3636322,1,38.5,29.09091187,4,80.5,29.09091187,3
1300127,80.5,29.09091187,3,73.5,14.54545593,3,80.5,36.3636322,13,80.5,-36.36363602,9,80.5,0,3
1300128,45.5,29.09091187,1,52.5,29.09091187,3,73.5,29.09091187,9,80.5,29.09091187,9,59.5,29.09091187,3
1300129,38.5,-29.09090805,13,52.5,-29.09090805,9,52.5,-36.36363602,9,38.5,-21.81818199,13,38.5,0,3
1300130,66.5,21.81818008,13,59.5,21.81818008,21,73.5,21.81818008,15,59.5,14.54545593,21,52.5,21.81818008,15
1300131,80.5,29.09091187,15,80.5,-36.36363602,21,80.5,36.3636322,9,73.5,29.09091187,15,38.5,-36.36363602,9
1300132,80.5,29.09091187,13,80.5,36.3636322,13,73.5,36.3636322,15,66.5,29.09091187,13,66.5,0,15
1300133,59.5,-29.09090805,15,80.5,-36.36363602,31,66.5,-29.09090805,4,52.5,-29.09090805,3,73.5,-36.36363602,4
1300134,80.5,36.36363602,13,80.5,7.272725105,21,73.5,36.36363602,3,73.5,7.272725105,3,80.5,-7.272727489,21
1300135,38.5,7.272724152,13,80.5,7.272724152,3,45.5,7.272724152,21,59.5,7.272724152,13,52.5,7.272724152,9
1300136,80.5,29.09091187,13,80.5,36.3636322,13,66.5,29.09091187,13,73.5,36.3636322,9,66.5,36.3636322,21
1300137,52.5,14.54545593,4,38.5,14.54545593,3,45.5,14.54545593,4,66.5,14.54545593,4,59.5,14.54545593,3
1300138,66.5,36.3636322,9,59.5,29.09091187,21,59.5,36.3636322,4,52.5,36.3636322,31,52.5,29.09091187,32
1300139,38.5,14.54545593,27,45.5,14.54545593,9,38.5,21.81818008,31,38.5,7.272724152,31,52.5,14.54545593,32
1300140,73.5,-36.36363602,15,66.5,-29.09090805,21,66.5,-36.36363602,21,80.5,-36.36363602,21,73.5,-29.09090805,21
1300141,59.5,-36.36363602,13,80.5,-29.09090805,13,73.5,-36.36363602,21,80.5,-36.36363602,21,66.5,-36.36363602,21
1300142,80.5,21.81818008,15,73.5,29.09091187,31,66.5,21.81818008,32,66.5,29.09091187,13,59.5,29.09091187,27
1300143,45.5,-7.272727966,9,52.5,-21.81818199,21,38.5,-21.81818199,15,45.5,-21.81818199,21,38.5,-7.272727966,21
1300144,73.5,21.81818008,21,59.5,21.81818008,13,66.5,21.81818008,32,80.5,29.09090996,21,80.5,21.81818008,15
1300145,66.5,-36.36363602,4,52.5,-36.36363602,4,80.5,-36.36363602,4,73.5,-36.36363602,21,59.5,-36.36363602,21
1300146,73.5,-36.36363602,13,66.5,-29.09090805,13,66.5,-36.36363602,4,80.5,-36.36363602,9,73.5,-29.09090805,15
1300147,80.5,29.09091187,27,73.5,14.54545593,27,80.5,36.3636322,27,80.5,-36.36363602,9,80.5,14.54545593,9
1300148,45.5,29.09091187,11,52.5,29.09091187,13,73.5,29.09091187,17,80.5,29.09091187,17,59.5,29.09091187,9
1300149,38.5,-29.09090805,31,52.5,-29.09090805,21,52.5,-36.36363602,11,38.5,-21.81818199,13,38.5,-36.36363602,3
1300150,66.5,21.81818008,17,59.5,21.81818008,17,73.5,21.81818008,17,59.5,14.54545593,13,52.5,21.81818008,17
1300151,80.5,29.09091187,19,80.5,-36.36363602,21,80.5,36.3636322,13,73.5,29.09091187,19,38.5,-36.36363602,9
1300152,80.5,29.09091187,19,80.5,36.3636322,19,73.5,36.3636322,29,66.5,29.09091187,9,66.5,36.3636322,15
1300153,59.5,-29.09090805,9,80.5,-36.36363602,30,66.5,-29.09090805,15,52.5,-29.09090805,13,73.5,-36.36363602,30
1300154,80.5,36.36363602,13,80.5,7.272725105,3,73.5,36.36363602,11,73.5,7.272725105,17,80.5,-7.272727489,3
1300155,38.5,7.272724152,13,80.5,7.272724152,2,45.5,7.272724152,15,59.5,7.272724152,17,52.5,7.272724152,17
1300156,80.5,29.09091187,19,80.5,36.3636322,19,66.5,29.09091187,9,73.5,36.3636322,29,66.5,36.3636322,15
1300157,38.5,14.54545593,23,45.5,14.54545593,5,38.5,21.81818008,15,52.5,14.54545593,5,59.5,14.54545593,5
1300158,45.5,14.54545593,23,52.5,14.54545593,5,59.5,14.54545593,5,38.5,21.81818008,2,38.5,14.54545593,23
1300159,59.5,36.3636322,9,66.5,36.3636322,15,66.5,14.54545593,13,80.5,21.81818008,19,73.5,36.3636322,2
1300160,73.5,-29.09090805,11,59.5,-29.09090805,13,66.5,-36.36363602,4,66.5,-29.09090805,4,66.5,-21.81818199,1
1300001,86.5,-14.54545593,25,65.5,-100,15,79.5,100,15,58.5,-14.54545593,25,93.5,-14.54545593,25
1300002,86.5,-14.54545593,25,65.5,-14.54545593,25,79.5,-14.54545593,25,58.5,-14.54545593,25,93.5,-14.54545593,25
1300003,86.5,-14.54545593,25,65.5,-14.54545593,25,79.5,-14.54545593,25,58.5,-14.54545593,25,93.5,-14.54545593,25
1300004,93.5,0,15,65.5,-100,15,79.5,100,15,58.5,0,15,80.5,0,15
1300005,86.5,-29.09090805,15,65.5,-36.36363602,15,79.5,36.3636322,15,58.5,7.272724152,15,93.5,-7.272727966,15
1300006,86.5,29.09091187,15,65.5,36.3636322,15,79.5,7.272724152,15,58.5,-29.09090805,15,93.5,-14.54545593,15
1300007,100,0,9,30,29.09091187,15,30,-29.09090805,15,86.5,36.3636322,25,86.5,-36.36363602,25
1300008,86.5,-100,25,86.5,-93,25,30,-107,15,30,-86,15,30,-114,15
1300009,86.5,100,25,86.5,93,25,30,107,15,30,86,15,30,114,15
1300010,100,0,13,10,-7.272727966,9,10,7.272727966,9,20,-7.272727966,19,20,7.272727966,19
1300011,10,-100,9,10,-93,9,20,-107,19,20,-86,19,20,-114,19
1300012,10,100,9,10,93,9,20,107,19,20,86,19,20,114,19
