序号（6位数的ID只可使用9开头）,类型,等级,挂载点类型（1武将，2战器，3战法，4将魂）,额外增加战力,前置条件,是否可封印,触发条件,是否被动技能,是否团队被动(0|非团队 1|团队),范围,覆盖方式,影响属性,刷新时间(0不刷新|其他刷新),持续时间(0一直存在|其他持续n回合),特效名称,特效目标(0|自己 1|对方),特效位置(0|原点 1|前方 2|后方 3|上方 4|下方 5|左方 6|右方),特效方向(0|原点 1|向前 2|向后 3|向上 4|向下 5|向左 6|向右),类型参数(属性值除以1000填写),单挑几率,单挑被杀死,不受减益,异性伤害提升,技能伤害提升,技能减伤,普攻提高,普攻减伤,防御提高,枪兵减伤,骑兵减伤,弓兵减伤,血量增加,速度变化,攻击范围变化（CSVZhanfa）,被动技能触发几率值,护甲,破甲,抗性,破法,铁壁,穿透,大片图片名,小图标名称,技能名称,技能说明
900001,10,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_yongwu,,勇武,武力提供的攻击力提高
900011,6,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shensuan,,神算,伤害类技能效果小幅提高
900012,18,1,1,0,0,0,0,1,1,13,0,0,0,0,SkillFxHalo,0,0,0,,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shipo,,识破,降低己方所受技能伤害
900021,17,1,1,0,0,0,0,1,0,13,0,0,8,1,null,1,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,lable_huixin,,会心,一定几率造成额外伤害
900031,16,1,1,0,0,0,0,1,0,13,0,0,32,8,SkillFxResist,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,lable_chidun,,持盾,一定几率不受普通攻击伤害
900032,12,1,1,0,0,0,0,1,0,13,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.35,0,0,0,lable_xiongshi,,雄师,兵力提供的生命值提高
900041,8,1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shensuan,,神算,伤害类技能效果大幅提高
900042,15,1,1,0,0,0,0,1,0,3,0,0,0,0,SkillFxShield,0,0,0,,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shenyou,,神佑,降低第一次技能伤害
900501,10,1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_yongwu,,勇武,武力提供的攻击力提高
900511,6,1,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shensuan,,神算,伤害类技能效果小幅提高
900512,18,1,1,0,0,0,0,1,1,1,0,0,0,0,SkillFxHalo,0,0,0,,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shipo,,识破,降低己方所受技能伤害
900521,17,1,1,0,0,0,0,1,0,1,0,0,8,1,null,1,0,0,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.6,0,lable_huixin,,会心,一定几率造成额外伤害
900531,16,1,1,0,0,0,0,1,0,1,0,0,32,12,SkillFxResist,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,lable_chidun,,持盾,一定几率不受普通攻击伤害
900532,12,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.45,0,0,0,lable_xiongshi,,雄师,兵力提供的生命值提高
900541,8,1,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shensuan,,神算,伤害类技能效果大幅提高
900542,15,1,1,0,0,0,0,1,0,2,0,0,0,0,SkillFxShield,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shenyou,,神佑,降低第一次技能伤害
960001,10,1,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_yongwu,,勇武,武力提供的攻击力提高
960002,18,1,1,0,0,0,0,1,1,2,0,0,0,0,SkillFxHalo,0,0,0,,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shipo,,识破,降低己方所受法术技能伤害[fed655]20%[-]
960003,17,1,1,0,0,0,0,1,0,11,0,0,8,1,null,1,0,0,,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,lable_huixin,,会心,一定几率造成额外普通攻击伤害，比7级触发几率更高
960004,14,1,1,0,0,0,0,1,0,11,0,0,0,0,SkillFxFast,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,lable_shensu,,神速,移动速度提高[fed655]20%[-]
960005,9,1,1,0,0,0,0,1,0,11,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_jianren,,坚韧,武力提供的防御力提高[fed655]30%[-]
960006,6,1,1,0,0,0,0,1,0,11,0,0,0,0,null,0,0,0,,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shensuan,,神算,法术伤害类技能效果提高[fed655]8%[-]
960007,12,1,1,0,0,0,0,1,0,18,0,0,0,0,null,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,lable_xiongshi,,雄师,兵力提供的生命值提高[fed655]25%[-]
960008,13,1,1,0,0,0,0,1,0,18,0,0,0,0,null,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_wuxia,,无瑕,受到负面技能效果持续时间减少[fed655]100%[-]
960009,13,1,1,0,0,0,0,1,0,18,0,0,0,0,null,0,0,0,,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_jizhong,,集中,受到负面技能效果持续时间减少[fed655]50%[-]
960010,1003,15,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,NULL,,抗性,受到法术技能伤害减少[fed655]100%[-]，敌方武将等级越低减伤效果越高
960011,15,10,1,0,0,0,0,1,0,1,0,0,0,0,SkillFxShield,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lable_shenyou,,神佑,受到的第一次法术技能伤害降低[fed655]100%[-]
22101,21,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,3000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,枪击,造成普通攻击3倍伤害
22301,23,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,3900|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩破,造成普通攻击3.9倍伤害
22302,23,2,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,5400|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩破,造成普通攻击5.4倍伤害
22501,25,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,15000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,迎击,造成普通攻击15倍伤害
22502,25,2,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,3000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,迎击,造成普通攻击3倍伤害
22503,25,3,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,7500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,迎击,造成普通攻击7.5倍伤害
22701,27,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,15000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,贯射,造成普通攻击15倍伤害
22901,29,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,6000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,箭岚,造成普通攻击6倍伤害
22902,29,2,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,9000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,箭岚,造成普通攻击9倍伤害
23101,31,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,12000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,突击,造成普通攻击12倍伤害
23301,33,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,13200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,冲锋,造成普通攻击13.2倍伤害
23302,33,2,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,15000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,冲锋,造成普通攻击15倍伤害
23401,43,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,移速保底,移动速度不会低于默认速度
23501,42,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,免疫禁锢,免疫禁锢效果
32201,22,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,枪击减免,减免枪击伤害20%
32202,22,2,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,枪击减免,减免枪击伤害50%
32203,22,3,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,枪击减免,减免枪击伤害100%
32401,24,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩破减免,减免斩破伤害20%
32402,24,2,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩破减免,减免斩破伤害50%
32403,24,3,1,0,0,0,0,1,0,12,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩破减免,减免斩破伤害100%
32601,26,1,1,0,0,0,0,1,0,12,0,0,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,迎击减免,减免迎击伤害20%
32602,26,2,1,0,0,0,0,1,0,12,0,0,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,迎击减免,减免迎击伤害50%
32603,26,3,1,0,0,0,0,1,0,12,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,迎击减免,减免迎击伤害100%
32801,28,1,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,贯射减免,减免贯射伤害20%
32802,28,2,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,300|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,贯射减免,减免贯射伤害30%
32803,28,3,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,贯射减免,减免贯射伤害50%
32804,28,4,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,800|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,贯射减免,减免贯射伤害80%
32805,28,5,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,贯射减免,减免贯射伤害100%
33001,30,1,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,箭岚减免,减免箭岚伤害20%
33002,30,2,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,300|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,箭岚减免,减免箭岚伤害30%
33003,30,3,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,箭岚减免,减免箭岚伤害50%
33004,30,4,1,0,0,0,0,1,0,13,0,0,0,0,null,0,0,0,800|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,箭岚减免,减免箭岚伤害80%
33005,30,5,1,0,0,0,0,1,0,13,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,箭岚减免,减免箭岚伤害100%
33201,32,1,1,0,0,0,0,1,0,13,0,0,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,突击减免,减免突击伤害20%
33202,32,2,1,0,0,0,0,1,0,13,0,0,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,突击减免,减免突击伤害50%
33203,32,3,1,0,0,0,0,1,0,17,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,突击减免,减免突击伤害100%
33401,34,1,1,0,0,0,0,1,0,17,0,0,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,冲锋减免,减免冲锋伤害20%
33402,34,2,1,0,0,0,0,1,0,17,0,0,0,0,null,0,0,0,500|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,冲锋减免,减免冲锋伤害50%
33403,34,3,1,0,0,0,0,1,0,17,0,0,0,0,null,0,0,0,1000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,冲锋减免,减免冲锋伤害100%
43501,35,1,1,0,0,0,0,1,1,1,0,0,0,0,Fx_ArmySkill_BiHu,0,0,0,100|1000|20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_bihu_tex,庇护,[fed655]庇护[-]\n在盾枪兵周围一定范围内的友军受到普通攻击伤害降低[fed655]10%[-]，效果不叠加。
43601,36,1,1,0,0,0,0,1,0,1,0,0,0,0,Fx_ArmySkill_TieQi_buff,0,0,0,750|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_tiejia_tex,冲阵,[fed655]冲阵[-]\n移动过程中受到的所有伤害降低[fed655]75%[-]。
43701,37,1,1,0,0,0,0,1,0,1,0,0,4,1,Fx_ArmySkill_XuanFeng,0,0,0,800|100|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_xuanfeng_tex,旋风,[fed655]旋风[-]\n攻击时有一定几率对近战范围内所有敌人造成当前武力值[fed655]80%[-]的伤害，该伤害无视物理防御。
43801,38,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,250|1000|0|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_huojian_tex,火箭,[fed655]火箭[-]\n远程攻击会对目标造成当前智力值[fed655]40%[-]的伤害，该伤害无视物理防御。
43901,39,1,1,0,0,0,0,1,1,1,0,0,0,0,Fx_ArmySkill_QiangGong,0,0,0,80|1000|20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_qianggong_tex,强攻,[fed655]强攻[-]\n在连弩兵周围一定范围内的友军弓兵普通攻击伤害提高[fed655]8%[-]，效果不叠加。
44001,40,1,1,0,0,0,0,1,0,1,0,4,0,0,Fx_ArmySkill_ShiXue,0,0,0,100|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_shixue_tex,嗜血,[fed655]嗜血[-]\n普通攻击会回复造成伤害[fed655]10%[-]的生命，回复效果会受到瘴毒影响而减弱。
48001,45,1,1,0,0,0,0,1,0,1,0,0,0,0,Fx_Skill_Awaken_01,0,0,0,3001000|1000|14000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang1_tex,浴血,自身周围每有一支敌方部队则自身武力提升6%
48002,45,2,1,0,0,0,0,1,0,1,0,0,0,0,Fx_Skill_Awaken_01,0,0,0,3002000|1000|14000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang1_tex,强弩,自身周围每少一只敌方部队则自身武力提升6%
49001,46,1,1,0,0,0,0,1,0,1,0,0,20,1,Fx_Skill_Awaken_06,0,0,0,3800|150|5000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang2_tex,怒斩,每秒15%几率对周围随机一个目标造成3.8倍自身当前武力值的伤害
49002,46,2,1,0,0,0,0,1,0,1,0,0,20,1,Fx_Skill_Awaken_06,0,0,0,3830|300|5000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang3_tex,真·怒斩,每秒30%几率对周围随机一个目标造成3.83倍自身当前武力值的伤害
50001,47,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,150|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang6_tex,奋勇,自身造成的普通攻击伤害提升15%
50002,47,2,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,350|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang7_tex,真·奋勇,自身造成的普通攻击伤害提升35%
51001,48,1,1,0,0,0,0,1,1,2,0,0,0,0,null,0,0,0,200|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,承担伤害,替本方其他部队承担20%伤害
52001,49,1,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,150|1000|0|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_jiangjun6_tex,铁骨,减少自身受到的15%普攻伤害
52002,49,2,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,350|1000|0|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_jiangjun7_tex,真·铁骨,减少自身受到的35%普攻伤害
53001,50,1,1,0,0,0,0,1,0,2,0,0,0,0,Fx_Skill_Awaken_02,0,0,0,400|1000|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,减少受到的所有伤害,减少受到所有伤害的40%
54001,51,1,1,0,0,0,0,1,0,2,0,0,2,1,Fx_Skill_Awaken_05,0,0,0,700|1000|20000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_jiangjun3_tex,反击,"受到普通攻击时，每秒对攻击者造成自身[fed655]当前武力0.7[-]倍的伤害,该伤害不超过自身基础兵力的[fed655]20[-]倍"
54002,51,2,1,0,0,0,0,1,0,2,0,0,2,1,Fx_Skill_Awaken_05,0,0,0,1000|1000|20000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_jiangjun4_tex,真·反击,"受到普通攻击时，每秒对攻击者造成自身[fed655]当前武力1.0[-]倍的伤害,该伤害不超过自身基础兵力的[fed655]20[-]倍"
55001,52,1,1,0,0,0,0,1,1,2,0,0,0,0,null,0,0,0,2000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_zhijiang3_tex,洞察,己方全体受到弱化效果的影响时间减少2S
55002,52,2,1,0,0,0,0,1,1,2,0,0,0,0,null,0,0,0,4000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_zhijiang4_tex,真·洞察,己方全体受到弱化效果的影响时间减少4S
56001,53,1,1,0,0,0,0,1,0,7,0,0,0,0,null,0,0,0,2000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_zhijiang6_tex,名士,自身技能的持续时间增加2S
56002,53,2,1,0,0,0,0,1,0,7,0,0,0,0,null,0,0,0,4000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_zhijiang7_tex,真·名士,自身技能的持续时间增加4S
57001,54,1,1,0,0,0,0,1,0,7,0,0,0,0,Fx_Skill_Awaken_03,0,0,0,2000|1000|1000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_ceshi1_tex,两仪,当前智力值的200%转化为武力值
58001,55,1,1,0,0,0,0,1,0,7,0,0,5,1,null,0,0,0,0|50|25|10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_ceshi3_tex,鬼谋,自身普通攻击有5%几率触发对目标周围的范围法术伤害
58002,55,2,1,0,0,0,0,1,0,1,0,0,5,1,null,0,0,0,0|100|25|10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_ceshi4_tex,真·鬼谋,自身普通攻击有10%几率触发对目标周围的范围法术伤害
59001,56,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,3000|1000|25|10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_ceshi6_tex,神策,自身每攻击3秒触发一次法术伤害
59002,56,2,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,3000|1000|35|10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_ceshi7_tex,真·神策,自身每攻击3秒触发一次法术伤害，伤害提升
60001,44,1,1,0,0,0,0,1,0,1,0,0,0,0,null,0,0,0,16000|1000|64100000|64101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_zhijiang1_tex,机关,随机召唤每秒治疗己方全体2%生命的木牛或每秒伤害敌方1%生命的虎车
60002,44,2,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,16000|1000|65001000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang1_tex,浴血,自身周围每有一支敌方部队则自身武力提升6%
60003,44,3,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,16000|1000|65002000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_jiangjun1_tex,御守,替本方其他部队承担20%伤害，并且自身受到所有伤害减少40%
60004,44,4,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,16000|1000|65003000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_ceshi1_tex,两仪,自身当前智力值200%转化为武力
60005,44,5,1,0,0,0,0,1,0,2,0,0,0,0,null,0,0,0,16000|1000|65004000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang1_tex,强弩,自身周围每少一只敌方部队则自身武力提升6%
61001,1007,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,基础普攻将魂,普通攻击产生将魂
61002,1008,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang4_tex,冲阵,自身造成战法伤害可以产生额外的将魂值
61003,1009,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_yongjiang2_tex,诡道,自身造成技能伤害可以产生额外的将魂值
61004,1010,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,基础挨打将魂,承受伤害产生将魂
61005,1011,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,基础技能将魂,消耗士气产生将魂
61006,1012,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,基础累积将魂,随时间产生将魂
61007,1013,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7000|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,UI/PassiveSkill/icon_zhijiang2_tex,不屈,自身阵亡时增加将魂值
