ID,赛季id,服务器ID,服务器名字,分组ID(>0),阵营
7315,85,30003440,s401,1,3
7316,85,30003452,s413,1,3
7317,85,30003468,s429,1,3
7318,85,30003471,s432,1,3
7319,85,30003477,s438,1,3
7320,85,30003487,s448,1,3
7321,85,30003497,s458,1,3
7322,85,30003507,s468,1,3
7323,85,30003531,s492,1,3
7324,85,300003057,s27,1,4
7325,85,30003063,s33,1,4
7326,85,30003067,s37,1,4
7327,85,30003084,s54,1,4
7328,85,30003090,s60,1,4
7329,85,30003113,s83,1,4
7330,85,30003114,s84,1,4
7331,85,30003132,s102,1,4
7332,85,30003152,s122,1,4
7333,85,30003156,s126,1,4
7334,85,30003166,s136,1,4
7335,85,30003171,s141,1,4
7336,85,30003175,s145,1,4
7337,85,30003182,s152,1,4
7338,85,30003192,s162,1,4
7339,85,30003206,s176,1,4
7340,85,30003224,s194,1,4
7341,85,30003240,s210,1,4
7342,85,30003259,s229,1,4
7343,85,30003262,s232,1,4
7344,85,30003263,s233,1,4
7345,85,30003272,s242,1,4
7346,85,30003283,s253,1,4
7347,85,30003289,s259,1,4
7348,85,30003302,s272,1,4
7349,85,30003319,s289,1,4
7350,85,30003335,s305,1,4
7351,85,30003338,s308,1,4
7352,85,30003364,s325,1,4
7353,85,30003368,s329,1,4
7354,85,30003381,s342,1,4
7355,85,30003395,s356,1,4
7356,85,30003400,s361,1,4
7357,85,30003423,s384,1,4
7358,85,30003435,s396,1,4
7359,85,30003436,s397,1,4
7360,85,30003456,s417,1,4
7361,85,30003457,s418,1,4
7362,85,30003458,s419,1,4
7363,85,30003509,s470,1,4
7364,85,30003513,s474,1,4
7365,85,30003522,s483,1,4
7366,85,30003530,s491,1,4
7367,85,30003536,s497,1,4
7368,85,30003541,s502,1,4
7369,85,10000331,s1,2,1
7370,85,30000354,s24,2,1
7371,85,30003074,s44,2,1
7372,85,30003094,s64,2,1
7373,85,30003098,s68,2,1
7374,85,30003108,s78,2,1
7375,85,30003110,s80,2,1
7376,85,30003121,s91,2,1
7377,85,30003137,s107,2,1
7378,85,30003172,s142,2,1
7379,85,30003173,s143,2,1
7380,85,30003177,s147,2,1
7381,85,30003186,s156,2,1
7382,85,30003198,s168,2,1
7383,85,30003203,s173,2,1
7384,85,30003207,s177,2,1
7385,85,30003211,s181,2,1
7386,85,30003242,s212,2,1
7387,85,30003246,s216,2,1
7388,85,30003258,s228,2,1
7389,85,30003269,s239,2,1
7390,85,30003277,s247,2,1
7391,85,30003294,s264,2,1
7392,85,30003298,s268,2,1
7393,85,30003307,s277,2,1
7394,85,30003309,s279,2,1
7395,85,30003329,s299,2,1
7396,85,30003332,s302,2,1
7397,85,30003333,s303,2,1
7398,85,30003344,s314,2,1
7399,85,30003346,s316,2,1
7400,85,30003361,s322,2,1
7401,85,30003385,s346,2,1
7402,85,30003401,s362,2,1
7403,85,30003403,s364,2,1
7404,85,30003428,s389,2,1
7405,85,30003444,s405,2,1
7406,85,30003447,s408,2,1
7407,85,30003478,s439,2,1
7408,85,30003493,s454,2,1
7409,85,30003544,s505,2,1
7410,85,30003546,s507,2,1
7411,85,30003550,s511,2,1
7412,85,10000333,s3,2,2
7413,85,10000340,s10,2,2
7414,85,30003064,s34,2,2
7415,85,30003083,s53,2,2
7416,85,30003102,s72,2,2
7417,85,30003109,s79,2,2
7418,85,30003118,s88,2,2
7419,85,30003140,s110,2,2
7420,85,30003141,s111,2,2
7421,85,30003154,s124,2,2
7422,85,30003160,s130,2,2
7423,85,30003167,s137,2,2
7424,85,30003168,s138,2,2
7425,85,30003178,s148,2,2
7426,85,30003184,s154,2,2
7427,85,30003196,s166,2,2
7428,85,30003219,s189,2,2
7429,85,30003232,s202,2,2
7430,85,30003255,s225,2,2
7431,85,30003257,s227,2,2
7432,85,30003279,s249,2,2
7433,85,30003282,s252,2,2
7434,85,30003286,s256,2,2
7435,85,30003304,s274,2,2
7436,85,30003305,s275,2,2
7437,85,30003306,s276,2,2
7438,85,30003316,s286,2,2
7439,85,30003322,s292,2,2
7440,85,30003324,s294,2,2
7441,85,30003330,s300,2,2
7442,85,30003341,s311,2,2
7443,85,30003345,s315,2,2
7444,85,30003362,s323,2,2
7445,85,30003371,s332,2,2
7446,85,30003377,s338,2,2
7447,85,30003379,s340,2,2
7448,85,30003380,s341,2,2
7449,85,30003384,s345,2,2
7450,85,30003448,s409,2,2
7451,85,30003472,s433,2,2
7452,85,30003473,s434,2,2
7453,85,30003504,s465,2,2
7454,85,30003511,s472,2,2
7455,85,30003514,s475,2,2
7456,85,30003515,s476,2,2
7457,85,30003547,s508,2,2
7458,85,10000338,s8,2,3
7459,85,10000347,s17,2,3
7460,85,10000351,s21,2,3
7461,85,10000352,s22,2,3
7462,85,30003073,s43,2,3
7463,85,30003080,s50,2,3
7464,85,30003115,s85,2,3
7465,85,30003122,s92,2,3
7466,85,30003123,s93,2,3
7467,85,30003129,s99,2,3
7468,85,30003143,s113,2,3
7469,85,30003159,s129,2,3
7470,85,30003170,s140,2,3
7471,85,30003197,s167,2,3
7472,85,30003212,s182,2,3
7473,85,30003217,s187,2,3
7474,85,30003218,s188,2,3
7475,85,30003239,s209,2,3
7476,85,30003247,s217,2,3
7477,85,30003249,s219,2,3
7478,85,30003273,s243,2,3
7479,85,30003276,s246,2,3
7480,85,30003317,s287,2,3
7481,85,30003337,s307,2,3
7482,85,30003339,s309,2,3
7483,85,30003350,s320,2,3
7484,85,30003388,s349,2,3
7485,85,30003390,s351,2,3
7486,85,30003396,s357,2,3
7487,85,30003411,s372,2,3
7488,85,30003416,s377,2,3
7489,85,30003424,s385,2,3
7490,85,30003429,s390,2,3
7491,85,30003437,s398,2,3
7492,85,30003438,s399,2,3
7493,85,30003441,s402,2,3
7494,85,30003464,s425,2,3
7495,85,30003474,s435,2,3
7496,85,30003481,s442,2,3
7497,85,30003488,s449,2,3
7498,85,30003490,s451,2,3
7499,85,30003495,s456,2,3
7500,85,30003498,s459,2,3
7501,85,30003538,s499,2,3
7502,85,10000332,s2,2,4
7503,85,10000345,s15,2,4
7504,85,10000348,s18,2,4
7505,85,300003056,s26,2,4
7506,85,30003061,s31,2,4
7507,85,30003078,s48,2,4
7508,85,30003079,s49,2,4
7509,85,30003111,s81,2,4
7510,85,30003130,s100,2,4
7511,85,30003131,s101,2,4
7512,85,30003142,s112,2,4
7513,85,30003174,s144,2,4
7514,85,30003187,s157,2,4
7515,85,30003204,s174,2,4
7516,85,30003222,s192,2,4
7517,85,30003238,s208,2,4
7518,85,30003244,s214,2,4
7519,85,30003290,s260,2,4
7520,85,30003291,s261,2,4
7521,85,30003299,s269,2,4
7522,85,30003312,s282,2,4
7523,85,30003321,s291,2,4
7524,85,30003342,s312,2,4
7525,85,30003348,s318,2,4
7526,85,30003387,s348,2,4
7527,85,30003393,s354,2,4
7528,85,30003394,s355,2,4
7529,85,30003402,s363,2,4
7530,85,30003408,s369,2,4
7531,85,30003418,s379,2,4
7532,85,30003420,s381,2,4
7533,85,30003425,s386,2,4
7534,85,30003439,s400,2,4
7535,85,30003446,s407,2,4
7536,85,30003460,s421,2,4
7537,85,30003469,s430,2,4
7538,85,30003520,s481,2,4
7539,85,30003532,s493,2,4
7540,85,30003533,s494,2,4
7541,85,30003551,s512,2,4
7542,85,30003066,s36,3,1
7543,85,30003069,s39,3,1
7544,85,30003070,s40,3,1
7545,85,30003093,s63,3,1
7546,85,30003096,s66,3,1
7547,85,30003126,s96,3,1
7548,85,30003133,s103,3,1
7549,85,30003163,s133,3,1
7550,85,30003176,s146,3,1
7551,85,30003179,s149,3,1
7552,85,30003181,s151,3,1
7553,85,30003193,s163,3,1
7554,85,30003220,s190,3,1
7555,85,30003223,s193,3,1
7556,85,30003274,s244,3,1
7557,85,30003280,s250,3,1
7558,85,30003310,s280,3,1
7559,85,30003326,s296,3,1
7560,85,30003349,s319,3,1
7561,85,30003363,s324,3,1
7562,85,30003366,s327,3,1
7563,85,30003376,s337,3,1
7564,85,30003397,s358,3,1
7565,85,30003414,s375,3,1
7566,85,30003426,s387,3,1
7567,85,30003433,s394,3,1
7568,85,30003449,s410,3,1
7569,85,30003462,s423,3,1
7570,85,30003465,s426,3,1
7571,85,30003483,s444,3,1
7572,85,30003484,s445,3,1
7573,85,30003485,s446,3,1
7574,85,30003494,s455,3,1
7575,85,30003499,s460,3,1
7576,85,30003519,s480,3,1
7577,85,30003521,s482,3,1
7578,85,30003523,s484,3,1
7579,85,30003526,s487,3,1
7580,85,10000342,s12,3,2
7581,85,10000349,s19,3,2
7582,85,30003060,s30,3,2
7583,85,30003086,s56,3,2
7584,85,30003091,s61,3,2
7585,85,30003099,s69,3,2
7586,85,30003101,s71,3,2
7587,85,30003104,s74,3,2
7588,85,30003112,s82,3,2
7589,85,30003124,s94,3,2
7590,85,30003127,s97,3,2
7591,85,30003139,s109,3,2
7592,85,30003191,s161,3,2
7593,85,30003199,s169,3,2
7594,85,30003200,s170,3,2
7595,85,30003201,s171,3,2
7596,85,30003210,s180,3,2
7597,85,30003225,s195,3,2
7598,85,30003233,s203,3,2
7599,85,30003250,s220,3,2
7600,85,30003251,s221,3,2
7601,85,30003287,s257,3,2
7602,85,30003292,s262,3,2
7603,85,30003295,s265,3,2
7604,85,30003296,s266,3,2
7605,85,30003301,s271,3,2
7606,85,30003328,s298,3,2
7607,85,30003331,s301,3,2
7608,85,30003334,s304,3,2
7609,85,30003340,s310,3,2
7610,85,30003373,s334,3,2
7611,85,30003389,s350,3,2
7612,85,30003404,s365,3,2
7613,85,30003409,s370,3,2
7614,85,30003421,s382,3,2
7615,85,30003430,s391,3,2
7616,85,30003434,s395,3,2
7617,85,30003459,s420,3,2
7618,85,30003461,s422,3,2
7619,85,30003491,s452,3,2
7620,85,30003492,s453,3,2
7621,85,30003505,s466,3,2
7622,85,30003529,s490,3,2
7623,85,30003543,s504,3,2
7624,85,30003549,s510,3,2
7625,85,10000336,s6,3,3
7626,85,10000344,s14,3,3
7627,85,30003071,s41,3,3
7628,85,30003075,s45,3,3
7629,85,30003082,s52,3,3
7630,85,30003088,s58,3,3
7631,85,30003092,s62,3,3
7632,85,30003100,s70,3,3
7633,85,30003116,s86,3,3
7634,85,30003117,s87,3,3
7635,85,30003128,s98,3,3
7636,85,30003155,s125,3,3
7637,85,30003189,s159,3,3
7638,85,30003190,s160,3,3
7639,85,30003195,s165,3,3
7640,85,30003205,s175,3,3
7641,85,30003215,s185,3,3
7642,85,30003226,s196,3,3
7643,85,30003230,s200,3,3
7644,85,30003235,s205,3,3
7645,85,30003237,s207,3,3
7646,85,30003245,s215,3,3
7647,85,30003252,s222,3,3
7648,85,30003264,s234,3,3
7649,85,30003266,s236,3,3
7650,85,30003267,s237,3,3
7651,85,30003278,s248,3,3
7652,85,30003281,s251,3,3
7653,85,30003285,s255,3,3
7654,85,30003297,s267,3,3
7655,85,30003313,s283,3,3
7656,85,30003374,s335,3,3
7657,85,30003392,s353,3,3
7658,85,30003415,s376,3,3
7659,85,30003422,s383,3,3
7660,85,30003443,s404,3,3
7661,85,30003445,s406,3,3
7662,85,30003470,s431,3,3
7663,85,30003480,s441,3,3
7664,85,30003486,s447,3,3
7665,85,30003506,s467,3,3
7666,85,30003516,s477,3,3
7667,85,30003534,s495,3,3
7668,85,30003535,s496,3,3
7669,85,30003058,s28,3,4
7670,85,30003059,s29,3,4
7671,85,30003095,s65,3,4
7672,85,30003120,s90,3,4
7673,85,30003135,s105,3,4
7674,85,30003136,s106,3,4
7675,85,30003138,s108,3,4
7676,85,30003149,s119,3,4
7677,85,30003150,s120,3,4
7678,85,30003151,s121,3,4
7679,85,30003157,s127,3,4
7680,85,30003188,s158,3,4
7681,85,30003194,s164,3,4
7682,85,30003202,s172,3,4
7683,85,30003208,s178,3,4
7684,85,30003234,s204,3,4
7685,85,30003265,s235,3,4
7686,85,30003270,s240,3,4
7687,85,30003275,s245,3,4
7688,85,30003288,s258,3,4
7689,85,30003320,s290,3,4
7690,85,30003323,s293,3,4
7691,85,30003327,s297,3,4
7692,85,30003370,s331,3,4
7693,85,30003378,s339,3,4
7694,85,30003383,s344,3,4
7695,85,30003410,s371,3,4
7696,85,30003419,s380,3,4
7697,85,30003427,s388,3,4
7698,85,30003431,s392,3,4
7699,85,30003450,s411,3,4
7700,85,30003451,s412,3,4
7701,85,30003455,s416,3,4
7702,85,30003463,s424,3,4
7703,85,30003476,s437,3,4
7704,85,30003479,s440,3,4
7705,85,30003482,s443,3,4
7706,85,30003503,s464,3,4
7707,85,30003508,s469,3,4
7708,85,30003512,s473,3,4
7709,85,30003518,s479,3,4
7710,85,30003525,s486,3,4
7711,85,30003527,s488,3,4
7712,85,30003537,s498,3,4
7713,86,10000339,s9,1,2
7714,86,10000341,s11,1,2
7715,86,10000343,s13,1,2
7716,86,10000350,s20,1,2
7717,86,30000355,s25,1,2
7718,86,30003068,s38,1,2
7719,86,30003077,s47,1,2
7720,86,30003085,s55,1,2
7721,86,30003089,s59,1,2
7722,86,30003097,s67,1,2
7723,86,30003107,s77,1,2
7724,86,30003146,s116,1,2
7725,86,30003158,s128,1,2
7726,86,30003162,s132,1,2
7727,86,30003164,s134,1,2
7728,86,30003165,s135,1,2
7729,86,30003169,s139,1,2
7730,86,30003185,s155,1,2
7731,86,30003213,s183,1,2
7732,86,30003236,s206,1,2
7733,86,30003261,s231,1,2
7734,86,30003268,s238,1,2
7735,86,30003271,s241,1,2
7736,86,30003303,s273,1,2
7737,86,30003311,s281,1,2
7738,86,30003336,s306,1,2
7739,86,30003351,s321,1,2
7740,86,30003369,s330,1,2
7741,86,30003382,s343,1,2
7742,86,30003399,s360,1,2
7743,86,30003405,s366,1,2
7744,86,30003442,s403,1,2
7745,86,30003454,s415,1,2
7746,86,30003467,s428,1,2
7747,86,30003500,s461,1,2
7748,86,30003501,s462,1,2
7749,86,30003502,s463,1,2
7750,86,30003524,s485,1,2
7751,86,30003539,s500,1,2
7752,86,30003540,s501,1,2
7753,86,30003542,s503,1,2
7754,86,30003545,s506,1,2
7755,86,30003553,s514,1,2
7756,86,10000337,s7,1,3
7757,86,30003062,s32,1,3
7758,86,30003072,s42,1,3
7759,86,30003081,s51,1,3
7760,86,30003087,s57,1,3
7761,86,30003103,s73,1,3
7762,86,30003105,s75,1,3
7763,86,30003119,s89,1,3
7764,86,30003134,s104,1,3
7765,86,30003144,s114,1,3
7766,86,30003145,s115,1,3
7767,86,30003147,s117,1,3
7768,86,30003161,s131,1,3
7769,86,30003180,s150,1,3
7770,86,30003183,s153,1,3
7771,86,30003214,s184,1,3
7772,86,30003228,s198,1,3
7773,86,30003229,s199,1,3
7774,86,30003241,s211,1,3
7775,86,30003248,s218,1,3
7776,86,30003256,s226,1,3
7777,86,30003260,s230,1,3
7778,86,30003293,s263,1,3
7779,86,30003300,s270,1,3
7780,86,30003308,s278,1,3
7781,86,30003343,s313,1,3
7782,86,30003365,s326,1,3
7783,86,30003367,s328,1,3
7784,86,30003372,s333,1,3
7785,86,30003391,s352,1,3
7786,86,30003398,s359,1,3
7787,86,30003406,s367,1,3
7788,86,30003413,s374,1,3
7789,86,30003432,s393,1,3
7790,86,30003453,s414,1,3
7791,86,30003466,s427,1,3
7792,86,30003475,s436,1,3
7793,86,30003489,s450,1,3
7794,86,30003496,s457,1,3
7795,86,30003510,s471,1,3
7796,86,30003517,s478,1,3
7797,86,30003528,s489,1,3
7798,86,30003548,s509,1,3
7799,86,30003552,s513,1,3
7800,86,10000334,s4,1,4
7801,86,10000335,s5,1,4
7802,86,10000346,s16,1,4
7803,86,10000353,s23,1,4
7804,86,30003065,s35,1,4
7805,86,30003076,s46,1,4
7806,86,30003106,s76,1,4
7807,86,30003125,s95,1,4
7808,86,30003148,s118,1,4
7809,86,30003153,s123,1,4
7810,86,30003209,s179,1,4
7811,86,30003216,s186,1,4
7812,86,30003221,s191,1,4
7813,86,30003227,s197,1,4
7814,86,30003231,s201,1,4
7815,86,30003243,s213,1,4
7816,86,30003253,s223,1,4
7817,86,30003254,s224,1,4
7818,86,30003284,s254,1,4
7819,86,30003314,s284,1,4
7820,86,30003315,s285,1,4
7821,86,30003318,s288,1,4
7822,86,30003325,s295,1,4
7823,86,30003347,s317,1,4
7824,86,30003375,s336,1,4
7825,86,30003386,s347,1,4
7826,86,30003407,s368,1,4
7827,86,30003412,s373,1,4
7828,86,30003417,s378,1,4
7829,86,30003440,s401,1,4
7830,86,30003452,s413,1,4
7831,86,30003468,s429,1,4
7832,86,30003471,s432,1,4
7833,86,30003477,s438,1,4
7834,86,30003487,s448,1,4
7835,86,30003497,s458,1,4
7836,86,30003507,s468,1,4
7837,86,30003531,s492,1,4
7838,86,300003057,s27,1,1
7839,86,30003063,s33,1,1
7840,86,30003067,s37,1,1
7841,86,30003084,s54,1,1
7842,86,30003090,s60,1,1
7843,86,30003113,s83,1,1
7844,86,30003114,s84,1,1
7845,86,30003132,s102,1,1
7846,86,30003152,s122,1,1
7847,86,30003156,s126,1,1
7848,86,30003166,s136,1,1
7849,86,30003171,s141,1,1
7850,86,30003175,s145,1,1
7851,86,30003182,s152,1,1
7852,86,30003192,s162,1,1
7853,86,30003206,s176,1,1
7854,86,30003224,s194,1,1
7855,86,30003240,s210,1,1
7856,86,30003259,s229,1,1
7857,86,30003262,s232,1,1
7858,86,30003263,s233,1,1
7859,86,30003272,s242,1,1
7860,86,30003283,s253,1,1
7861,86,30003289,s259,1,1
7862,86,30003302,s272,1,1
7863,86,30003319,s289,1,1
7864,86,30003335,s305,1,1
7865,86,30003338,s308,1,1
7866,86,30003364,s325,1,1
7867,86,30003368,s329,1,1
7868,86,30003381,s342,1,1
7869,86,30003395,s356,1,1
7870,86,30003400,s361,1,1
7871,86,30003423,s384,1,1
7872,86,30003435,s396,1,1
7873,86,30003436,s397,1,1
7874,86,30003456,s417,1,1
7875,86,30003457,s418,1,1
7876,86,30003458,s419,1,1
7877,86,30003509,s470,1,1
7878,86,30003513,s474,1,1
7879,86,30003522,s483,1,1
7880,86,30003530,s491,1,1
7881,86,30003536,s497,1,1
7882,86,30003541,s502,1,1
7883,86,10000331,s1,2,2
7884,86,30000354,s24,2,2
7885,86,30003074,s44,2,2
7886,86,30003094,s64,2,2
7887,86,30003098,s68,2,2
7888,86,30003108,s78,2,2
7889,86,30003110,s80,2,2
7890,86,30003121,s91,2,2
7891,86,30003137,s107,2,2
7892,86,30003172,s142,2,2
7893,86,30003173,s143,2,2
7894,86,30003177,s147,2,2
7895,86,30003186,s156,2,2
7896,86,30003198,s168,2,2
7897,86,30003203,s173,2,2
7898,86,30003207,s177,2,2
7899,86,30003211,s181,2,2
7900,86,30003242,s212,2,2
7901,86,30003246,s216,2,2
7902,86,30003258,s228,2,2
7903,86,30003269,s239,2,2
7904,86,30003277,s247,2,2
7905,86,30003294,s264,2,2
7906,86,30003298,s268,2,2
7907,86,30003307,s277,2,2
7908,86,30003309,s279,2,2
7909,86,30003329,s299,2,2
7910,86,30003332,s302,2,2
7911,86,30003333,s303,2,2
7912,86,30003344,s314,2,2
7913,86,30003346,s316,2,2
7914,86,30003361,s322,2,2
7915,86,30003385,s346,2,2
7916,86,30003401,s362,2,2
7917,86,30003403,s364,2,2
7918,86,30003428,s389,2,2
7919,86,30003444,s405,2,2
7920,86,30003447,s408,2,2
7921,86,30003478,s439,2,2
7922,86,30003493,s454,2,2
7923,86,30003544,s505,2,2
7924,86,30003546,s507,2,2
7925,86,30003550,s511,2,2
7926,86,10000333,s3,2,3
7927,86,10000340,s10,2,3
7928,86,30003064,s34,2,3
7929,86,30003083,s53,2,3
7930,86,30003102,s72,2,3
7931,86,30003109,s79,2,3
7932,86,30003118,s88,2,3
7933,86,30003140,s110,2,3
7934,86,30003141,s111,2,3
7935,86,30003154,s124,2,3
7936,86,30003160,s130,2,3
7937,86,30003167,s137,2,3
7938,86,30003168,s138,2,3
7939,86,30003178,s148,2,3
7940,86,30003184,s154,2,3
7941,86,30003196,s166,2,3
7942,86,30003219,s189,2,3
7943,86,30003232,s202,2,3
7944,86,30003255,s225,2,3
7945,86,30003257,s227,2,3
7946,86,30003279,s249,2,3
7947,86,30003282,s252,2,3
7948,86,30003286,s256,2,3
7949,86,30003304,s274,2,3
7950,86,30003305,s275,2,3
7951,86,30003306,s276,2,3
7952,86,30003316,s286,2,3
7953,86,30003322,s292,2,3
7954,86,30003324,s294,2,3
7955,86,30003330,s300,2,3
7956,86,30003341,s311,2,3
7957,86,30003345,s315,2,3
7958,86,30003362,s323,2,3
7959,86,30003371,s332,2,3
7960,86,30003377,s338,2,3
7961,86,30003379,s340,2,3
7962,86,30003380,s341,2,3
7963,86,30003384,s345,2,3
7964,86,30003448,s409,2,3
7965,86,30003472,s433,2,3
7966,86,30003473,s434,2,3
7967,86,30003504,s465,2,3
7968,86,30003511,s472,2,3
7969,86,30003514,s475,2,3
7970,86,30003515,s476,2,3
7971,86,30003547,s508,2,3
7972,86,10000338,s8,2,4
7973,86,10000347,s17,2,4
7974,86,10000351,s21,2,4
7975,86,10000352,s22,2,4
7976,86,30003073,s43,2,4
7977,86,30003080,s50,2,4
7978,86,30003115,s85,2,4
7979,86,30003122,s92,2,4
7980,86,30003123,s93,2,4
7981,86,30003129,s99,2,4
7982,86,30003143,s113,2,4
7983,86,30003159,s129,2,4
7984,86,30003170,s140,2,4
7985,86,30003197,s167,2,4
7986,86,30003212,s182,2,4
7987,86,30003217,s187,2,4
7988,86,30003218,s188,2,4
7989,86,30003239,s209,2,4
7990,86,30003247,s217,2,4
7991,86,30003249,s219,2,4
7992,86,30003273,s243,2,4
7993,86,30003276,s246,2,4
7994,86,30003317,s287,2,4
7995,86,30003337,s307,2,4
7996,86,30003339,s309,2,4
7997,86,30003350,s320,2,4
7998,86,30003388,s349,2,4
7999,86,30003390,s351,2,4
8000,86,30003396,s357,2,4
8001,86,30003411,s372,2,4
8002,86,30003416,s377,2,4
8003,86,30003424,s385,2,4
8004,86,30003429,s390,2,4
8005,86,30003437,s398,2,4
8006,86,30003438,s399,2,4
8007,86,30003441,s402,2,4
8008,86,30003464,s425,2,4
8009,86,30003474,s435,2,4
8010,86,30003481,s442,2,4
8011,86,30003488,s449,2,4
8012,86,30003490,s451,2,4
8013,86,30003495,s456,2,4
8014,86,30003498,s459,2,4
8015,86,30003538,s499,2,4
8016,86,10000332,s2,2,1
8017,86,10000345,s15,2,1
8018,86,10000348,s18,2,1
8019,86,300003056,s26,2,1
8020,86,30003061,s31,2,1
8021,86,30003078,s48,2,1
8022,86,30003079,s49,2,1
8023,86,30003111,s81,2,1
8024,86,30003130,s100,2,1
8025,86,30003131,s101,2,1
8026,86,30003142,s112,2,1
8027,86,30003174,s144,2,1
8028,86,30003187,s157,2,1
8029,86,30003204,s174,2,1
8030,86,30003222,s192,2,1
8031,86,30003238,s208,2,1
8032,86,30003244,s214,2,1
8033,86,30003290,s260,2,1
8034,86,30003291,s261,2,1
8035,86,30003299,s269,2,1
8036,86,30003312,s282,2,1
8037,86,30003321,s291,2,1
8038,86,30003342,s312,2,1
8039,86,30003348,s318,2,1
8040,86,30003387,s348,2,1
8041,86,30003393,s354,2,1
8042,86,30003394,s355,2,1
8043,86,30003402,s363,2,1
8044,86,30003408,s369,2,1
8045,86,30003418,s379,2,1
8046,86,30003420,s381,2,1
8047,86,30003425,s386,2,1
8048,86,30003439,s400,2,1
8049,86,30003446,s407,2,1
8050,86,30003460,s421,2,1
8051,86,30003469,s430,2,1
8052,86,30003520,s481,2,1
8053,86,30003532,s493,2,1
8054,86,30003533,s494,2,1
8055,86,30003551,s512,2,1
8056,86,30003066,s36,3,2
8057,86,30003069,s39,3,2
8058,86,30003070,s40,3,2
8059,86,30003093,s63,3,2
8060,86,30003096,s66,3,2
8061,86,30003126,s96,3,2
8062,86,30003133,s103,3,2
8063,86,30003163,s133,3,2
8064,86,30003176,s146,3,2
8065,86,30003179,s149,3,2
8066,86,30003181,s151,3,2
8067,86,30003193,s163,3,2
8068,86,30003220,s190,3,2
8069,86,30003223,s193,3,2
8070,86,30003274,s244,3,2
8071,86,30003280,s250,3,2
8072,86,30003310,s280,3,2
8073,86,30003326,s296,3,2
8074,86,30003349,s319,3,2
8075,86,30003363,s324,3,2
8076,86,30003366,s327,3,2
8077,86,30003376,s337,3,2
8078,86,30003397,s358,3,2
8079,86,30003414,s375,3,2
8080,86,30003426,s387,3,2
8081,86,30003433,s394,3,2
8082,86,30003449,s410,3,2
8083,86,30003462,s423,3,2
8084,86,30003465,s426,3,2
8085,86,30003483,s444,3,2
8086,86,30003484,s445,3,2
8087,86,30003485,s446,3,2
8088,86,30003494,s455,3,2
8089,86,30003499,s460,3,2
8090,86,30003519,s480,3,2
8091,86,30003521,s482,3,2
8092,86,30003523,s484,3,2
8093,86,30003526,s487,3,2
8094,86,10000342,s12,3,3
8095,86,10000349,s19,3,3
8096,86,30003060,s30,3,3
8097,86,30003086,s56,3,3
8098,86,30003091,s61,3,3
8099,86,30003099,s69,3,3
8100,86,30003101,s71,3,3
8101,86,30003104,s74,3,3
8102,86,30003112,s82,3,3
8103,86,30003124,s94,3,3
8104,86,30003127,s97,3,3
8105,86,30003139,s109,3,3
8106,86,30003191,s161,3,3
8107,86,30003199,s169,3,3
8108,86,30003200,s170,3,3
8109,86,30003201,s171,3,3
8110,86,30003210,s180,3,3
8111,86,30003225,s195,3,3
8112,86,30003233,s203,3,3
8113,86,30003250,s220,3,3
8114,86,30003251,s221,3,3
8115,86,30003287,s257,3,3
8116,86,30003292,s262,3,3
8117,86,30003295,s265,3,3
8118,86,30003296,s266,3,3
8119,86,30003301,s271,3,3
8120,86,30003328,s298,3,3
8121,86,30003331,s301,3,3
8122,86,30003334,s304,3,3
8123,86,30003340,s310,3,3
8124,86,30003373,s334,3,3
8125,86,30003389,s350,3,3
8126,86,30003404,s365,3,3
8127,86,30003409,s370,3,3
8128,86,30003421,s382,3,3
8129,86,30003430,s391,3,3
8130,86,30003434,s395,3,3
8131,86,30003459,s420,3,3
8132,86,30003461,s422,3,3
8133,86,30003491,s452,3,3
8134,86,30003492,s453,3,3
8135,86,30003505,s466,3,3
8136,86,30003529,s490,3,3
8137,86,30003543,s504,3,3
8138,86,30003549,s510,3,3
8139,86,10000336,s6,3,4
8140,86,10000344,s14,3,4
8141,86,30003071,s41,3,4
8142,86,30003075,s45,3,4
8143,86,30003082,s52,3,4
8144,86,30003088,s58,3,4
8145,86,30003092,s62,3,4
8146,86,30003100,s70,3,4
8147,86,30003116,s86,3,4
8148,86,30003117,s87,3,4
8149,86,30003128,s98,3,4
8150,86,30003155,s125,3,4
8151,86,30003189,s159,3,4
8152,86,30003190,s160,3,4
8153,86,30003195,s165,3,4
8154,86,30003205,s175,3,4
8155,86,30003215,s185,3,4
8156,86,30003226,s196,3,4
8157,86,30003230,s200,3,4
8158,86,30003235,s205,3,4
8159,86,30003237,s207,3,4
8160,86,30003245,s215,3,4
8161,86,30003252,s222,3,4
8162,86,30003264,s234,3,4
8163,86,30003266,s236,3,4
8164,86,30003267,s237,3,4
8165,86,30003278,s248,3,4
8166,86,30003281,s251,3,4
8167,86,30003285,s255,3,4
8168,86,30003297,s267,3,4
8169,86,30003313,s283,3,4
8170,86,30003374,s335,3,4
8171,86,30003392,s353,3,4
8172,86,30003415,s376,3,4
8173,86,30003422,s383,3,4
8174,86,30003443,s404,3,4
8175,86,30003445,s406,3,4
8176,86,30003470,s431,3,4
8177,86,30003480,s441,3,4
8178,86,30003486,s447,3,4
8179,86,30003506,s467,3,4
8180,86,30003516,s477,3,4
8181,86,30003534,s495,3,4
8182,86,30003535,s496,3,4
8183,86,30003058,s28,3,1
8184,86,30003059,s29,3,1
8185,86,30003095,s65,3,1
8186,86,30003120,s90,3,1
8187,86,30003135,s105,3,1
