序号,活动id,档位描述,发放模式|0选择|1全发,最大选择数量,奖励1参数1,奖励1参数2,奖励1参数3,奖励2参数1,奖励2参数2,奖励2参数3,奖励3参数1,奖励3参数2,奖励3参数3,奖励4参数1,奖励4参数2,奖励4参数3,奖励5参数1,奖励5参数2,奖励5参数3,奖励6参数1,奖励6参数2,奖励6参数3,奖励7参数1,奖励7参数2,奖励7参数3
2765,2605,充值达到[fedc6f]{0}[-]钻石,1,0,200,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,2606,充值达到[fedc6f]{0}[-]钻石,1,0,200,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,2607,充值达到[fedc6f]{0}[-]钻石,1,0,200,62,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,2608,充值达到[fedc6f]{0}[-]钻石,1,0,200,62,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,2609,充值达到[fedc6f]{0}[-]钻石,1,0,53,0,2,36,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,2610,充值达到[fedc6f]{0}[-]钻石,1,0,29,0,5,54,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2771,2611,充值达到[fedc6f]{0}[-]钻石,1,0,1,7006 1 0,1,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2772,954,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2773,954,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,954,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,955,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,955,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,955,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,956,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,956,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,956,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,957,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,957,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,957,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,958,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,958,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,958,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,959,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,959,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,959,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,2612,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,2612,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,28,0,100,200,62,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,2612,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,23,0,250,54,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,2612,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,29,0,100,38,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,2612,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,8,29,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,2612,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,28,0,400,1,7006 1 0,16,53,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2796,2613,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,36,0,3000,23,0,50,28,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2797,2614,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,1,7006 1 0,1,29,0,8,38,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2798,2615,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,26,0,3,39,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,2616,累计购买兵书[fedc6f]{0}[-]次,1,0,38,0,10,39,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,2616,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,200,61,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801,2616,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,200,61,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802,2616,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,200,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,2617,充值达到[fedc6f]{0}[-]钻石,0,1,34,0,3,53,0,5,26,0,10,27,0,30,0,0,0,0,0,0,0,0,0
2804,2618,充值达到[fedc6f]{0}[-]钻石,0,1,54,0,2,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2805,2619,充值达到[fedc6f]{0}[-]钻石,0,1,54,0,2,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2806,2620,充值达到[fedc6f]{0}[-]钻石,0,1,54,0,2,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2807,2621,充值达到[fedc6f]{0}[-]钻石,0,1,54,0,2,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2808,2622,充值达到[fedc6f]{0}[-]钻石,0,1,54,0,2,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2809,2623,充值达到[fedc6f]{0}[-]钻石,0,1,18,0,10,16,0,6,17,0,10,19,0,60,0,0,0,0,0,0,0,0,0
2810,2624,充值达到[fedc6f]{0}[-]钻石,0,1,18,0,10,16,0,6,17,0,10,19,0,60,0,0,0,0,0,0,0,0,0
2811,2625,充值达到[fedc6f]{0}[-]钻石,0,1,23,0,80,36,0,1800,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2812,2626,充值达到[fedc6f]{0}[-]钻石,0,1,54,0,8,200,62,400,2,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0
2813,2627,充值达到[fedc6f]{0}[-]钻石,0,1,53,0,5,200,58,1800,200,67,10,0,0,0,0,0,0,0,0,0,0,0,0
2814,2628,累计充值达到{0}钻石,1,0,29,0,20,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,2628,累计充值达到{0}钻石,1,0,54,0,5,28,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,2628,累计充值达到{0}钻石,1,0,23,0,100,1,7006 1 0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,2628,累计充值达到{0}钻石,1,0,1,473 1 0,1,54,0,8,29,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2818,2628,累计充值达到{0}钻石,1,0,1,473 1 0,1,54,0,20,53,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2819,2629,充值达到[fedc6f]{0}[-]钻石,0,1,34,0,1,33,0,10,36,0,600,0,0,0,0,0,0,0,0,0,0,0,0
2820,2630,累计银币抽卡[fedc6f]{0}[-]次,1,0,34,0,1,23,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2821,2630,累计银币抽卡[fedc6f]{0}[-]次,1,0,29,0,12,200,68,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,2630,累计银币抽卡[fedc6f]{0}[-]次,1,0,34,0,5,53,0,8,2,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0
2823,2630,累计银币抽卡[fedc6f]{0}[-]次,1,0,54,0,15,1,7006 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,2630,累计银币抽卡[fedc6f]{0}[-]次,1,0,34,0,8,1,7006 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,2631,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,27,0,20,2,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2826,2632,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2827,2633,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,2634,累计购买兵书[fedc6f]{0}[-]次,1,0,34,0,3,23,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,2634,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,2,54,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,2634,累计购买兵书[fedc6f]{0}[-]次,1,0,52,301 1 0,2,200,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,2634,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,26,0,10,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2832,2635,累计充值达到{0}钻石,0,1,200,67,10,200,68,360,34,0,3,29,0,12,0,0,0,0,0,0,0,0,0
2833,2636,累计充值达到{0}钻石,0,1,28,0,30,2,0,6000000,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2834,2637,累计充值达到{0}钻石,0,1,28,0,30,2,0,6000000,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2835,2638,累计充值达到{0}钻石,0,1,28,0,30,2,0,6000000,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2836,2639,累计充值达到{0}钻石,0,1,28,0,30,2,0,6000000,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2837,2640,累计充值达到{0}钻石,0,1,28,0,30,2,0,6000000,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2838,2641,累计充值达到{0}钻石,0,1,54,0,3,23,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,2642,累计充值达到{0}钻石,0,1,54,0,3,23,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,2643,累计充值达到{0}钻石,1,0,32,12,10,54,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,2643,累计充值达到{0}钻石,1,0,32,12,20,54,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,2643,累计充值达到{0}钻石,1,0,32,12,20,54,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,2643,累计充值达到{0}钻石,1,0,32,12,50,1,464 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,2643,累计充值达到{0}钻石,1,0,32,12,100,1,464 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,2644,累计充值达到{0}钻石,1,0,53,0,2,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846,2645,累计充值达到{0}钻石,1,0,54,0,5,36,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,2646,累计充值达到{0}钻石,1,0,34,0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,2647,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,200,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2849,2647,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,28,0,100,200,62,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,2647,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,200,61,5000,54,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,2647,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,29,0,150,23,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,2647,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,8,29,0,160,200,60,50,0,0,0,0,0,0,0,0,0,0,0,0
2853,2647,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,34,0,15,1,7006 1 0,16,53,0,25,54,0,30,0,0,0,0,0,0,0,0,0
2854,2648,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,26,0,10,2,0,2000000,28,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2855,2649,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,34,0,2,23,0,50,200,61,1000,0,0,0,0,0,0,0,0,0,0,0,0
2856,2650,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,53,0,3,200,62,220,39,0,40,200,59,8,0,0,0,0,0,0,0,0,0
2857,2651,累计购买兵书[fedc6f]{0}[-]次,1,0,33,0,20,39,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,2651,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,200,61,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,2651,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,2651,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,36,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,2652,累计充值达到{0}钻石,0,1,34,0,3,53,0,5,200,67,10,54,0,8,0,0,0,0,0,0,0,0,0
2862,2653,累计充值达到{0}钻石,0,1,34,0,1,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2863,2654,累计充值达到{0}钻石,0,1,34,0,1,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2864,2655,累计充值达到{0}钻石,0,1,34,0,1,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2865,2656,累计充值达到{0}钻石,0,1,34,0,1,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2866,2657,累计充值达到{0}钻石,0,1,34,0,1,200,58,500,200,59,4,0,0,0,0,0,0,0,0,0,0,0,0
2867,2658,累计充值达到{0}钻石,0,1,54,0,3,53,0,2,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2868,2659,累计充值达到{0}钻石,0,1,54,0,3,53,0,2,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2869,2660,累计充值达到{0}钻石,0,1,13,0,500,53,0,5,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2870,2661,累计充值达到{0}钻石,0,1,1,7006 1 0,2,200,62,400,24,0,45,0,0,0,0,0,0,0,0,0,0,0,0
2871,2662,累计充值达到{0}钻石,0,1,200,58,1800,200,67,10,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2872,2663,累计银币抽卡[fedc6f]{0}[-]次,1,0,34,0,1,28,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,2663,累计银币抽卡[fedc6f]{0}[-]次,1,0,26,0,10,200,68,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,2663,累计银币抽卡[fedc6f]{0}[-]次,1,0,34,0,5,53,0,8,200,58,600,0,0,0,0,0,0,0,0,0,0,0,0
2875,2663,累计银币抽卡[fedc6f]{0}[-]次,1,0,54,0,15,1,7006 1 0,2,200,61,100,0,0,0,0,0,0,0,0,0,0,0,0
2876,2663,累计银币抽卡[fedc6f]{0}[-]次,1,0,34,0,8,1,7006 1 0,2,200,60,10,0,0,0,0,0,0,0,0,0,0,0,0
2877,2664,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,27,0,20,23,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,2665,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,0,3,2,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,2666,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,2667,累计购买兵书[fedc6f]{0}[-]次,1,0,34,0,3,28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,2667,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,2,54,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,2667,累计购买兵书[fedc6f]{0}[-]次,1,0,52,301 1 0,2,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,2667,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,36,0,3000,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2884,2668,累计充值达到{0}钻石,0,1,200,67,10,200,68,360,34,0,3,24,0,40,27,0,30,0,0,0,0,0,0
2885,2669,累计充值达到{0}钻石,0,1,24,0,15,200,59,4,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2886,2670,累计充值达到{0}钻石,0,1,24,0,15,200,59,4,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2887,2671,累计充值达到{0}钻石,0,1,24,0,15,200,59,4,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2888,2672,累计充值达到{0}钻石,0,1,24,0,15,200,59,4,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2889,2673,累计充值达到{0}钻石,0,1,24,0,15,200,59,4,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2890,2674,累计充值达到{0}钻石,0,1,54,0,3,29,0,5,36,0,800,0,0,0,0,0,0,0,0,0,0,0,0
2891,2675,累计充值达到{0}钻石,0,1,54,0,3,29,0,5,36,0,800,0,0,0,0,0,0,0,0,0,0,0,0
2892,2676,累计充值达到{0}钻石,1,0,53,0,2,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,2677,累计充值达到{0}钻石,1,0,200,58,500,200,60,20,200,62,100,200,61,600,0,0,0,0,0,0,0,0,0
2894,2678,累计充值达到{0}钻石,1,0,5,0,500,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,2679,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,200,68,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,2679,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,28,0,100,200,62,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,2679,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,200,61,6000,54,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,2679,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,29,0,120,23,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,2679,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,1,7006 1 0,6,29,0,150,200,60,40,0,0,0,0,0,0,0,0,0,0,0,0
2900,2679,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,34,0,15,1,7006 1 0,16,53,0,20,200,68,500,0,0,0,0,0,0,0,0,0
2901,2680,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,26,0,10,2,0,10000000,28,0,50,200,60,50,0,0,0,0,0,0,0,0,0
2902,2681,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,34,0,2,23,0,50,200,61,1000,200,59,8,0,0,0,0,0,0,0,0,0
2903,2682,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,53,0,3,200,62,220,39,0,40,200,58,1200,0,0,0,0,0,0,0,0,0
2904,2683,累计购买兵书[fedc6f]{0}[-]次,1,0,38,0,10,24,0,40,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2905,2683,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,200,61,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,2683,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,2683,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,36,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908,2684,累计充值达到{0}钻石,0,1,34,0,3,53,0,5,200,67,10,54,0,8,27,0,30,26,0,10,0,0,0
2909,2685,累计充值达到{0}钻石,0,1,200,62,100,200,58,500,200,59,4,200,61,600,0,0,0,0,0,0,0,0,0
2910,2686,累计充值达到{0}钻石,0,1,200,62,100,200,58,500,200,59,4,200,61,600,0,0,0,0,0,0,0,0,0
2911,2687,累计充值达到{0}钻石,0,1,200,62,100,200,58,500,200,59,4,200,61,600,0,0,0,0,0,0,0,0,0
2912,2688,累计充值达到{0}钻石,0,1,200,62,100,200,58,500,200,59,4,200,61,600,0,0,0,0,0,0,0,0,0
2913,2689,累计充值达到{0}钻石,0,1,200,62,100,200,58,500,200,59,4,200,61,600,0,0,0,0,0,0,0,0,0
2914,2690,累计充值达到{0}钻石,0,1,54,0,3,53,0,2,17,0,10,55,0,120,0,0,0,0,0,0,0,0,0
2915,2691,累计充值达到{0}钻石,0,1,54,0,3,53,0,2,17,0,10,55,0,120,0,0,0,0,0,0,0,0,0
2916,2692,累计充值达到{0}钻石,0,1,200,67,10,53,0,5,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2917,2693,累计充值达到{0}钻石,0,1,1,7006 1 0,2,200,62,400,24,0,45,0,0,0,0,0,0,0,0,0,0,0,0
2918,2694,累计充值达到{0}钻石,0,1,200,58,1800,36,0,6000,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2919,2695,累计充值达到{0}钻石,1,0,32,13,10,54,0,10,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2920,2695,累计充值达到{0}钻石,1,0,32,13,20,54,0,15,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2921,2695,累计充值达到{0}钻石,1,0,32,13,20,54,0,25,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2922,2695,累计充值达到{0}钻石,1,0,32,13,50,1,481 1 0,1,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2923,2695,累计充值达到{0}钻石,1,0,32,13,100,1,481 1 0,1,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2924,2696,累计充值达到{0}钻石,0,1,55,0,300,2,0,15000000,34,0,2,23,0,50,19,0,120,0,0,0,0,0,0
2925,2697,累计银币抽卡[fedc6f]{0}[-]次,1,0,53,0,2,43,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,2697,累计银币抽卡[fedc6f]{0}[-]次,1,0,44,0,50,200,68,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,2697,累计银币抽卡[fedc6f]{0}[-]次,1,0,23,0,150,47,0,50,200,58,800,0,0,0,0,0,0,0,0,0,0,0,0
2928,2697,累计银币抽卡[fedc6f]{0}[-]次,1,0,29,0,30,1,7006 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,2697,累计银币抽卡[fedc6f]{0}[-]次,1,0,34,0,6,1,7006 1 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,2698,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,23,0,90,200,67,10,19,0,180,0,0,0,0,0,0,0,0,0,0,0,0
2931,2699,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,34,0,4,2,0,15000000,33,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2932,2700,累计消耗达到[fedc6f]{0}[-]钻石（循环）,0,1,26,0,10,16,0,20,36,0,6000,0,0,0,0,0,0,0,0,0,0,0,0
2933,2701,累计购买兵书[fedc6f]{0}[-]次,1,0,34,0,3,23,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,2701,累计购买兵书[fedc6f]{0}[-]次,1,0,52,306 1 0,2,54,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,2701,累计购买兵书[fedc6f]{0}[-]次,1,0,52,301 1 0,2,200,61,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,2701,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,26,0,10,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2937,2702,累计充值达到{0}钻石,0,1,200,67,10,200,68,360,34,0,3,27,0,30,23,0,100,0,0,0,0,0,0
2938,2703,累计充值达到{0}钻石,0,1,54,0,3,200,59,4,200,62,150,0,0,0,0,0,0,0,0,0,0,0,0
2939,2704,累计充值达到{0}钻石,0,1,54,0,3,200,59,4,200,62,150,0,0,0,0,0,0,0,0,0,0,0,0
2940,2705,累计充值达到{0}钻石,0,1,54,0,3,200,59,4,200,62,150,0,0,0,0,0,0,0,0,0,0,0,0
2941,2706,累计充值达到{0}钻石,0,1,54,0,3,200,59,4,200,62,150,0,0,0,0,0,0,0,0,0,0,0,0
2942,2707,累计充值达到{0}钻石,0,1,54,0,3,200,59,4,200,62,150,0,0,0,0,0,0,0,0,0,0,0,0
2943,2708,累计充值达到{0}钻石,0,1,200,60,40,2,0,6000000,19,0,60,0,0,0,0,0,0,0,0,0,0,0,0
2944,2709,累计充值达到{0}钻石,0,1,200,60,40,2,0,6000000,19,0,60,0,0,0,0,0,0,0,0,0,0,0,0
2945,2710,累计充值达到{0}钻石,1,0,53,0,2,200,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,2711,累计充值达到{0}钻石,1,0,54,0,5,36,0,1000,200,58,400,0,0,0,0,0,0,0,0,0,0,0,0
2947,2712,累计充值达到{0}钻石,1,0,34,0,1,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,2713,累计充值达到{0}钻石,1,0,2,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,2713,累计充值达到{0}钻石,1,0,27,0,6,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,2713,累计充值达到{0}钻石,1,0,5,0,180,29,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,2713,累计充值达到{0}钻石,1,0,200,60,200,200,58,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,2713,累计充值达到{0}钻石,1,0,29,0,50,34,0,5,53,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2953,2713,累计充值达到{0}钻石,1,0,53,0,20,29,0,60,34,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2954,2714,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,200,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,2714,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,27,0,20,23,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,2714,累计四国精选抽卡[fedc6f]{0}[-]次,1,0,200,68,1000,54,0,20,28,0,100,0,0,0,0,0,0,0,0,0,0,0,0
