序号,引导类型：1剧情2庆典,讲话人ID(-1为玩家其余为npc表中的id）,地点ID（-1为主城其余为关卡id）,任务推进条件（目前为level ID， -1表示无要求）,触发类型 0:城市对话|1:在布阵界面弹出|2:在战斗开始时弹出|3:在战斗过程中弹出|4:在战斗结束时弹出（胜）|5:在战斗结束时弹出（负）6:在章节页面弹出,战斗百分比（关卡过程弹出类）,下一步寻路NPC ID(如果不需要移动直接显示对话/此处填0,下一步附加值（下一步寻路NPC ID为传送点时/此值为关卡id）,奖励类型|0:无奖励|1:卡片|2:卡魂|3:军令|4:星星|5:游戏点卷|6:免费抽卡机会|7:解锁关卡|8:弹出UI|9:开放封地|10:功能开放|11:上阵武将数量|12:强化上限|,奖励值,锚点（1表示此条对白的进度要存入数据库）,寻路头像,背景图片路径,对白内容
3166,1,35,223,223,4,0,406,223,0,0,0,7,,………………
3167,1,-1,223,223,4,0,406,223,0,0,0,7,,等等！先别跑！
3168,1,-1,223,223,4,0,406,223,0,0,0,7,,为什么一句话不说打完就跑…… 
3169,1,405,223,223,4,0,406,223,0,0,0,7,,好奇怪……
3170,1,-1,223,223,4,0,406,223,0,0,1,7,,………不好的预感。
3171,1,-1,-1,-1,0,0,403,0,0,0,0,2,,何进大将军！你怎么也在这里？
3172,1,-1,-1,-1,0,0,403,0,0,0,0,2,,还有皇帝老爷，大总管，你们这是要去哪儿？
3173,1,403,-1,-1,0,0,403,0,0,0,0,2,,反贼！你终于来了！
3174,1,-1,-1,-1,0,0,403,0,0,0,0,2,,大将军？！你怎么了！
3175,1,403,-1,-1,0,0,403,0,0,0,0,2,,你假装效忠皇上，实则暗中积蓄实力。
3176,1,403,-1,-1,0,0,403,0,0,0,0,2,,妄图篡位！
3177,1,-1,-1,-1,0,0,403,0,0,0,0,2,,将军，你喝多了吧？
3178,1,402,-1,-1,0,0,403,0,0,0,0,2,,哼，别想狡辩！我早就看出你的野心了！
3179,1,402,-1,-1,0,0,403,0,0,0,0,2,,你勾结刘备孙权，想对付完曹操之后，就夺取帝位！
3180,1,-1,-1,-1,0,0,403,0,7,224,1,2,,没有这回事！
3181,1,405,224,224,2,0,406,224,0,0,0,7,,主公，我们难道要与皇上为敌？
3182,1,-1,224,224,2,0,406,224,0,0,0,7,,…………卧槽。
3183,1,41,224,224,4,0,406,224,0,0,0,7,,皇上！还好你无恙。
3184,1,41,224,224,4,0,406,224,0,0,0,7,,臣得知反贼所为之后立刻赶来救驾。
3185,1,41,224,224,4,0,406,224,0,0,0,7,,总算赶上了。
3186,1,301,224,224,4,0,406,224,0,0,0,7,,爱卿！见到你太好了！
3187,1,41,224,224,4,0,406,224,0,0,0,7,,皇上放心。
3188,1,41,224,224,4,0,406,224,7,225,1,7,,有臣在，这些反贼休想动你一根头发！
3189,1,41,225,225,2,0,406,225,0,0,0,7,,五骑出战！
3190,1,41,225,225,4,0,406,225,0,0,0,7,,皇上，先随我撤退到安全的地方。
3191,1,301,225,225,4,0,406,225,0,0,0,7,,舍命救朕于危难，曹爱卿果然衷心耿耿！
3192,1,301,225,225,4,0,406,225,0,0,0,7,,朕如今只有依靠你了。
3193,1,41,225,225,4,0,406,225,0,0,1,7,,保护天子本来就是我的责任。
3194,1,-1,-1,-1,0,0,0,0,0,0,0,7,,不对，太不对了！
3195,1,-1,-1,-1,0,0,0,0,0,0,0,7,,难道说，这是曹操的阴谋？
3196,1,-1,-1,-1,0,0,0,0,0,0,0,7,,趁着我离开荆州的时间里，用计让皇帝老爷怀疑我。
3197,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公，我们快去把皇帝追回来！
3198,1,405,-1,-1,0,0,0,0,7,226,1,7,,不能让他们得逞！
3199,1,-1,226,226,4,0,406,226,0,0,0,7,,皇帝老爷！
3200,1,41,226,226,4,0,406,226,0,0,0,7,,大胆反贼，你还敢追上来！
3201,1,-1,226,226,4,0,406,226,0,0,0,7,,……皇上！你真的要去投靠曹操吗！
3202,1,301,226,226,4,0,406,226,0,0,0,7,,天下大乱，我不依靠曹操，还能依靠谁？
3203,1,-1,226,226,4,0,406,226,7,227,1,7,,…………还有，我啊！
3204,1,301,227,227,2,0,406,227,0,0,0,7,,朕需要的，只是力量而已。
3205,1,301,227,227,2,0,406,227,0,0,0,7,,你有吗？
3206,1,-1,227,227,4,0,406,227,0,0,0,7,,皇帝老爷！
3207,1,-1,227,227,4,0,406,227,0,0,1,7,,先不要走！
3208,1,-1,-1,-1,0,0,0,0,0,0,0,7,,你跟着曹操，只会把天下拱手相让！
3209,1,301,-1,-1,0,0,0,0,0,0,0,7,,哦？
3210,1,-1,-1,-1,0,0,0,0,0,0,0,7,,这一切，都是曹操的阴谋。
3211,1,-1,-1,-1,0,0,0,0,0,0,0,7,,你情愿相信这个奸雄，也不愿意信任一手栽培起来的我吗？
3212,1,301,-1,-1,0,0,0,0,0,0,0,7,,哈哈哈哈哈哈哈哈哈。
3213,1,301,-1,-1,0,0,0,0,0,0,0,7,,朕只信任自己。
3214,1,405,-1,-1,0,0,0,0,0,0,0,7,,皇上？！
3215,1,-1,-1,-1,0,0,0,0,0,0,0,7,,……………………
3216,1,301,-1,-1,0,0,0,0,0,0,0,7,,以你现在的实力，如何为朕平定天下？
3217,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我……
3218,1,-1,-1,-1,0,0,0,0,0,0,0,7,,皇帝老爷……皇上，你真是这么认为的？
3219,1,41,-1,-1,0,0,0,0,0,0,0,7,,皇上，别跟这小孩废话！
3220,1,41,-1,-1,0,0,0,0,0,0,0,7,,来人！给我抓住这个挡路的小鬼！
3221,1,405,-1,-1,0,0,0,0,12,120,1,7,,………………
3222,1,405,-1,-1,0,0,405,0,0,0,0,5,UI/Stories/Bg1,周围怎么烧起来了！
3223,1,301,-1,-1,0,0,405,0,0,0,0,5,UI/Stories/Bg1,没有利用价值的人，便不用留了。
3224,1,405,-1,-1,0,0,405,0,0,0,0,5,UI/Stories/Bg1,好大的火！主公！
3225,1,35,-1,-1,0,0,405,0,0,0,0,5,UI/Stories/Bg1,灭了这群反贼！
3226,1,405,-1,-1,0,0,405,0,0,0,0,5,UI/Stories/Bg1,有敌人冲过来了！
3227,1,-1,-1,-1,0,0,405,0,7,228,1,5,UI/Stories/Bg1,…………
3228,1,405,228,228,4,0,406,228,0,0,1,7,,主公，火势太大，我们快要逃不出去了！
3229,1,301,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg1,杀了他们！
3230,1,41,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg1,杀了他们！
3231,1,203,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg1,杀了他们！
3232,1,202,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg1,杀了他们！哈哈哈哈！
3233,1,35,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg1,杀了他们！
3234,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg1,…………皇上，你不可能真的这么想的！
3235,1,-1,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg1,…………你不是说过，对我寄托重望的吗？
3236,1,122,-1,-1,0,0,0,0,0,0,0,7,UI/Stories/Bg1,呵呵呵呵。
3237,1,122,-1,-1,0,0,0,0,7,229,1,7,UI/Stories/Bg1,杀了，他们！
3238,1,405,229,-1,1,0,406,229,0,0,0,7,,主公，这里是赤壁，我们怎么会在这里？
3239,1,-1,229,-1,1,0,406,229,0,0,0,7,,我终于明白了……
3240,1,-1,229,-1,1,0,406,229,0,0,0,7,,原来我们跑了这么远，到头来还是在诸葛亮的阵中。
3241,1,-1,229,-1,1,0,406,229,0,0,0,7,,妈蛋，刚才真的吓到我了啊喂！
3242,1,-1,229,-1,1,0,406,229,0,0,1,7,,既然你亲自现身，那我就不客气了！！
3243,1,-1,229,229,4,0,406,229,7,230,1,7,,快追！别让诸葛亮跑了！
3244,1,-1,230,230,4,0,406,230,0,0,0,7,,……怎么有[ffdb00]这么多[-]诸葛亮。
3245,1,405,230,230,4,0,406,230,0,0,0,7,,主公，这阵法虽然诡异。
3246,1,405,230,230,4,0,406,230,0,0,0,7,,但只要是阵法，就必须要有一个[ff000c]阵眼[-]才能生效。
3247,1,405,230,230,4,0,406,230,0,0,0,7,,这些诸葛亮之中想必就暗藏了阵眼。
3248,1,405,230,230,4,0,406,230,0,0,0,7,,只要能破解阵眼，我们就能破解阵法逃出去！
3249,1,405,230,230,4,0,406,230,0,0,0,7,,但是……到底哪个才是呢……
3250,1,-1,230,230,4,0,406,230,0,0,0,7,,何必这么麻烦。
3251,1,-1,230,230,4,0,406,230,7,231,1,7,,不管你几个诸葛亮我都一起打！总有一个是对的！
3252,1,83,231,231,2,0,406,231,0,0,0,7,,居然坚持到了这里。
3253,1,83,231,231,2,0,406,231,0,0,0,7,,小小年纪竟能有如此意志。
3254,1,83,231,231,2,0,406,231,0,0,0,7,,看来我还是太过留情了。
3255,1,83,231,231,2,0,406,231,0,0,0,7,,若你肯助我蜀汉一臂之力，何愁天下不定。
3256,1,-1,231,231,2,0,406,231,0,0,0,7,,晚了，我已经有主了，下辈子提前预约吧！
3257,1,-1,231,231,4,0,406,231,0,0,1,7,,破阵！
3258,1,405,-1,-1,0,0,405,0,0,0,0,5,,主公！火焰消失了！
3259,1,405,-1,-1,0,0,405,0,0,0,0,5,,天色也清明了！
3260,1,-1,-1,-1,0,0,405,0,0,0,0,5,,呼，这次该是真的脱险了吧。
3261,1,405,-1,-1,0,0,405,0,0,0,0,5,,这里恐怕是东吴将士的营地。
3262,1,405,-1,-1,0,0,405,0,0,0,0,5,,居然连个看守营地的人都没有。
3263,1,-1,-1,-1,0,0,405,0,0,0,0,5,,一定是诸葛亮为了布阵，所以遣走了这里的士兵。
3264,1,-1,-1,-1,0,0,405,0,0,0,0,5,,趁这个机会，我们赶紧离开才是。
3265,1,-1,-1,-1,0,0,405,0,0,0,0,5,,诸葛亮这老狐狸，一定很快就会派人来抓的！
3266,1,405,-1,-1,0,0,405,0,7,232,1,5,,走吧，主公！
3267,1,125,232,-1,1,0,406,232,0,0,0,7,,人在这里！快抓住他们！
3268,1,-1,232,-1,1,0,406,232,0,0,1,7,,还真是说什么来什么……
3269,1,-1,232,232,4,0,406,232,7,233,1,7,,涵雨妹妹，我们快跑！
3270,1,126,233,-1,1,0,406,233,0,0,0,7,,居然连诸葛亮的疑阵都困不住你。
3271,1,126,233,-1,1,0,406,233,0,0,1,7,,就让我来会会你。
3272,1,405,233,233,4,0,406,233,0,0,0,7,,主公，吴蜀联军已经集结，我们被包围了。
3273,1,-1,233,233,4,0,406,233,7,234,1,7,,只有全力一拼了！
3274,1,43,234,234,4,0,406,234,0,0,0,7,,蜀军将士听令，列阵！
3275,1,75,234,234,4,0,406,234,7,235,1,7,,东吴将士听令，给我抓住敌人！
3276,1,405,235,-1,1,0,406,235,0,0,0,7,,主公，鲁肃和赵云在此把守。
3277,1,405,235,-1,1,0,406,235,0,0,0,7,,我们很难从这里逃出去。
3278,1,-1,235,-1,1,0,406,235,0,0,1,7,,嗯，我们先佯装从此突破。
3279,1,-1,235,235,4,0,406,235,0,0,0,7,,好，现在留下人马牵制住他们。
3280,1,-1,235,235,4,0,406,235,0,0,1,7,,我们另找出路撤离！
3281,1,405,-1,-1,0,0,405,0,0,0,0,5,,主公，大营北门的防守似乎薄弱一些。
3282,1,-1,-1,-1,0,0,405,0,0,0,0,5,,不管是不是陷阱，我们唯有这一个机会了。
3283,1,405,-1,-1,0,0,405,0,0,0,0,5,,以之前的兵力部署来看，北门的兵马绝不可能多于南门。
3284,1,-1,-1,-1,0,0,405,0,7,236,1,5,,走！
3285,1,-1,236,236,4,0,406,236,0,0,0,7,,我的军师果然神机妙算。
3286,1,-1,236,236,4,0,406,236,0,0,1,7,,这下可以突围了！
3287,1,405,-1,-1,0,0,0,0,0,0,0,7,,只要能逃出东吴大营，我们就……
3288,1,83,-1,-1,0,0,0,0,0,0,0,7,,这么快就到了啊。
3289,1,-1,-1,-1,0,0,0,0,0,0,0,7,,？！
3290,1,83,-1,-1,0,0,0,0,0,0,0,7,,大都督，你看，我说的没错吧。
3291,1,83,-1,-1,0,0,0,0,0,0,0,7,,对付这小子，守株待兔才是最好的。
3292,1,70,-1,-1,0,0,0,0,0,0,0,7,,啧，算我输了。
3293,1,-1,-1,-1,0,0,0,0,0,0,0,7,,你们……原来一直等在这里。
3294,1,83,-1,-1,0,0,0,0,0,0,0,7,,你天资聪颖。
3295,1,83,-1,-1,0,0,0,0,0,0,0,7,,不管铺多少兵马，都未必能抓得住你。
3296,1,83,-1,-1,0,0,0,0,0,0,0,7,,吕布一战，官渡一战，你的事迹我早有耳闻。
3297,1,83,-1,-1,0,0,0,0,0,0,0,7,,只可惜，聪明反被聪明误。
3298,1,-1,-1,-1,0,0,0,0,0,0,0,7,,呵，你费尽心机布下这么大的迷阵都没能抓住我。
3299,1,-1,-1,-1,0,0,0,0,0,0,0,7,,这句话，原封不动还你！
3300,1,83,-1,-1,0,0,0,0,0,0,0,7,,有意思。
3301,1,83,-1,-1,0,0,0,0,0,0,0,7,,大都督，我们不如再打个赌。
3302,1,70,-1,-1,0,0,0,0,0,0,0,7,,嗯？
3303,1,83,-1,-1,0,0,0,0,0,0,0,7,,赌我们两个一起上阵，最后谁能抓住这小子。
3304,1,83,-1,-1,0,0,0,0,0,0,0,7,,如何？
3305,1,70,-1,-1,0,0,0,0,7,237,1,7,,好，我可不会放水。
3306,1,405,237,-1,1,0,406,237,0,0,0,7,,主公，诸葛亮布下那么大的阵法，体力消耗一定很大。
3307,1,405,237,-1,1,0,406,237,0,0,0,7,,而且他们两个人互相猜忌不和。
3308,1,405,237,-1,1,0,406,237,0,0,0,7,,纵然一时瑜亮，也未必不可破。
3309,1,-1,237,-1,1,0,406,237,0,0,1,7,,背水一战，我怎么能输！
3310,1,-1,237,237,4,0,406,237,0,0,0,7,,涵雨妹妹，我们走！
3311,1,83,237,237,4,0,406,237,0,0,0,7,,………………
3312,1,83,237,237,4,0,406,237,0,0,0,7,,我耗尽气力，没想到这小子越挫越勇。
3313,1,70,237,237,4,0,406,237,0,0,0,7,,诸葛丞相平日算尽天下事，也不能疏于锻炼身体啊。
3314,1,83,237,237,4,0,406,237,0,0,0,7,,…………大都督有心情揶揄我，不如加紧追赶？
3315,1,70,237,237,4,0,406,237,7,238,1,7,,呵呵，追！
3316,1,405,238,238,4,0,406,238,0,0,0,7,,主公，我们已经到了合肥境地了。
3317,1,-1,238,238,4,0,406,238,0,0,1,7,,一个不小心就会被魏蜀吴三大阵营一起打的节奏吗……
3318,1,405,-1,-1,0,0,405,0,0,0,0,5,,主公，我们应该暂时甩开追兵了。
3319,1,-1,-1,-1,0,0,405,0,0,0,0,5,,头痛的还在后面。
3320,1,-1,-1,-1,0,0,405,0,0,0,0,5,,我们和曹操，现在还是不和的状态吧？
3321,1,405,-1,-1,0,0,405,0,0,0,0,5,,……是的。
3322,1,-1,-1,-1,0,0,405,0,0,0,0,5,,累不爱……
3323,1,-1,-1,-1,0,0,405,0,0,0,0,5,,让我想个办法让曹操帮我们对付吴蜀。
3324,1,-1,-1,-1,0,0,405,0,0,0,0,5,,同时不被他一起吃掉……
3325,1,-1,-1,-1,0,0,405,0,0,0,0,5,,我想想……
3326,1,127,-1,-1,0,0,405,0,0,0,0,5,,什么人？
3327,1,-1,-1,-1,0,0,405,0,0,0,0,5,,糟糕……被发现了……
3328,1,127,-1,-1,0,0,405,0,0,0,0,5,,咦，今日运势正好啊！
3329,1,-1,-1,-1,0,0,405,0,0,0,0,5,,…………
3330,1,127,-1,-1,0,0,405,0,0,0,0,5,,如果我没猜错，你们是天子亲军，对不对？
3331,1,-1,-1,-1,0,0,405,0,0,0,0,5,,你是曹家的公子？
3332,1,127,-1,-1,0,0,405,0,0,0,0,5,,是啊。
3333,1,127,-1,-1,0,0,405,0,0,0,0,5,,既然被我碰到了，正好让我抓回去领赏！
3334,1,-1,-1,-1,0,0,405,0,0,0,0,5,,………………不知道为什么有一种我是唐僧的感觉。
3335,1,405,-1,-1,0,0,405,0,7,239,1,5,,穿越自重啊主公！
3336,1,-1,239,-1,1,0,406,239,0,0,1,7,,还真一个不小心就进战斗了……
3337,1,128,239,239,4,0,406,239,0,0,0,7,,三公子且慢！
3338,1,127,239,239,4,0,406,239,0,0,0,7,,怎么了？
3339,1,128,239,239,4,0,406,239,0,0,0,7,,此人的事迹我早有耳闻。
3340,1,128,239,239,4,0,406,239,0,0,0,7,,如果可以为我们所用。
3341,1,128,239,239,4,0,406,239,0,0,0,7,,对三公子来说，应该比交给曹丞相，更有好处。
3342,1,127,239,239,4,0,406,239,0,0,1,7,,那就听杨主簿的。
3343,1,128,-1,-1,0,0,0,0,0,0,0,7,,就是这样，以你目前的处境，不管是谁都想先除掉你。
3344,1,128,-1,-1,0,0,0,0,0,0,0,7,,不如暂时投入三公子门下。
3345,1,128,-1,-1,0,0,0,0,0,0,0,7,,至少，可留住性命。
3346,1,405,-1,-1,0,0,0,0,0,0,0,7,,主公，曹操两个儿子为世子之位一直明争暗斗。
3347,1,405,-1,-1,0,0,0,0,0,0,0,7,,他们一定是想利用你，对付曹丕。
3348,1,-1,-1,-1,0,0,0,0,0,0,0,7,,眼下我也没有其他退路。
3349,1,-1,-1,-1,0,0,0,0,0,0,0,7,,更何况。
3350,1,-1,-1,-1,0,0,0,0,0,0,0,7,,也许，这是削弱曹魏最好的机会。
3351,1,-1,-1,-1,0,0,0,0,0,0,1,7,,好，我随你们回去。
3352,1,205,-1,-1,0,0,205,0,0,0,0,5,,虽说主公的人品堪称逆天。
3353,1,205,-1,-1,0,0,205,0,0,0,0,5,,但也不是你这么挥霍的吧！
3354,1,205,-1,-1,0,0,205,0,0,0,0,5,,至今为止你都坑了自己几次了！
3355,1,-1,-1,-1,0,0,205,0,0,0,0,5,,涵雨妹妹，你的表情看上去很失礼啊
3356,1,205,-1,-1,0,0,205,0,0,0,0,5,,岂止是失礼，我可以揍你吗？
3357,1,-1,-1,-1,0,0,205,0,0,0,1,5,,…………咳咳，女孩子文雅一点。
3358,1,205,-1,-1,0,0,205,0,0,0,0,5,,我只想对主公说一句话
3359,1,205,-1,-1,0,0,205,0,0,0,0,5,,我[bfbdbd]（bu）[-]总[bfbdbd]（zuo）[-]是[bfbdbd]（si）[-]支[bfbdbd]（jiu）[-]持[bfbdbd]（bu）[-]你[bfbdbd]（hui）[-]的[bfbdbd]（si）[-]。
3360,1,-1,-1,-1,0,0,205,0,0,0,0,5,,= =
3361,1,205,-1,-1,0,0,205,0,0,0,0,5,,好不容易从[1d3cf9]天雷[-]♂[fd0c00]地火[-]组合手下脱身。
3362,1,205,-1,-1,0,0,205,0,0,0,0,5,,这下又要卷入曹家的内部斗阵了……
3363,1,-1,-1,-1,0,0,205,0,0,0,0,5,,好啦好啦，话太多人气会降低哦！而且玩家点剧情也会很累的……
3364,1,205,-1,-1,0,0,205,0,0,0,0,5,,…………
3365,1,-1,-1,-1,0,0,205,0,0,0,0,5,,我们先来梳理一下至今为止的遭遇。
3366,1,-1,-1,-1,0,0,205,0,0,0,0,5,,我们去参加刘备和孙尚香的婚礼
3367,1,205,-1,-1,0,0,205,0,0,0,0,5,,实则是场鸿门宴，主公差点丢了性命
3368,1,-1,-1,-1,0,0,205,0,0,0,0,5,,嗯，在周瑜和诸葛亮的联合追杀之下我们逃到了曹操的地盘。
3369,1,205,-1,-1,0,0,205,0,0,0,0,5,,而你在曹营的地盘目前的声望还是仇恨……
3370,1,-1,-1,-1,0,0,205,0,0,0,0,5,,但是我若想回到荆州，唯有仰仗曹操的兵力先击退吴蜀联盟。
3371,1,205,-1,-1,0,0,205,0,0,0,0,5,,…………头痛啊。
3372,1,-1,-1,-1,0,0,205,0,0,0,0,5,,还有更头痛的。
3373,1,-1,-1,-1,0,0,205,0,0,0,0,5,,荆州就像一块人人想要得到的肥肉。
3374,1,-1,-1,-1,0,0,205,0,0,0,0,5,,刘备和孙权知道我现在不在皇帝老爷身边。
3375,1,205,-1,-1,0,0,205,0,0,0,0,5,,难保他们不会趁此机会打荆州的主意！！
3376,1,-1,-1,-1,0,0,205,0,2,100000,1,5,,正是如此，我先寄一封信给皇帝老爷。
3377,1,-1,-1,-1,0,0,205,0,7,240,1,5,,将目前的形势告诉他，也让他别太担心我们的安危。
3378,1,-1,240,240,4,0,206,240,0,0,0,7,,城外东吴的部队尚未撤退。
3379,1,-1,240,240,4,0,206,240,0,0,0,7,,我要傻乎乎一个人出城恐怕就再也回不去了。
3380,1,205,240,240,4,0,206,240,0,0,0,7,,真是进也难退也难。
3381,1,-1,240,240,4,0,206,240,0,0,0,7,,曹植和杨修把我安置在此之后就再也没搭理过我。
3382,1,-1,240,240,4,0,206,240,0,0,0,7,,恐怕是把我的处境算透了，等着我们心甘情愿跳坑呢。
3383,1,-1,240,240,4,0,206,240,7,241,1,7,,既然如此，我们便去找他吧。
3384,1,135,241,-1,1,0,206,241,0,0,0,7,,救命！救命！
3385,1,127,241,-1,1,0,206,241,0,0,0,7,,光天化日还想行凶，不想活了！
3386,1,-1,241,-1,1,0,206,241,0,0,1,7,,还真是巧合，那我们便去帮帮他吧！
3387,1,-1,241,241,2,0,206,241,0,0,0,7,,三公子，你在一边看着就行了，这种小贼，我来搞定。
3388,1,136,241,241,4,0,206,241,0,0,0,7,,连爷都敢得罪，你可知道爷是谁！
3389,1,136,241,241,4,0,206,241,7,242,1,7,,给我叫人，一起上！
3390,1,-1,242,242,4,0,206,242,0,0,0,7,,还有谁？一起叫过来吧
3391,1,136,242,242,4,0,206,242,0,0,1,7,,快跑……快跑……
3392,1,127,-1,-1,0,0,0,0,0,0,0,7,,多谢英雄相助。
3393,1,127,-1,-1,0,0,0,0,0,0,0,7,,杨主簿果然没有看错人。
3394,1,-1,-1,-1,0,0,0,0,0,0,0,7,,三公子无须客气，你收留了我，我总该有所报答。
3395,1,127,-1,-1,0,0,0,0,0,0,0,7,,英雄的意思是？
3396,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我的意思杨主簿不都应该算计到了吗？
3397,1,-1,-1,-1,0,0,0,0,0,0,0,7,,除了帮你，现在我也别无他法了吧。
3398,1,127,-1,-1,0,0,0,0,0,0,0,7,,哈哈哈哈，英雄果真聪慧。
3399,1,127,-1,-1,0,0,0,0,0,0,0,7,,那我便在杨主簿那儿等候英雄大驾了。
3400,1,-1,-1,-1,0,0,0,0,7,243,1,7,,三公子慢走。
3401,1,205,243,-1,1,0,206,243,0,0,0,7,,哎呦。
3402,1,137,243,-1,1,0,206,243,0,0,0,7,,哟，这是哪家的小姑娘啊，撞上本大爷了，可要负责啊。
3403,1,-1,243,-1,1,0,206,243,0,0,1,7,,真对不起大爷您了，要不我来给你负责负责？
3404,1,129,243,243,4,0,206,243,0,0,0,7,,退下！
3405,1,137,243,243,4,0,206,243,0,0,0,7,,二、二公子！
3406,1,129,243,243,4,0,206,243,0,0,0,7,,与百姓斗殴，违反军纪，该当何罪？
3407,1,137,243,243,4,0,206,243,0,0,0,7,,二公子饶命！饶命！
3408,1,129,243,243,4,0,206,243,0,0,0,7,,押下去斩了。
3409,1,137,243,243,4,0,206,243,0,0,1,7,,啊啊啊啊，饶命啊。
3410,1,129,-1,-1,0,0,0,0,0,0,0,7,,没惊吓到二位吧。
3411,1,-1,-1,-1,0,0,0,0,0,0,0,7,,多谢二公子及时相助。
3412,1,129,-1,-1,0,0,0,0,0,0,0,7,,手下士兵犯事，是我失职。
3413,1,-1,-1,-1,0,0,0,0,0,0,0,7,,不怪你不怪你。
3414,1,129,-1,-1,0,0,0,0,0,0,0,7,,如此，我便先告退了。
3415,1,-1,-1,-1,0,0,0,0,0,0,0,7,,公子慢走。
3416,1,129,-1,-1,0,0,0,0,0,0,0,7,,老师，请。
3417,1,130,-1,-1,0,0,0,0,0,0,0,7,,嗯。
3418,1,-1,-1,-1,0,0,0,0,0,0,1,7,,………………
3419,1,205,-1,-1,0,0,205,0,0,0,0,5,,原来方才那位便是曹丕公子，果然如传说中的不怎么起眼呢。
3420,1,-1,-1,-1,0,0,205,0,0,0,0,5,,看来你已经打探到很多消息了啊？ 
3421,1,205,-1,-1,0,0,205,0,0,0,0,5,,曹操的两个儿子勾心斗角由来已久据我打探来的消息显示目前曹植一派有丁仪丁廙当然还有杨修
3422,1,205,-1,-1,0,0,205,0,0,0,0,5,,杨主簿坐镇真可谓是人才济济而曹丕那一派也有吴质陈群等名士[cecece]真可[-][a1a1a1]谓针[-][858585]锋相[-][5d5d5d]对啊[-]咳咳咳咳……
3423,1,-1,-1,-1,0,0,205,0,0,0,0,5,,……涵雨妹妹真是越来越有八卦的本事了。
3424,1,205,-1,-1,0,0,205,0,0,0,0,5,,嘿嘿。
3425,1,205,-1,-1,0,0,205,0,0,0,0,5,,以目前的形势来看曹植聪明通达学富五车，深得曹操心意。
3426,1,-1,-1,-1,0,0,205,0,0,0,0,5,,这么说来曹植胜券在握？
3427,1,205,-1,-1,0,0,205,0,0,0,0,5,,未必，曹植张扬不羁的个性一直令曹操非常不满
3428,1,205,-1,-1,0,0,205,0,0,0,0,5,,而曹丕则矫情自饰，低调得多。
3429,1,-1,-1,-1,0,0,205,0,0,0,0,5,,嗯……
3430,1,205,-1,-1,0,0,205,0,0,0,0,5,,主公还有什么疑惑的吗？
3431,1,-1,-1,-1,0,0,205,0,0,0,0,5,,你可知刚才被曹丕称为老师的人，是谁？
3432,1,205,-1,-1,0,0,205,0,0,0,0,5,,呃，应该是司马懿。
3433,1,205,-1,-1,0,0,205,0,0,0,0,5,,曾经是丞相主簿，只是似乎不怎么受重用。
3434,1,-1,-1,-1,0,0,205,0,0,0,0,5,,…………嗯，司马懿啊。
3435,1,-1,-1,-1,0,0,205,0,7,244,1,5,,我知道该怎么做了，我们去找杨修吧。
3436,1,-1,244,-1,1,0,206,244,0,0,0,7,,…………哎呦。
3437,1,138,244,-1,1,0,206,244,0,0,0,7,,…………
3438,1,-1,244,-1,1,0,206,244,0,0,0,7,,抱歉抱歉，没撞伤你吧？
3439,1,138,244,-1,1,0,206,244,0,0,1,7,,…………
3440,1,205,244,244,4,0,206,244,0,0,0,7,,好奇怪的人。
3441,1,-1,244,244,4,0,206,244,0,0,1,7,,呵呵，来者不善啊。
3442,1,128,-1,-1,0,0,205,0,0,0,0,5,,我听殿下说，阁下已经做出决定了？
3443,1,-1,-1,-1,0,0,205,0,0,0,0,5,,嗯，三公子文采绝伦，乐善好施，我愿意效劳。
3444,1,128,-1,-1,0,0,205,0,0,0,0,5,,英雄真是聪明人。
3445,1,-1,-1,-1,0,0,205,0,0,0,0,5,,我也是为了自己而已。
3446,1,128,-1,-1,0,0,205,0,0,0,0,5,,城外东吴的士兵已经引起了丞相的注意。
3447,1,128,-1,-1,0,0,205,0,0,0,0,5,,吴蜀联盟令丞相非常忌惮，天子亲军又被击退，丞相非常担忧荆州的安危。 
3448,1,-1,-1,-1,0,0,205,0,0,0,0,5,,被这么多人惦记，荆州真荣幸。
3449,1,127,-1,-1,0,0,205,0,0,0,0,5,,这你就算错了，父亲并不想趁危占领荆州。
3450,1,127,-1,-1,0,0,205,0,0,0,0,5,,相反，他想趁吴蜀分兵之计逐一击退，这应该是你所希望看到的吧？
3451,1,-1,-1,-1,0,0,205,0,0,0,0,5,,这真令我意外，不过对你们来说，这也是一场考验吧？
3452,1,127,-1,-1,0,0,205,0,0,0,0,5,,正是。
3453,1,-1,-1,-1,0,0,205,0,0,0,0,5,,我倒是可以暗中协助公子好好表现一番。
3454,1,127,-1,-1,0,0,205,0,7,245,1,5,,那就有劳英雄了！
3455,1,-1,245,-1,1,0,206,245,0,0,0,7,,看曹丕的行军布阵，似乎是想让我方正面硬抗，他从后方偷袭抢功啊。
