序号,掉落包ID,战器ID,几率
14423,10052,2006,0.0539
14424,10052,3001,0.0269
14425,10052,3002,0.0269
14426,10052,3003,0.0269
14427,10052,3004,0.0269
14428,10052,3005,0.0269
14429,10052,3006,0.0269
14430,10052,6001,0.12
14431,10052,6002,0.1004
14432,10053,5051,0.0038
14433,10053,5061,0.0038
14434,10053,5071,0.0038
14435,10053,5081,0.0038
14436,10053,4051,0.0075
14437,10053,4061,0.0075
14438,10053,4071,0.0075
14439,10053,4081,0.0075
14440,10053,1001,0.0416
14441,10053,1002,0.0416
14442,10053,1003,0.0416
14443,10053,1004,0.0416
14444,10053,1005,0.0416
14445,10053,1006,0.0416
14446,10053,2001,0.0539
14447,10053,2002,0.0539
14448,10053,2003,0.0539
14449,10053,2004,0.0539
14450,10053,2005,0.0539
14451,10053,2006,0.0539
14452,10053,3001,0.0269
14453,10053,3002,0.0269
14454,10053,3003,0.0269
14455,10053,3004,0.0269
14456,10053,3005,0.0269
14457,10053,3006,0.0269
14458,10053,6001,0.12
14459,10053,6002,0.1004
14460,10054,5053,0.0038
14461,10054,5063,0.0038
14462,10054,5073,0.0038
14463,10054,5083,0.0038
14464,10054,4053,0.0075
14465,10054,4063,0.0075
14466,10054,4073,0.0075
14467,10054,4083,0.0075
14468,10054,1001,0.0416
14469,10054,1002,0.0416
14470,10054,1003,0.0416
14471,10054,1004,0.0416
14472,10054,1005,0.0416
14473,10054,1006,0.0416
14474,10054,2001,0.0539
14475,10054,2002,0.0539
14476,10054,2003,0.0539
14477,10054,2004,0.0539
14478,10054,2005,0.0539
14479,10054,2006,0.0539
14480,10054,3001,0.0269
14481,10054,3002,0.0269
14482,10054,3003,0.0269
14483,10054,3004,0.0269
14484,10054,3005,0.0269
14485,10054,3006,0.0269
14486,10054,6001,0.12
14487,10054,6002,0.1004
14488,10055,5055,0.0038
14489,10055,5065,0.0038
14490,10055,5075,0.0038
14491,10055,5085,0.0038
14492,10055,4055,0.0075
14493,10055,4065,0.0075
14494,10055,4075,0.0075
14495,10055,4085,0.0075
14496,10055,1001,0.0416
14497,10055,1002,0.0416
14498,10055,1003,0.0416
14499,10055,1004,0.0416
14500,10055,1005,0.0416
14501,10055,1006,0.0416
14502,10055,2001,0.0539
14503,10055,2002,0.0539
14504,10055,2003,0.0539
14505,10055,2004,0.0539
14506,10055,2005,0.0539
14507,10055,2006,0.0539
14508,10055,3001,0.0269
14509,10055,3002,0.0269
14510,10055,3003,0.0269
14511,10055,3004,0.0269
14512,10055,3005,0.0269
14513,10055,3006,0.0269
14514,10055,6001,0.12
14515,10055,6002,0.1004
14516,10056,5051,0.0038
14517,10056,5061,0.0038
14518,10056,5071,0.0038
14519,10056,5081,0.0038
14520,10056,4051,0.0075
14521,10056,4061,0.0075
14522,10056,4071,0.0075
14523,10056,4081,0.0075
14524,10056,1001,0.0416
14525,10056,1002,0.0416
14526,10056,1003,0.0416
14527,10056,1004,0.0416
14528,10056,1005,0.0416
14529,10056,1006,0.0416
14530,10056,2001,0.0539
14531,10056,2002,0.0539
14532,10056,2003,0.0539
14533,10056,2004,0.0539
14534,10056,2005,0.0539
14535,10056,2006,0.0539
14536,10056,3001,0.0269
14537,10056,3002,0.0269
14538,10056,3003,0.0269
14539,10056,3004,0.0269
14540,10056,3005,0.0269
14541,10056,3006,0.0269
14542,10056,6001,0.12
14543,10056,6002,0.1004
14544,10057,5053,0.0038
14545,10057,5063,0.0038
14546,10057,5073,0.0038
14547,10057,5083,0.0038
14548,10057,4053,0.0075
14549,10057,4063,0.0075
14550,10057,4073,0.0075
14551,10057,4083,0.0075
14552,10057,1001,0.0416
14553,10057,1002,0.0416
14554,10057,1003,0.0416
14555,10057,1004,0.0416
14556,10057,1005,0.0416
14557,10057,1006,0.0416
14558,10057,2001,0.0539
14559,10057,2002,0.0539
14560,10057,2003,0.0539
14561,10057,2004,0.0539
14562,10057,2005,0.0539
14563,10057,2006,0.0539
14564,10057,3001,0.0269
14565,10057,3002,0.0269
14566,10057,3003,0.0269
14567,10057,3004,0.0269
14568,10057,3005,0.0269
14569,10057,3006,0.0269
14570,10057,6001,0.12
14571,10057,6002,0.1004
14572,10058,5055,0.0038
14573,10058,5065,0.0038
14574,10058,5075,0.0038
14575,10058,5085,0.0038
14576,10058,4055,0.0075
14577,10058,4065,0.0075
14578,10058,4075,0.0075
14579,10058,4085,0.0075
14580,10058,1001,0.0416
14581,10058,1002,0.0416
14582,10058,1003,0.0416
14583,10058,1004,0.0416
14584,10058,1005,0.0416
14585,10058,1006,0.0416
14586,10058,2001,0.0539
14587,10058,2002,0.0539
14588,10058,2003,0.0539
14589,10058,2004,0.0539
14590,10058,2005,0.0539
14591,10058,2006,0.0539
14592,10058,3001,0.0269
14593,10058,3002,0.0269
14594,10058,3003,0.0269
14595,10058,3004,0.0269
14596,10058,3005,0.0269
14597,10058,3006,0.0269
14598,10058,6001,0.12
14599,10058,6002,0.1004
14600,10059,5056,0.0113
14601,10059,5066,0.0113
14602,10059,5076,0.0113
14603,10059,5086,0.0113
14604,10059,4056,0.0075
14605,10059,4066,0.0075
14606,10059,4076,0.0075
14607,10059,4086,0.0075
14608,10059,1001,0.0366
14609,10059,1002,0.0366
14610,10059,1003,0.0366
14611,10059,1004,0.0366
14612,10059,1005,0.0366
14613,10059,1006,0.0366
14614,10059,2001,0.0539
14615,10059,2002,0.0539
14616,10059,2003,0.0539
14617,10059,2004,0.0539
14618,10059,2005,0.0539
14619,10059,2006,0.0539
14620,10059,3001,0.0269
14621,10059,3002,0.0269
14622,10059,3003,0.0269
14623,10059,3004,0.0269
14624,10059,3005,0.0269
14625,10059,3006,0.0269
14626,10059,6001,0.12
14627,10059,6002,0.1004
14628,10060,5011,0.0038
14629,10060,5021,0.0038
14630,10060,5031,0.0038
14631,10060,5041,0.0038
14632,10060,4011,0.0075
14633,10060,4021,0.0075
14634,10060,4031,0.0075
14635,10060,4041,0.0075
14636,10060,1001,0.0416
14637,10060,1002,0.0416
14638,10060,1003,0.0416
14639,10060,1004,0.0416
14640,10060,1005,0.0416
14641,10060,1006,0.0416
14642,10060,2001,0.0539
14643,10060,2002,0.0539
14644,10060,2003,0.0539
14645,10060,2004,0.0539
14646,10060,2005,0.0539
14647,10060,2006,0.0539
14648,10060,3001,0.0269
14649,10060,3002,0.0269
14650,10060,3003,0.0269
14651,10060,3004,0.0269
14652,10060,3005,0.0269
14653,10060,3006,0.0269
14654,10060,6001,0.12
14655,10060,6002,0.1004
14656,10061,5013,0.0038
14657,10061,5023,0.0038
14658,10061,5033,0.0038
14659,10061,5043,0.0038
14660,10061,4013,0.0075
14661,10061,4023,0.0075
14662,10061,4033,0.0075
14663,10061,4043,0.0075
14664,10061,1001,0.0416
14665,10061,1002,0.0416
14666,10061,1003,0.0416
14667,10061,1004,0.0416
14668,10061,1005,0.0416
14669,10061,1006,0.0416
14670,10061,2001,0.0539
14671,10061,2002,0.0539
14672,10061,2003,0.0539
14673,10061,2004,0.0539
14674,10061,2005,0.0539
14675,10061,2006,0.0539
14676,10061,3001,0.0269
14677,10061,3002,0.0269
14678,10061,3003,0.0269
14679,10061,3004,0.0269
14680,10061,3005,0.0269
14681,10061,3006,0.0269
14682,10061,6001,0.12
14683,10061,6002,0.1004
14684,10062,5015,0.0038
14685,10062,5025,0.0038
14686,10062,5035,0.0038
14687,10062,5045,0.0038
14688,10062,4015,0.0075
14689,10062,4025,0.0075
14690,10062,4035,0.0075
14691,10062,4045,0.0075
14692,10062,1001,0.0416
14693,10062,1002,0.0416
14694,10062,1003,0.0416
14695,10062,1004,0.0416
14696,10062,1005,0.0416
14697,10062,1006,0.0416
14698,10062,2001,0.0539
14699,10062,2002,0.0539
14700,10062,2003,0.0539
14701,10062,2004,0.0539
14702,10062,2005,0.0539
14703,10062,2006,0.0539
14704,10062,3001,0.0269
14705,10062,3002,0.0269
14706,10062,3003,0.0269
14707,10062,3004,0.0269
14708,10062,3005,0.0269
14709,10062,3006,0.0269
14710,10062,6001,0.12
14711,10062,6002,0.1004
14712,10063,5011,0.0038
14713,10063,5021,0.0038
14714,10063,5031,0.0038
14715,10063,5041,0.0038
14716,10063,4011,0.0075
14717,10063,4021,0.0075
14718,10063,4031,0.0075
14719,10063,4041,0.0075
14720,10063,1001,0.0416
14721,10063,1002,0.0416
14722,10063,1003,0.0416
14723,10063,1004,0.0416
14724,10063,1005,0.0416
14725,10063,1006,0.0416
14726,10063,2001,0.0539
14727,10063,2002,0.0539
14728,10063,2003,0.0539
14729,10063,2004,0.0539
14730,10063,2005,0.0539
14731,10063,2006,0.0539
14732,10063,3001,0.0269
14733,10063,3002,0.0269
14734,10063,3003,0.0269
14735,10063,3004,0.0269
14736,10063,3005,0.0269
14737,10063,3006,0.0269
14738,10063,6001,0.12
14739,10063,6002,0.1004
14740,10064,5013,0.0038
14741,10064,5023,0.0038
14742,10064,5033,0.0038
14743,10064,5043,0.0038
14744,10064,4013,0.0075
14745,10064,4023,0.0075
14746,10064,4033,0.0075
14747,10064,4043,0.0075
14748,10064,1001,0.0416
14749,10064,1002,0.0416
14750,10064,1003,0.0416
14751,10064,1004,0.0416
14752,10064,1005,0.0416
14753,10064,1006,0.0416
14754,10064,2001,0.0539
14755,10064,2002,0.0539
14756,10064,2003,0.0539
14757,10064,2004,0.0539
14758,10064,2005,0.0539
14759,10064,2006,0.0539
14760,10064,3001,0.0269
14761,10064,3002,0.0269
14762,10064,3003,0.0269
14763,10064,3004,0.0269
14764,10064,3005,0.0269
14765,10064,3006,0.0269
14766,10064,6001,0.12
14767,10064,6002,0.1004
14768,10065,5015,0.0038
14769,10065,5025,0.0038
14770,10065,5035,0.0038
14771,10065,5045,0.0038
14772,10065,4015,0.0075
14773,10065,4025,0.0075
14774,10065,4035,0.0075
14775,10065,4045,0.0075
14776,10065,1001,0.0416
14777,10065,1002,0.0416
14778,10065,1003,0.0416
14779,10065,1004,0.0416
14780,10065,1005,0.0416
14781,10065,1006,0.0416
14782,10065,2001,0.0539
14783,10065,2002,0.0539
14784,10065,2003,0.0539
14785,10065,2004,0.0539
14786,10065,2005,0.0539
14787,10065,2006,0.0539
14788,10065,3001,0.0269
14789,10065,3002,0.0269
14790,10065,3003,0.0269
14791,10065,3004,0.0269
14792,10065,3005,0.0269
14793,10065,3006,0.0269
14794,10065,6001,0.12
14795,10065,6002,0.1004
14796,10066,5011,0.0038
14797,10066,5021,0.0038
14798,10066,5031,0.0038
14799,10066,5041,0.0038
14800,10066,4011,0.0075
14801,10066,4021,0.0075
14802,10066,4031,0.0075
14803,10066,4041,0.0075
14804,10066,1001,0.0416
14805,10066,1002,0.0416
14806,10066,1003,0.0416
14807,10066,1004,0.0416
14808,10066,1005,0.0416
14809,10066,1006,0.0416
14810,10066,2001,0.0539
14811,10066,2002,0.0539
14812,10066,2003,0.0539
14813,10066,2004,0.0539
14814,10066,2005,0.0539
14815,10066,2006,0.0539
14816,10066,3001,0.0269
14817,10066,3002,0.0269
14818,10066,3003,0.0269
14819,10066,3004,0.0269
14820,10066,3005,0.0269
14821,10066,3006,0.0269
14822,10066,6001,0.12
14823,10066,6002,0.1004
14824,10067,5013,0.0038
14825,10067,5023,0.0038
14826,10067,5033,0.0038
14827,10067,5043,0.0038
14828,10067,4013,0.0075
14829,10067,4023,0.0075
14830,10067,4033,0.0075
14831,10067,4043,0.0075
14832,10067,1001,0.0416
14833,10067,1002,0.0416
14834,10067,1003,0.0416
14835,10067,1004,0.0416
14836,10067,1005,0.0416
14837,10067,1006,0.0416
14838,10067,2001,0.0539
14839,10067,2002,0.0539
14840,10067,2003,0.0539
14841,10067,2004,0.0539
14842,10067,2005,0.0539
14843,10067,2006,0.0539
14844,10067,3001,0.0269
14845,10067,3002,0.0269
14846,10067,3003,0.0269
14847,10067,3004,0.0269
14848,10067,3005,0.0269
14849,10067,3006,0.0269
14850,10067,6001,0.12
14851,10067,6002,0.1004
14852,10068,5015,0.0038
14853,10068,5025,0.0038
14854,10068,5035,0.0038
14855,10068,5045,0.0038
14856,10068,4015,0.0075
14857,10068,4025,0.0075
14858,10068,4035,0.0075
14859,10068,4045,0.0075
14860,10068,1001,0.0416
14861,10068,1002,0.0416
14862,10068,1003,0.0416
14863,10068,1004,0.0416
14864,10068,1005,0.0416
14865,10068,1006,0.0416
14866,10068,2001,0.0539
14867,10068,2002,0.0539
14868,10068,2003,0.0539
14869,10068,2004,0.0539
14870,10068,2005,0.0539
14871,10068,2006,0.0539
14872,10068,3001,0.0269
14873,10068,3002,0.0269
14874,10068,3003,0.0269
14875,10068,3004,0.0269
14876,10068,3005,0.0269
14877,10068,3006,0.0269
14878,10068,6001,0.12
14879,10068,6002,0.1004
14880,10069,5014,0.0113
14881,10069,5024,0.0113
14882,10069,5034,0.0113
14883,10069,5044,0.0113
14884,10069,4014,0.0075
14885,10069,4024,0.0075
14886,10069,4034,0.0075
14887,10069,4044,0.0075
14888,10069,1001,0.0366
14889,10069,1002,0.0366
14890,10069,1003,0.0366
14891,10069,1004,0.0366
14892,10069,1005,0.0366
14893,10069,1006,0.0366
14894,10069,2001,0.0539
14895,10069,2002,0.0539
14896,10069,2003,0.0539
14897,10069,2004,0.0539
14898,10069,2005,0.0539
14899,10069,2006,0.0539
14900,10069,3001,0.0269
14901,10069,3002,0.0269
14902,10069,3003,0.0269
14903,10069,3004,0.0269
14904,10069,3005,0.0269
14905,10069,3006,0.0269
14906,10069,6001,0.12
14907,10069,6002,0.1004
14908,10070,5051,0.0038
14909,10070,5061,0.0038
14910,10070,5071,0.0038
14911,10070,5081,0.0038
14912,10070,4051,0.0075
14913,10070,4061,0.0075
14914,10070,4071,0.0075
14915,10070,4081,0.0075
14916,10070,1001,0.0416
14917,10070,1002,0.0416
14918,10070,1003,0.0416
14919,10070,1004,0.0416
14920,10070,1005,0.0416
14921,10070,1006,0.0416
14922,10070,2001,0.0539
14923,10070,2002,0.0539
14924,10070,2003,0.0539
14925,10070,2004,0.0539
14926,10070,2005,0.0539
14927,10070,2006,0.0539
14928,10070,3001,0.0269
14929,10070,3002,0.0269
14930,10070,3003,0.0269
14931,10070,3004,0.0269
14932,10070,3005,0.0269
14933,10070,3006,0.0269
14934,10070,6001,0.12
14935,10070,6002,0.1004
14936,10071,5053,0.0038
14937,10071,5063,0.0038
14938,10071,5073,0.0038
14939,10071,5083,0.0038
14940,10071,4053,0.0075
14941,10071,4063,0.0075
14942,10071,4073,0.0075
14943,10071,4083,0.0075
14944,10071,1001,0.0416
14945,10071,1002,0.0416
14946,10071,1003,0.0416
14947,10071,1004,0.0416
14948,10071,1005,0.0416
14949,10071,1006,0.0416
14950,10071,2001,0.0539
14951,10071,2002,0.0539
14952,10071,2003,0.0539
14953,10071,2004,0.0539
14954,10071,2005,0.0539
14955,10071,2006,0.0539
14956,10071,3001,0.0269
14957,10071,3002,0.0269
14958,10071,3003,0.0269
14959,10071,3004,0.0269
14960,10071,3005,0.0269
14961,10071,3006,0.0269
14962,10071,6001,0.12
14963,10071,6002,0.1004
14964,10072,5055,0.0038
14965,10072,5065,0.0038
14966,10072,5075,0.0038
14967,10072,5085,0.0038
14968,10072,4055,0.0075
14969,10072,4065,0.0075
14970,10072,4075,0.0075
14971,10072,4085,0.0075
14972,10072,1001,0.0416
14973,10072,1002,0.0416
14974,10072,1003,0.0416
14975,10072,1004,0.0416
14976,10072,1005,0.0416
14977,10072,1006,0.0416
14978,10072,2001,0.0539
14979,10072,2002,0.0539
14980,10072,2003,0.0539
14981,10072,2004,0.0539
14982,10072,2005,0.0539
14983,10072,2006,0.0539
14984,10072,3001,0.0269
14985,10072,3002,0.0269
14986,10072,3003,0.0269
14987,10072,3004,0.0269
14988,10072,3005,0.0269
14989,10072,3006,0.0269
14990,10072,6001,0.12
14991,10072,6002,0.1004
14992,10073,5051,0.0038
14993,10073,5061,0.0038
14994,10073,5071,0.0038
14995,10073,5081,0.0038
14996,10073,4051,0.0075
14997,10073,4061,0.0075
14998,10073,4071,0.0075
14999,10073,4081,0.0075
15000,10073,1001,0.0416
15001,10073,1002,0.0416
15002,10073,1003,0.0416
15003,10073,1004,0.0416
15004,10073,1005,0.0416
15005,10073,1006,0.0416
15006,10073,2001,0.0539
15007,10073,2002,0.0539
15008,10073,2003,0.0539
15009,10073,2004,0.0539
15010,10073,2005,0.0539
15011,10073,2006,0.0539
15012,10073,3001,0.0269
15013,10073,3002,0.0269
15014,10073,3003,0.0269
15015,10073,3004,0.0269
15016,10073,3005,0.0269
15017,10073,3006,0.0269
15018,10073,6001,0.12
15019,10073,6002,0.1004
15020,10074,5053,0.0038
15021,10074,5063,0.0038
15022,10074,5073,0.0038
15023,10074,5083,0.0038
15024,10074,4053,0.0075
15025,10074,4063,0.0075
15026,10074,4073,0.0075
15027,10074,4083,0.0075
15028,10074,1001,0.0416
15029,10074,1002,0.0416
15030,10074,1003,0.0416
15031,10074,1004,0.0416
15032,10074,1005,0.0416
15033,10074,1006,0.0416
15034,10074,2001,0.0539
15035,10074,2002,0.0539
15036,10074,2003,0.0539
15037,10074,2004,0.0539
15038,10074,2005,0.0539
15039,10074,2006,0.0539
15040,10074,3001,0.0269
15041,10074,3002,0.0269
15042,10074,3003,0.0269
15043,10074,3004,0.0269
15044,10074,3005,0.0269
15045,10074,3006,0.0269
15046,10074,6001,0.12
15047,10074,6002,0.1004
15048,10075,5055,0.0038
15049,10075,5065,0.0038
15050,10075,5075,0.0038
15051,10075,5085,0.0038
15052,10075,4055,0.0075
15053,10075,4065,0.0075
15054,10075,4075,0.0075
15055,10075,4085,0.0075
15056,10075,1001,0.0416
15057,10075,1002,0.0416
15058,10075,1003,0.0416
15059,10075,1004,0.0416
15060,10075,1005,0.0416
15061,10075,1006,0.0416
15062,10075,2001,0.0539
15063,10075,2002,0.0539
15064,10075,2003,0.0539
15065,10075,2004,0.0539
15066,10075,2005,0.0539
15067,10075,2006,0.0539
15068,10075,3001,0.0269
15069,10075,3002,0.0269
15070,10075,3003,0.0269
15071,10075,3004,0.0269
15072,10075,3005,0.0269
15073,10075,3006,0.0269
15074,10075,6001,0.12
15075,10075,6002,0.1004
15076,10076,5051,0.0038
15077,10076,5061,0.0038
15078,10076,5071,0.0038
15079,10076,5081,0.0038
15080,10076,4051,0.0075
15081,10076,4061,0.0075
15082,10076,4071,0.0075
15083,10076,4081,0.0075
15084,10076,1001,0.0416
15085,10076,1002,0.0416
15086,10076,1003,0.0416
15087,10076,1004,0.0416
15088,10076,1005,0.0416
15089,10076,1006,0.0416
15090,10076,2001,0.0539
15091,10076,2002,0.0539
15092,10076,2003,0.0539
15093,10076,2004,0.0539
15094,10076,2005,0.0539
15095,10076,2006,0.0539
15096,10076,3001,0.0269
15097,10076,3002,0.0269
15098,10076,3003,0.0269
15099,10076,3004,0.0269
15100,10076,3005,0.0269
15101,10076,3006,0.0269
15102,10076,6001,0.12
15103,10076,6002,0.1004
15104,10077,5053,0.0038
15105,10077,5063,0.0038
15106,10077,5073,0.0038
15107,10077,5083,0.0038
15108,10077,4053,0.0075
15109,10077,4063,0.0075
15110,10077,4073,0.0075
15111,10077,4083,0.0075
15112,10077,1001,0.0416
15113,10077,1002,0.0416
15114,10077,1003,0.0416
15115,10077,1004,0.0416
15116,10077,1005,0.0416
15117,10077,1006,0.0416
15118,10077,2001,0.0539
15119,10077,2002,0.0539
15120,10077,2003,0.0539
15121,10077,2004,0.0539
15122,10077,2005,0.0539
15123,10077,2006,0.0539
15124,10077,3001,0.0269
15125,10077,3002,0.0269
15126,10077,3003,0.0269
15127,10077,3004,0.0269
15128,10077,3005,0.0269
15129,10077,3006,0.0269
15130,10077,6001,0.12
15131,10077,6002,0.1004
15132,10078,5055,0.0038
15133,10078,5065,0.0038
15134,10078,5075,0.0038
15135,10078,5085,0.0038
15136,10078,4055,0.0075
15137,10078,4065,0.0075
15138,10078,4075,0.0075
15139,10078,4085,0.0075
15140,10078,1001,0.0416
15141,10078,1002,0.0416
15142,10078,1003,0.0416
15143,10078,1004,0.0416
15144,10078,1005,0.0416
15145,10078,1006,0.0416
15146,10078,2001,0.0539
15147,10078,2002,0.0539
15148,10078,2003,0.0539
15149,10078,2004,0.0539
15150,10078,2005,0.0539
15151,10078,2006,0.0539
15152,10078,3001,0.0269
15153,10078,3002,0.0269
15154,10078,3003,0.0269
15155,10078,3004,0.0269
15156,10078,3005,0.0269
15157,10078,3006,0.0269
15158,10078,6001,0.12
15159,10078,6002,0.1004
15160,10079,5054,0.0113
15161,10079,5064,0.0113
15162,10079,5074,0.0113
15163,10079,5084,0.0113
15164,10079,4054,0.0075
15165,10079,4064,0.0075
15166,10079,4074,0.0075
15167,10079,4084,0.0075
15168,10079,1001,0.0366
15169,10079,1002,0.0366
15170,10079,1003,0.0366
15171,10079,1004,0.0366
15172,10079,1005,0.0366
15173,10079,1006,0.0366
15174,10079,2001,0.0539
15175,10079,2002,0.0539
15176,10079,2003,0.0539
15177,10079,2004,0.0539
15178,10079,2005,0.0539
15179,10079,2006,0.0539
15180,10079,3001,0.0269
15181,10079,3002,0.0269
15182,10079,3003,0.0269
15183,10079,3004,0.0269
15184,10079,3005,0.0269
15185,10079,3006,0.0269
15186,10079,6001,0.12
15187,10079,6002,0.1004
15188,10080,5011,0.0038
15189,10080,5021,0.0038
15190,10080,5031,0.0038
15191,10080,5041,0.0038
15192,10080,4011,0.0075
15193,10080,4021,0.0075
15194,10080,4031,0.0075
15195,10080,4041,0.0075
15196,10080,1001,0.0416
15197,10080,1002,0.0416
15198,10080,1003,0.0416
15199,10080,1004,0.0416
15200,10080,1005,0.0416
15201,10080,1006,0.0416
15202,10080,2001,0.0539
15203,10080,2002,0.0539
15204,10080,2003,0.0539
15205,10080,2004,0.0539
15206,10080,2005,0.0539
15207,10080,2006,0.0539
15208,10080,3001,0.0269
15209,10080,3002,0.0269
15210,10080,3003,0.0269
15211,10080,3004,0.0269
15212,10080,3005,0.0269
15213,10080,3006,0.0269
15214,10080,6001,0.12
15215,10080,6002,0.1004
15216,10081,5013,0.0038
15217,10081,5023,0.0038
15218,10081,5033,0.0038
15219,10081,5043,0.0038
15220,10081,4013,0.0075
15221,10081,4023,0.0075
15222,10081,4033,0.0075
15223,10081,4043,0.0075
15224,10081,1001,0.0416
15225,10081,1002,0.0416
15226,10081,1003,0.0416
15227,10081,1004,0.0416
15228,10081,1005,0.0416
15229,10081,1006,0.0416
15230,10081,2001,0.0539
15231,10081,2002,0.0539
15232,10081,2003,0.0539
15233,10081,2004,0.0539
15234,10081,2005,0.0539
15235,10081,2006,0.0539
15236,10081,3001,0.0269
15237,10081,3002,0.0269
15238,10081,3003,0.0269
15239,10081,3004,0.0269
15240,10081,3005,0.0269
15241,10081,3006,0.0269
15242,10081,6001,0.12
15243,10081,6002,0.1004
15244,10082,5015,0.0038
15245,10082,5025,0.0038
15246,10082,5035,0.0038
15247,10082,5045,0.0038
15248,10082,4015,0.0075
15249,10082,4025,0.0075
15250,10082,4035,0.0075
15251,10082,4045,0.0075
15252,10082,1001,0.0416
15253,10082,1002,0.0416
15254,10082,1003,0.0416
15255,10082,1004,0.0416
15256,10082,1005,0.0416
15257,10082,1006,0.0416
15258,10082,2001,0.0539
15259,10082,2002,0.0539
15260,10082,2003,0.0539
15261,10082,2004,0.0539
15262,10082,2005,0.0539
15263,10082,2006,0.0539
15264,10082,3001,0.0269
15265,10082,3002,0.0269
15266,10082,3003,0.0269
15267,10082,3004,0.0269
15268,10082,3005,0.0269
15269,10082,3006,0.0269
15270,10082,6001,0.12
15271,10082,6002,0.1004
15272,10083,5011,0.0038
15273,10083,5021,0.0038
15274,10083,5031,0.0038
15275,10083,5041,0.0038
15276,10083,4011,0.0075
15277,10083,4021,0.0075
15278,10083,4031,0.0075
15279,10083,4041,0.0075
15280,10083,1001,0.0416
15281,10083,1002,0.0416
15282,10083,1003,0.0416
15283,10083,1004,0.0416
15284,10083,1005,0.0416
15285,10083,1006,0.0416
15286,10083,2001,0.0539
15287,10083,2002,0.0539
15288,10083,2003,0.0539
15289,10083,2004,0.0539
15290,10083,2005,0.0539
15291,10083,2006,0.0539
15292,10083,3001,0.0269
15293,10083,3002,0.0269
15294,10083,3003,0.0269
15295,10083,3004,0.0269
15296,10083,3005,0.0269
15297,10083,3006,0.0269
15298,10083,6001,0.12
15299,10083,6002,0.1004
15300,10084,5013,0.0038
15301,10084,5023,0.0038
15302,10084,5033,0.0038
15303,10084,5043,0.0038
15304,10084,4013,0.0075
15305,10084,4023,0.0075
15306,10084,4033,0.0075
15307,10084,4043,0.0075
15308,10084,1001,0.0416
15309,10084,1002,0.0416
15310,10084,1003,0.0416
15311,10084,1004,0.0416
15312,10084,1005,0.0416
15313,10084,1006,0.0416
15314,10084,2001,0.0539
15315,10084,2002,0.0539
15316,10084,2003,0.0539
15317,10084,2004,0.0539
15318,10084,2005,0.0539
15319,10084,2006,0.0539
15320,10084,3001,0.0269
15321,10084,3002,0.0269
15322,10084,3003,0.0269
15323,10084,3004,0.0269
15324,10084,3005,0.0269
15325,10084,3006,0.0269
15326,10084,6001,0.12
15327,10084,6002,0.1004
15328,10085,5015,0.0038
15329,10085,5025,0.0038
15330,10085,5035,0.0038
15331,10085,5045,0.0038
15332,10085,4015,0.0075
15333,10085,4025,0.0075
15334,10085,4035,0.0075
15335,10085,4045,0.0075
15336,10085,1001,0.0416
15337,10085,1002,0.0416
15338,10085,1003,0.0416
15339,10085,1004,0.0416
15340,10085,1005,0.0416
15341,10085,1006,0.0416
15342,10085,2001,0.0539
15343,10085,2002,0.0539
15344,10085,2003,0.0539
15345,10085,2004,0.0539
15346,10085,2005,0.0539
15347,10085,2006,0.0539
15348,10085,3001,0.0269
15349,10085,3002,0.0269
15350,10085,3003,0.0269
15351,10085,3004,0.0269
15352,10085,3005,0.0269
15353,10085,3006,0.0269
15354,10085,6001,0.12
15355,10085,6002,0.1004
15356,10086,5011,0.0038
15357,10086,5021,0.0038
15358,10086,5031,0.0038
15359,10086,5041,0.0038
15360,10086,4011,0.0075
15361,10086,4021,0.0075
15362,10086,4031,0.0075
15363,10086,4041,0.0075
15364,10086,1001,0.0416
15365,10086,1002,0.0416
15366,10086,1003,0.0416
15367,10086,1004,0.0416
15368,10086,1005,0.0416
15369,10086,1006,0.0416
15370,10086,2001,0.0539
15371,10086,2002,0.0539
15372,10086,2003,0.0539
15373,10086,2004,0.0539
15374,10086,2005,0.0539
15375,10086,2006,0.0539
15376,10086,3001,0.0269
15377,10086,3002,0.0269
15378,10086,3003,0.0269
15379,10086,3004,0.0269
15380,10086,3005,0.0269
15381,10086,3006,0.0269
15382,10086,6001,0.12
15383,10086,6002,0.1004
15384,10087,5013,0.0038
15385,10087,5023,0.0038
15386,10087,5033,0.0038
15387,10087,5043,0.0038
15388,10087,4013,0.0075
15389,10087,4023,0.0075
15390,10087,4033,0.0075
15391,10087,4043,0.0075
15392,10087,1001,0.0416
15393,10087,1002,0.0416
15394,10087,1003,0.0416
15395,10087,1004,0.0416
15396,10087,1005,0.0416
15397,10087,1006,0.0416
15398,10087,2001,0.0539
15399,10087,2002,0.0539
15400,10087,2003,0.0539
15401,10087,2004,0.0539
15402,10087,2005,0.0539
15403,10087,2006,0.0539
15404,10087,3001,0.0269
15405,10087,3002,0.0269
15406,10087,3003,0.0269
15407,10087,3004,0.0269
15408,10087,3005,0.0269
15409,10087,3006,0.0269
15410,10087,6001,0.12
15411,10087,6002,0.1004
15412,10088,5015,0.0038
15413,10088,5025,0.0038
15414,10088,5035,0.0038
15415,10088,5045,0.0038
15416,10088,4015,0.0075
15417,10088,4025,0.0075
15418,10088,4035,0.0075
15419,10088,4045,0.0075
15420,10088,1001,0.0416
15421,10088,1002,0.0416
15422,10088,1003,0.0416
15423,10088,1004,0.0416
