关卡ID,关卡类型(普通副本值为0，英雄副本为1，百战之路3，挑战副本为7）,章,关卡名,战役名,战役序号,大关卡序号,是否是城池（可争夺）,胜利条件,关卡地图,战器掉落ID,掉落最大数量,掉落物品1,掉落物品2,掉落物品3,掉落物品4,阵型类型,角色1,角色2,角色3,角色4,角色5,将魂将领id(1-5),将魂将领技能,部队技能(符文套装),技能优先级1,技能优先级2,技能优先级3,技能优先级4,技能优先级5,关卡图标位置索引,图标连线类型（0为无连线1为上2为下4为左8为右/如果有多条则按位与）,关卡描述,需求军令,需求战力,需求解锁关卡,标准战力,抽卡类型,挑战产出类型,挑战产出数量,产出碎片概率,产出碎片数量,兄弟关1,兄弟关2,入场回合
204907,8,刷金卡,曹仁,简单,0,0,0,0,0,0,0,0,0,0,0,204903,204961,204962,204962,204962,204963,1,0,0,1,5,3,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
204908,8,刷金卡,曹仁,普通,0,0,0,0,0,0,0,0,0,0,0,204903,204971,204972,204972,204972,204973,1,0,0,3,1,5,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
204909,8,刷金卡,曹仁,困难,0,0,0,0,0,0,0,0,0,0,0,204903,204981,204982,204982,204982,204983,1,0,0,3,1,5,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205201,8,刷金卡,袁绍,简单,0,0,0,0,0,0,0,0,0,0,0,205201,205201,205201,205201,205202,205201,1,0,0,3,4,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205202,8,刷金卡,袁绍,普通,0,0,0,0,0,0,0,0,0,0,0,205201,205211,205211,205211,205212,205211,1,0,0,3,4,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205203,8,刷金卡,袁绍,困难,0,0,0,0,0,0,0,0,0,0,0,205201,205221,205221,205221,205222,205221,1,0,0,3,4,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205204,8,刷金卡,袁绍,简单,0,0,0,0,0,0,0,0,0,0,0,205202,205231,205231,205232,205231,205231,1,0,0,5,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205205,8,刷金卡,袁绍,普通,0,0,0,0,0,0,0,0,0,0,0,205202,205241,205241,205242,205241,205241,1,0,0,5,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205206,8,刷金卡,袁绍,困难,0,0,0,0,0,0,0,0,0,0,0,205202,205251,205251,205252,205251,205251,1,0,0,5,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205207,8,刷金卡,袁绍,简单,0,0,0,0,0,0,0,0,0,0,0,205203,205261,205262,205263,205262,205262,1,0,0,15,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205208,8,刷金卡,袁绍,普通,0,0,0,0,0,0,0,0,0,0,0,205203,205271,205272,205273,205272,205272,1,0,0,15,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205209,8,刷金卡,袁绍,困难,0,0,0,0,0,0,0,0,0,0,0,205203,205281,205282,205283,205282,205282,1,0,0,15,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
205501,8,刷金卡,鲁肃,简单,0,0,0,0,0,0,0,0,0,0,0,205501,205501,205501,205501,205501,205502,1,0,0,5,2,4,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205502,8,刷金卡,鲁肃,普通,0,0,0,0,0,0,0,0,0,0,0,205501,205511,205511,205511,205511,205512,1,0,0,5,2,4,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205503,8,刷金卡,鲁肃,困难,0,0,0,0,0,0,0,0,0,0,0,205501,205521,205521,205521,205521,205522,1,0,0,25,4,1,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205504,8,刷金卡,鲁肃,简单,0,0,0,0,0,0,0,0,0,0,0,205502,205531,205532,205532,205532,205533,1,0,0,1,2,5,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205505,8,刷金卡,鲁肃,普通,0,0,0,0,0,0,0,0,0,0,0,205502,205541,205542,205542,205542,205543,1,0,0,1,2,5,4,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205506,8,刷金卡,鲁肃,困难,0,0,0,0,0,0,0,0,0,0,0,205502,205551,205552,205552,205552,205553,1,0,0,12,5,4,3,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205507,8,刷金卡,鲁肃,简单,0,0,0,0,0,0,0,0,0,0,0,205503,205561,205562,205562,205563,205564,1,0,0,5,1,4,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205508,8,刷金卡,鲁肃,普通,0,0,0,0,0,0,0,0,0,0,0,205503,205571,205572,205572,205573,205574,1,0,0,5,1,4,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
205509,8,刷金卡,鲁肃,困难,0,0,0,0,0,0,0,0,0,0,0,205503,205581,205582,205582,205583,205584,1,0,0,15,4,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
206101,8,刷金卡,孟获,简单,0,0,0,0,0,0,0,0,0,0,0,206101,206101,206101,206102,206102,206103,1,0,0,15,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206102,8,刷金卡,孟获,普通,0,0,0,0,0,0,0,0,0,0,0,206101,206111,206111,206112,206112,206113,1,0,0,15,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206103,8,刷金卡,孟获,困难,0,0,0,0,0,0,0,0,0,0,0,206101,206121,206121,206122,206122,206123,1,0,0,15,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206104,8,刷金卡,孟获,简单,0,0,0,0,0,0,0,0,0,0,0,206102,206131,206131,206131,206131,206132,1,0,0,3,5,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206105,8,刷金卡,孟获,普通,0,0,0,0,0,0,0,0,0,0,0,206102,206141,206141,206141,206141,206142,1,0,0,3,5,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206106,8,刷金卡,孟获,困难,0,0,0,0,0,0,0,0,0,0,0,206102,206151,206151,206151,206151,206152,1,0,0,3,5,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206107,8,刷金卡,孟获,简单,0,0,0,0,0,0,0,0,0,0,0,206103,206162,206161,206161,206161,206161,1,0,0,3,1,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206108,8,刷金卡,孟获,普通,0,0,0,0,0,0,0,0,0,0,0,206103,206172,206171,206171,206171,206171,1,0,0,3,1,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206109,8,刷金卡,孟获,困难,0,0,0,0,0,0,0,0,0,0,0,206103,206182,206181,206181,206181,206181,1,0,0,3,1,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206701,8,刷金卡,黄月英,简单,0,0,0,0,0,0,0,0,0,0,0,206701,206701,206702,206702,206703,206704,1,0,0,45,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206702,8,刷金卡,黄月英,普通,0,0,0,0,0,0,0,0,0,0,0,206701,206711,206712,206712,206713,206714,1,0,0,45,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206703,8,刷金卡,黄月英,困难,0,0,0,0,0,0,0,0,0,0,0,206701,206721,206722,206722,206723,206724,1,0,0,45,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206704,8,刷金卡,黄月英,简单,0,0,0,0,0,0,0,0,0,0,0,206702,206731,206731,206731,206731,206732,1,0,0,34,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206705,8,刷金卡,黄月英,普通,0,0,0,0,0,0,0,0,0,0,0,206702,206741,206741,206741,206741,206742,1,0,0,34,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206706,8,刷金卡,黄月英,困难,0,0,0,0,0,0,0,0,0,0,0,206702,206751,206751,206751,206751,206752,1,0,0,34,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206707,8,刷金卡,黄月英,简单,0,0,0,0,0,0,0,0,0,0,0,206703,206761,206761,206761,206761,206762,1,0,0,5,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206708,8,刷金卡,黄月英,普通,0,0,0,0,0,0,0,0,0,0,0,206703,206771,206771,206771,206771,206772,1,0,0,5,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206709,8,刷金卡,黄月英,困难,0,0,0,0,0,0,0,0,0,0,0,206703,206781,206781,206781,206781,206782,1,0,0,5,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206901,8,刷金卡,吕蒙,简单,0,0,0,0,0,0,0,0,0,0,0,206901,206901,206903,206902,206902,206904,1,0,0,12,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206902,8,刷金卡,吕蒙,普通,0,0,0,0,0,0,0,0,0,0,0,206901,206911,206913,206912,206912,206914,1,0,0,12,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206903,8,刷金卡,吕蒙,困难,0,0,0,0,0,0,0,0,0,0,0,206901,206921,206923,206922,206922,206924,1,0,0,12,0,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206904,8,刷金卡,吕蒙,简单,0,0,0,0,0,0,0,0,0,0,0,206902,206931,206932,206933,206934,206934,1,0,0,23,1,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206905,8,刷金卡,吕蒙,普通,0,0,0,0,0,0,0,0,0,0,0,206902,206941,206942,206943,206944,206944,1,0,0,23,1,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206906,8,刷金卡,吕蒙,困难,0,0,0,0,0,0,0,0,0,0,0,206902,206951,206952,206953,206954,206954,1,0,0,23,1,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206907,8,刷金卡,吕蒙,简单,0,0,0,0,0,0,0,0,0,0,0,206903,206961,206962,206963,206964,206964,1,0,0,12,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206908,8,刷金卡,吕蒙,普通,0,0,0,0,0,0,0,0,0,0,0,206903,206971,206972,206973,206974,206974,1,0,0,12,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
206909,8,刷金卡,吕蒙,困难,0,0,0,0,0,0,0,0,0,0,0,206903,206981,206982,206983,206984,206984,1,0,0,12,3,0,0,0,0,0,无,0,0,0,100,1,0,0,0,0,0,0,0
207701,8,刷金卡,甄姬,简单,0,0,0,0,0,0,0,0,0,0,0,207701,207701,207701,207701,207701,207702,1,0,0,5,0,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
207702,8,刷金卡,甄姬,普通,0,0,0,0,0,0,0,0,0,0,0,207701,207711,207711,207711,207711,207712,1,0,0,5,0,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
207703,8,刷金卡,甄姬,困难,0,0,0,0,0,0,0,0,0,0,0,207701,207721,207721,207721,207721,207722,1,0,0,5,0,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
207704,8,刷金卡,甄姬,简单,0,0,0,0,0,0,0,0,0,0,0,207702,207731,207731,207731,207732,207733,1,0,0,4,5,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
207705,8,刷金卡,甄姬,普通,0,0,0,0,0,0,0,0,0,0,0,207702,207741,207741,207741,207742,207743,1,0,0,4,5,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
207706,8,刷金卡,甄姬,困难,0,0,0,0,0,0,0,0,0,0,0,207702,207751,207751,207751,207752,207753,1,0,0,4,5,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
207707,8,刷金卡,甄姬,简单,0,0,0,0,0,0,0,0,0,0,0,207703,207761,207762,207763,207764,207764,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
207708,8,刷金卡,甄姬,普通,0,0,0,0,0,0,0,0,0,0,0,207703,207771,207772,207773,207774,207774,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
207709,8,刷金卡,甄姬,困难,0,0,0,0,0,0,0,0,0,0,0,207703,207781,207782,207783,207784,207784,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213501,8,刷金卡,何太后,简单,0,0,0,0,0,0,0,0,0,0,0,213501,213501,213502,213502,213502,213503,1,0,0,1,3,5,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213502,8,刷金卡,何太后,普通,0,0,0,0,0,0,0,0,0,0,0,213501,213511,213512,213512,213512,213513,1,0,0,1,3,5,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213503,8,刷金卡,何太后,困难,0,0,0,0,0,0,0,0,0,0,0,213501,213521,213522,213522,213522,213523,1,0,0,1,3,5,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213504,8,刷金卡,何太后,简单,0,0,0,0,0,0,0,0,0,0,0,213502,213531,213532,213533,213533,213533,1,0,0,2,1,34,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213505,8,刷金卡,何太后,普通,0,0,0,0,0,0,0,0,0,0,0,213502,213541,213542,213543,213543,213543,1,0,0,2,13,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213506,8,刷金卡,何太后,困难,0,0,0,0,0,0,0,0,0,0,0,213502,213551,213552,213553,213553,213553,1,0,0,2,13,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213507,8,刷金卡,何太后,简单,0,0,0,0,0,0,0,0,0,0,0,213503,213561,213561,213561,213561,213562,1,0,0,5,0,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213508,8,刷金卡,何太后,普通,0,0,0,0,0,0,0,0,0,0,0,213503,213571,213571,213571,213571,213572,1,0,0,5,0,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
213509,8,刷金卡,何太后,困难,0,0,0,0,0,0,0,0,0,0,0,213503,213581,213581,213581,213581,213582,1,0,0,5,0,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220301,8,刷金卡,蔡文姬,简单,0,0,0,0,0,0,0,0,0,0,0,220301,220301,220302,220302,220302,220303,1,0,0,1,5,2,4,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220302,8,刷金卡,蔡文姬,普通,0,0,0,0,0,0,0,0,0,0,0,220301,220311,220312,220312,220312,220313,1,0,0,3,15,2,4,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220303,8,刷金卡,蔡文姬,困难,0,0,0,0,0,0,0,0,0,0,0,220301,220321,220322,220322,220322,220323,1,0,0,24,5,1,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220304,8,刷金卡,蔡文姬,简单,0,0,0,0,0,0,0,0,0,0,0,220302,220331,220332,220332,220332,220332,1,0,0,1,24,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220305,8,刷金卡,蔡文姬,普通,0,0,0,0,0,0,0,0,0,0,0,220302,220341,220342,220342,220342,220342,1,0,0,2,14,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220306,8,刷金卡,蔡文姬,困难,0,0,0,0,0,0,0,0,0,0,0,220302,220351,220352,220352,220352,220352,1,0,0,2,14,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220307,8,刷金卡,蔡文姬,简单,0,0,0,0,0,0,0,0,0,0,0,220303,220361,220361,220362,220362,220363,1,0,0,34,5,1,2,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220308,8,刷金卡,蔡文姬,普通,0,0,0,0,0,0,0,0,0,0,0,220303,220371,220371,220372,220372,220373,1,0,0,34,5,12,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220309,8,刷金卡,蔡文姬,困难,0,0,0,0,0,0,0,0,0,0,0,220303,220381,220381,220382,220382,220383,1,0,0,34,5,1,2,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220401,8,刷金卡,步练师,简单,0,0,0,0,0,0,0,0,0,0,0,220401,220401,220402,220401,220401,220403,1,0,0,2,5,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220402,8,刷金卡,步练师,普通,0,0,0,0,0,0,0,0,0,0,0,220401,220411,220412,220411,220411,220413,1,0,0,2,5,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220403,8,刷金卡,步练师,困难,0,0,0,0,0,0,0,0,0,0,0,220401,220421,220422,220421,220421,220423,1,0,0,2,5,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220404,8,刷金卡,步练师,简单,0,0,0,0,0,0,0,0,0,0,0,220402,220431,220432,220433,220432,220432,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220405,8,刷金卡,步练师,普通,0,0,0,0,0,0,0,0,0,0,0,220402,220441,220442,220443,220442,220442,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220406,8,刷金卡,步练师,困难,0,0,0,0,0,0,0,0,0,0,0,220402,220451,220452,220453,220452,220452,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220407,8,刷金卡,步练师,简单,0,0,0,0,0,0,0,0,0,0,0,220403,220461,220462,220463,220463,220464,1,0,0,5,2,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220408,8,刷金卡,步练师,普通,0,0,0,0,0,0,0,0,0,0,0,220403,220471,220472,220473,220473,220474,1,0,0,5,2,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220409,8,刷金卡,步练师,困难,0,0,0,0,0,0,0,0,0,0,0,220403,220481,220482,220483,220483,220484,1,0,0,5,2,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220501,8,刷金卡,司马懿,简单,0,0,0,0,0,0,0,0,0,0,0,220501,220501,220502,220502,220502,220503,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220502,8,刷金卡,司马懿,普通,0,0,0,0,0,0,0,0,0,0,0,220501,220511,220512,220511,220511,220513,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220503,8,刷金卡,司马懿,困难,0,0,0,0,0,0,0,0,0,0,0,220501,220521,220522,220521,220521,220523,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220504,8,刷金卡,司马懿,简单,0,0,0,0,0,0,0,0,0,0,0,220502,220531,220532,220533,220533,220533,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220505,8,刷金卡,司马懿,普通,0,0,0,0,0,0,0,0,0,0,0,220502,220541,220542,220543,220543,220543,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220506,8,刷金卡,司马懿,困难,0,0,0,0,0,0,0,0,0,0,0,220502,220551,220552,220553,220553,220553,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220507,8,刷金卡,司马懿,简单,0,0,0,0,0,0,0,0,0,0,0,220503,220561,220562,220562,220562,220563,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220508,8,刷金卡,司马懿,普通,0,0,0,0,0,0,0,0,0,0,0,220503,220571,220572,220572,220572,220573,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220509,8,刷金卡,司马懿,困难,0,0,0,0,0,0,0,0,0,0,0,220503,220581,220582,220582,220582,220583,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220601,8,刷金卡,诸葛亮,简单,0,0,0,0,0,0,0,0,0,0,0,220601,220601,220602,220602,220602,220603,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220602,8,刷金卡,诸葛亮,普通,0,0,0,0,0,0,0,0,0,0,0,220601,220611,220612,220611,220611,220613,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220603,8,刷金卡,诸葛亮,困难,0,0,0,0,0,0,0,0,0,0,0,220601,220621,220622,220621,220621,220623,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220604,8,刷金卡,诸葛亮,简单,0,0,0,0,0,0,0,0,0,0,0,220602,220631,220632,220633,220633,220633,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220605,8,刷金卡,诸葛亮,普通,0,0,0,0,0,0,0,0,0,0,0,220602,220641,220642,220643,220643,220643,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220606,8,刷金卡,诸葛亮,困难,0,0,0,0,0,0,0,0,0,0,0,220602,220651,220652,220653,220653,220653,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220607,8,刷金卡,诸葛亮,简单,0,0,0,0,0,0,0,0,0,0,0,220603,220661,220662,220662,220662,220663,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220608,8,刷金卡,诸葛亮,普通,0,0,0,0,0,0,0,0,0,0,0,220603,220671,220672,220672,220672,220673,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220609,8,刷金卡,诸葛亮,困难,0,0,0,0,0,0,0,0,0,0,0,220603,220681,220682,220682,220682,220683,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220701,8,刷金卡,周瑜,简单,0,0,0,0,0,0,0,0,0,0,0,220701,220701,220702,220702,220702,220703,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220702,8,刷金卡,周瑜,普通,0,0,0,0,0,0,0,0,0,0,0,220701,220711,220712,220711,220711,220713,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220703,8,刷金卡,周瑜,困难,0,0,0,0,0,0,0,0,0,0,0,220701,220721,220722,220721,220721,220723,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220704,8,刷金卡,周瑜,简单,0,0,0,0,0,0,0,0,0,0,0,220702,220731,220732,220733,220733,220733,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220705,8,刷金卡,周瑜,普通,0,0,0,0,0,0,0,0,0,0,0,220702,220741,220742,220743,220743,220743,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220706,8,刷金卡,周瑜,困难,0,0,0,0,0,0,0,0,0,0,0,220702,220751,220752,220753,220753,220753,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220707,8,刷金卡,周瑜,简单,0,0,0,0,0,0,0,0,0,0,0,220703,220761,220762,220762,220762,220763,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220708,8,刷金卡,周瑜,普通,0,0,0,0,0,0,0,0,0,0,0,220703,220771,220772,220772,220772,220773,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220709,8,刷金卡,周瑜,困难,0,0,0,0,0,0,0,0,0,0,0,220703,220781,220782,220782,220782,220783,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220801,8,刷金卡,张角,简单,0,0,0,0,0,0,0,0,0,0,0,220801,220801,220802,220802,220802,220803,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220802,8,刷金卡,张角,普通,0,0,0,0,0,0,0,0,0,0,0,220801,220811,220812,220811,220811,220813,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220803,8,刷金卡,张角,困难,0,0,0,0,0,0,0,0,0,0,0,220801,220821,220822,220821,220821,220823,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220804,8,刷金卡,张角,简单,0,0,0,0,0,0,0,0,0,0,0,220802,220831,220832,220833,220833,220833,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220805,8,刷金卡,张角,普通,0,0,0,0,0,0,0,0,0,0,0,220802,220841,220842,220843,220843,220843,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220806,8,刷金卡,张角,困难,0,0,0,0,0,0,0,0,0,0,0,220802,220851,220852,220853,220853,220853,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220807,8,刷金卡,张角,简单,0,0,0,0,0,0,0,0,0,0,0,220803,220861,220862,220862,220862,220863,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220808,8,刷金卡,张角,普通,0,0,0,0,0,0,0,0,0,0,0,220803,220871,220872,220872,220872,220873,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220809,8,刷金卡,张角,困难,0,0,0,0,0,0,0,0,0,0,0,220803,220881,220882,220882,220882,220883,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220901,8,刷金卡,张辽,简单,0,0,0,0,0,0,0,0,0,0,0,220901,220901,220902,220902,220902,220903,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220902,8,刷金卡,张辽,普通,0,0,0,0,0,0,0,0,0,0,0,220901,220911,220912,220911,220911,220913,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220903,8,刷金卡,张辽,困难,0,0,0,0,0,0,0,0,0,0,0,220901,220921,220922,220921,220921,220923,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220904,8,刷金卡,张辽,简单,0,0,0,0,0,0,0,0,0,0,0,220902,220931,220932,220933,220933,220933,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220905,8,刷金卡,张辽,普通,0,0,0,0,0,0,0,0,0,0,0,220902,220941,220942,220943,220943,220943,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220906,8,刷金卡,张辽,困难,0,0,0,0,0,0,0,0,0,0,0,220902,220951,220952,220953,220953,220953,1,0,0,3,1,0,0,0,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220907,8,刷金卡,张辽,简单,0,0,0,0,0,0,0,0,0,0,0,220903,220961,220962,220962,220962,220963,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220908,8,刷金卡,张辽,普通,0,0,0,0,0,0,0,0,0,0,0,220903,220971,220972,220972,220972,220973,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
220909,8,刷金卡,张辽,困难,0,0,0,0,0,0,0,0,0,0,0,220903,220981,220982,220982,220982,220983,1,0,0,5,0,0,0,2,1,2,无,0,0,0,100,1,0,0,0,0,0,0,0
