货架ID,游戏货币,额外赠送游戏货币,平台类型,平台币价格,人民币价格,商品名称,运营商ID,中心图标,赠送图标,价格图标,对应的实际货币价格,是否为月卡,礼包对应id
23706,7590,990,237,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
23701,60,0,237,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
23705,3300,300,237,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
23704,1050,50,237,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
23703,500,0,237,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
23702,300,0,237,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
23711,0,0,237,6,6,每日优惠礼包,11,null,null,6,6,0,1
23712,0,0,237,18,18,每日福利礼包,12,null,null,18,18,0,2
23713,0,0,237,30,30,春节礼包,13,null,null,30,30,0,3
23714,0,0,237,30,30,元宵礼包,14,null,null,30,30,0,4
23715,0,0,237,30,30,女将礼包,15,null,null,30,30,0,5
23716,0,0,237,38,38,暖冬礼包,16,null,null,38,38,0,6
23717,0,0,237,30,30,国庆礼包,17,null,null,30,30,0,7
23718,0,0,237,8,8,壮士礼包,18,null,null,8,8,0,8
23719,0,0,237,28,28,豪杰礼包,19,null,null,28,28,0,9
23720,0,0,237,60,60,诸侯礼包,20,null,null,60,60,0,10
23721,0,0,237,128,128,王候礼包,21,null,null,128,128,0,11
23722,0,0,237,198,198,霸主礼包,22,null,null,198,198,0,12
23723,0,0,237,328,328,君王礼包,23,null,null,328,328,0,13
23724,0,0,237,388,388,帝王礼包,24,null,null,388,388,0,14
23725,0,0,237,28,28,觉醒礼包,25,null,null,28,28,0,15
23726,0,0,237,28,28,堕天礼包,26,null,null,28,28,0,16
23727,0,0,237,28,28,诸侯回归礼包,27,null,null,28,28,0,17
23728,0,0,237,28,28,王候回归礼包,28,null,null,28,28,0,18
23729,0,0,237,28,28,霸主回归礼包,29,null,null,28,28,0,19
23730,0,0,237,28,28,君王回归礼包,30,null,null,28,28,0,20
23731,0,0,237,28,28,帝王回归礼包,31,null,null,28,28,0,21
23736,0,0,237,38,38,团购礼包,36,null,null,28,28,0,22
23808,300,0,238,30,30,30元至尊礼包,8,null,null,null,30,1,
23809,500,0,238,50,50,50元至尊礼包,9,null,null,50,50,1,
23810,880,0,238,88,88,88元至尊礼包,10,null,null,88,88,1,
23807,10120,1320,238,880,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
23806,7590,990,238,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
23801,60,0,238,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
23805,3300,300,238,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
23804,1050,50,238,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
23803,500,0,238,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
23802,300,0,238,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
23811,0,0,238,6,6,每日优惠礼包,11,null,null,6,6,0,1
23812,0,0,238,18,18,每日福利礼包,12,null,null,18,18,0,2
23813,0,0,238,30,30,春节礼包,13,null,null,30,30,0,3
23814,0,0,238,30,30,元宵礼包,14,null,null,30,30,0,4
23815,0,0,238,30,30,女将礼包,15,null,null,30,30,0,5
23816,0,0,238,38,38,暖冬礼包,16,null,null,38,38,0,6
23817,0,0,238,30,30,国庆礼包,17,null,null,30,30,0,7
23818,0,0,238,8,8,壮士礼包,18,null,null,8,8,0,8
23819,0,0,238,28,28,豪杰礼包,19,null,null,28,28,0,9
23820,0,0,238,60,60,诸侯礼包,20,null,null,60,60,0,10
23821,0,0,238,128,128,王候礼包,21,null,null,128,128,0,11
23822,0,0,238,198,198,霸主礼包,22,null,null,198,198,0,12
23823,0,0,238,328,328,君王礼包,23,null,null,328,328,0,13
23824,0,0,238,388,388,帝王礼包,24,null,null,388,388,0,14
23825,0,0,238,28,28,觉醒礼包,25,null,null,28,28,0,15
23826,0,0,238,28,28,堕天礼包,26,null,null,28,28,0,16
23827,0,0,238,28,28,诸侯回归礼包,27,null,null,28,28,0,17
23828,0,0,238,28,28,王候回归礼包,28,null,null,28,28,0,18
23829,0,0,238,28,28,霸主回归礼包,29,null,null,28,28,0,19
23830,0,0,238,28,28,君王回归礼包,30,null,null,28,28,0,20
23831,0,0,238,28,28,帝王回归礼包,31,null,null,28,28,0,21
23836,0,0,238,38,38,团购礼包,36,null,null,28,28,0,22
24008,300,0,240,30,30,30元至尊礼包,8,null,null,null,30,1,
24009,500,0,240,50,50,50元至尊礼包,9,null,null,50,50,1,
24010,880,0,240,88,88,88元至尊礼包,10,null,null,88,88,1,
24007,10120,1320,240,880,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
24006,7590,990,240,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
24001,60,0,240,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
24005,3300,300,240,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
24004,1050,50,240,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
24003,500,0,240,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
24002,300,0,240,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
24011,0,0,240,6,6,每日优惠礼包,11,null,null,6,6,0,1
24012,0,0,240,18,18,每日福利礼包,12,null,null,18,18,0,2
24013,0,0,240,30,30,春节礼包,13,null,null,30,30,0,3
24014,0,0,240,30,30,元宵礼包,14,null,null,30,30,0,4
24015,0,0,240,30,30,女将礼包,15,null,null,30,30,0,5
24016,0,0,240,38,38,暖冬礼包,16,null,null,38,38,0,6
24017,0,0,240,30,30,国庆礼包,17,null,null,30,30,0,7
24018,0,0,240,8,8,壮士礼包,18,null,null,8,8,0,8
24019,0,0,240,28,28,豪杰礼包,19,null,null,28,28,0,9
24020,0,0,240,60,60,诸侯礼包,20,null,null,60,60,0,10
24021,0,0,240,128,128,王候礼包,21,null,null,128,128,0,11
24022,0,0,240,198,198,霸主礼包,22,null,null,198,198,0,12
24023,0,0,240,328,328,君王礼包,23,null,null,328,328,0,13
24024,0,0,240,388,388,帝王礼包,24,null,null,388,388,0,14
24025,0,0,240,28,28,觉醒礼包,25,null,null,28,28,0,15
24026,0,0,240,28,28,堕天礼包,26,null,null,28,28,0,16
24027,0,0,240,28,28,诸侯回归礼包,27,null,null,28,28,0,17
24028,0,0,240,28,28,王候回归礼包,28,null,null,28,28,0,18
24029,0,0,240,28,28,霸主回归礼包,29,null,null,28,28,0,19
24030,0,0,240,28,28,君王回归礼包,30,null,null,28,28,0,20
24031,0,0,240,28,28,帝王回归礼包,31,null,null,28,28,0,21
24036,0,0,240,38,38,团购礼包,36,null,null,28,28,0,22
24108,300,0,241,15,15,30元至尊礼包,8,null,null,null,15,1,
24109,500,0,241,25,25,50元至尊礼包,9,null,null,50,25,1,
24110,880,0,241,44,44,88元至尊礼包,10,null,null,88,44,1,
24107,10120,1320,241,440,440,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,440,0,
24106,7590,990,241,330,330,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,330,0,
24101,60,0,241,3,3,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,3,0,
24105,3300,300,241,150,150,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,150,0,
24104,1050,50,241,50,50,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,50,0,
24103,500,0,241,25,25,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,25,0,
24102,300,0,241,15,15,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,15,0,
24111,0,0,241,3,3,每日优惠礼包,11,null,null,6,3,0,1
24112,0,0,241,9,9,每日福利礼包,12,null,null,18,9,0,2
24113,0,0,241,15,15,春节礼包,13,null,null,30,15,0,3
24114,0,0,241,15,15,元宵礼包,14,null,null,30,15,0,4
24115,0,0,241,15,15,女将礼包,15,null,null,30,15,0,5
24116,0,0,241,19,19,暖冬礼包,16,null,null,38,19,0,6
24117,0,0,241,15,15,国庆礼包,17,null,null,30,15,0,7
24118,0,0,241,4,4,壮士礼包,18,null,null,8,4,0,8
24119,0,0,241,14,14,豪杰礼包,19,null,null,28,14,0,9
24120,0,0,241,30,30,诸侯礼包,20,null,null,60,30,0,10
24121,0,0,241,64,64,王候礼包,21,null,null,128,64,0,11
24122,0,0,241,99,99,霸主礼包,22,null,null,198,99,0,12
24123,0,0,241,164,164,君王礼包,23,null,null,328,164,0,13
24124,0,0,241,194,194,帝王礼包,24,null,null,388,194,0,14
24125,0,0,241,14,14,觉醒礼包,25,null,null,28,14,0,15
24126,0,0,241,14,14,堕天礼包,26,null,null,28,14,0,16
24127,0,0,241,14,14,诸侯回归礼包,27,null,null,28,14,0,17
24128,0,0,241,14,14,王候回归礼包,28,null,null,28,14,0,18
24129,0,0,241,14,14,霸主回归礼包,29,null,null,28,14,0,19
24130,0,0,241,14,14,君王回归礼包,30,null,null,28,14,0,20
24131,0,0,241,14,14,帝王回归礼包,31,null,null,28,14,0,21
24136,0,0,241,19,19,团购礼包,36,null,null,28,14,0,22
24208,300,0,242,300,30,30元至尊礼包,8,null,null,null,30,1,
24209,500,0,242,500,50,50元至尊礼包,9,null,null,50,50,1,
24210,880,0,242,880,88,88元至尊礼包,10,null,null,88,88,1,
24207,10120,1320,242,8800,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
24206,7590,990,242,6600,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
24201,60,0,242,60,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
24205,3300,300,242,3000,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
24204,1050,50,242,1000,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
24203,500,0,242,500,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
24202,300,0,242,300,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
24211,0,0,242,60,6,每日优惠礼包,11,null,null,6,6,0,1
24212,0,0,242,180,18,每日福利礼包,12,null,null,18,18,0,2
24213,0,0,242,300,30,春节礼包,13,null,null,30,30,0,3
24214,0,0,242,300,30,元宵礼包,14,null,null,30,30,0,4
24215,0,0,242,300,30,女将礼包,15,null,null,30,30,0,5
24216,0,0,242,380,38,暖冬礼包,16,null,null,38,38,0,6
24217,0,0,242,300,30,国庆礼包,17,null,null,30,30,0,7
24218,0,0,242,80,8,壮士礼包,18,null,null,8,8,0,8
24219,0,0,242,280,28,豪杰礼包,19,null,null,28,28,0,9
24220,0,0,242,600,60,诸侯礼包,20,null,null,60,60,0,10
24221,0,0,242,1280,128,王候礼包,21,null,null,128,128,0,11
24222,0,0,242,1980,198,霸主礼包,22,null,null,198,198,0,12
24223,0,0,242,3280,328,君王礼包,23,null,null,328,328,0,13
24224,0,0,242,3880,388,帝王礼包,24,null,null,388,388,0,14
24225,0,0,242,280,28,觉醒礼包,25,null,null,28,28,0,15
24226,0,0,242,280,28,堕天礼包,26,null,null,28,28,0,16
24227,0,0,242,280,28,诸侯回归礼包,27,null,null,28,28,0,17
24228,0,0,242,280,28,王候回归礼包,28,null,null,28,28,0,18
24229,0,0,242,280,28,霸主回归礼包,29,null,null,28,28,0,19
24230,0,0,242,280,28,君王回归礼包,30,null,null,28,28,0,20
24231,0,0,242,280,28,帝王回归礼包,31,null,null,28,28,0,21
24236,0,0,242,380,38,团购礼包,36,null,null,28,28,0,22
24308,300,0,243,30,30,30元至尊礼包,8,null,null,null,30,1,
24309,500,0,243,50,50,50元至尊礼包,9,null,null,50,50,1,
24310,880,0,243,88,88,88元至尊礼包,10,null,null,88,88,1,
24307,10120,1320,243,880,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
24306,7590,990,243,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
24301,60,0,243,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
24305,3300,300,243,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
24304,1050,50,243,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
24303,500,0,243,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
24302,300,0,243,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
24311,0,0,243,6,6,每日优惠礼包,11,null,null,6,6,0,1
24312,0,0,243,18,18,每日福利礼包,12,null,null,18,18,0,2
24313,0,0,243,30,30,春节礼包,13,null,null,30,30,0,3
24314,0,0,243,30,30,元宵礼包,14,null,null,30,30,0,4
24315,0,0,243,30,30,女将礼包,15,null,null,30,30,0,5
24316,0,0,243,38,38,暖冬礼包,16,null,null,38,38,0,6
24317,0,0,243,30,30,国庆礼包,17,null,null,30,30,0,7
24318,0,0,243,8,8,壮士礼包,18,null,null,8,8,0,8
24319,0,0,243,28,28,豪杰礼包,19,null,null,28,28,0,9
24320,0,0,243,60,60,诸侯礼包,20,null,null,60,60,0,10
24321,0,0,243,128,128,王候礼包,21,null,null,128,128,0,11
24322,0,0,243,198,198,霸主礼包,22,null,null,198,198,0,12
24323,0,0,243,328,328,君王礼包,23,null,null,328,328,0,13
24324,0,0,243,388,388,帝王礼包,24,null,null,388,388,0,14
24325,0,0,243,28,28,觉醒礼包,25,null,null,28,28,0,15
24326,0,0,243,28,28,堕天礼包,26,null,null,28,28,0,16
24327,0,0,243,28,28,诸侯回归礼包,27,null,null,28,28,0,17
24328,0,0,243,28,28,王候回归礼包,28,null,null,28,28,0,18
24329,0,0,243,28,28,霸主回归礼包,29,null,null,28,28,0,19
24330,0,0,243,28,28,君王回归礼包,30,null,null,28,28,0,20
24331,0,0,243,28,28,帝王回归礼包,31,null,null,28,28,0,21
24336,0,0,243,38,38,团购礼包,36,null,null,28,28,0,22
24408,300,0,244,30,30,30元至尊礼包,8,null,null,null,30,1,
24409,500,0,244,50,50,50元至尊礼包,9,null,null,50,50,1,
24410,880,0,244,88,88,88元至尊礼包,10,null,null,88,88,1,
24407,10120,1320,244,880,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
24406,7590,990,244,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
24401,60,0,244,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
24405,3300,300,244,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
24404,1050,50,244,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
24403,500,0,244,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
24402,300,0,244,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
24411,0,0,244,6,6,每日优惠礼包,11,null,null,6,6,0,1
24412,0,0,244,18,18,每日福利礼包,12,null,null,18,18,0,2
24413,0,0,244,30,30,春节礼包,13,null,null,30,30,0,3
24414,0,0,244,30,30,元宵礼包,14,null,null,30,30,0,4
24415,0,0,244,30,30,女将礼包,15,null,null,30,30,0,5
24416,0,0,244,38,38,暖冬礼包,16,null,null,38,38,0,6
24417,0,0,244,30,30,国庆礼包,17,null,null,30,30,0,7
24418,0,0,244,8,8,壮士礼包,18,null,null,8,8,0,8
24419,0,0,244,28,28,豪杰礼包,19,null,null,28,28,0,9
24420,0,0,244,60,60,诸侯礼包,20,null,null,60,60,0,10
24421,0,0,244,128,128,王候礼包,21,null,null,128,128,0,11
24422,0,0,244,198,198,霸主礼包,22,null,null,198,198,0,12
24423,0,0,244,328,328,君王礼包,23,null,null,328,328,0,13
24424,0,0,244,388,388,帝王礼包,24,null,null,388,388,0,14
24425,0,0,244,28,28,觉醒礼包,25,null,null,28,28,0,15
24426,0,0,244,28,28,堕天礼包,26,null,null,28,28,0,16
24427,0,0,244,28,28,诸侯回归礼包,27,null,null,28,28,0,17
24428,0,0,244,28,28,王候回归礼包,28,null,null,28,28,0,18
24429,0,0,244,28,28,霸主回归礼包,29,null,null,28,28,0,19
24430,0,0,244,28,28,君王回归礼包,30,null,null,28,28,0,20
24431,0,0,244,28,28,帝王回归礼包,31,null,null,28,28,0,21
24436,0,0,244,38,38,团购礼包,36,null,null,28,28,0,22
24508,300,0,245,30,30,30元至尊礼包,8,null,null,null,30,1,
24509,500,0,245,50,50,50元至尊礼包,9,null,null,50,50,1,
24510,880,0,245,88,88,88元至尊礼包,10,null,null,88,88,1,
24507,10120,1320,245,880,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
24506,7590,990,245,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
24501,60,0,245,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
24505,3300,300,245,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
24504,1050,50,245,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
24503,500,0,245,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
24502,300,0,245,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
24511,0,0,245,6,6,每日优惠礼包,11,null,null,6,6,0,1
24512,0,0,245,18,18,每日福利礼包,12,null,null,18,18,0,2
24513,0,0,245,30,30,春节礼包,13,null,null,30,30,0,3
24514,0,0,245,30,30,元宵礼包,14,null,null,30,30,0,4
24515,0,0,245,30,30,女将礼包,15,null,null,30,30,0,5
24516,0,0,245,38,38,暖冬礼包,16,null,null,38,38,0,6
24517,0,0,245,30,30,国庆礼包,17,null,null,30,30,0,7
24518,0,0,245,8,8,壮士礼包,18,null,null,8,8,0,8
24519,0,0,245,28,28,豪杰礼包,19,null,null,28,28,0,9
24520,0,0,245,60,60,诸侯礼包,20,null,null,60,60,0,10
24521,0,0,245,128,128,王候礼包,21,null,null,128,128,0,11
24522,0,0,245,198,198,霸主礼包,22,null,null,198,198,0,12
24523,0,0,245,328,328,君王礼包,23,null,null,328,328,0,13
24524,0,0,245,388,388,帝王礼包,24,null,null,388,388,0,14
24525,0,0,245,28,28,觉醒礼包,25,null,null,28,28,0,15
24526,0,0,245,28,28,堕天礼包,26,null,null,28,28,0,16
24527,0,0,245,28,28,诸侯回归礼包,27,null,null,28,28,0,17
24528,0,0,245,28,28,王候回归礼包,28,null,null,28,28,0,18
24529,0,0,245,28,28,霸主回归礼包,29,null,null,28,28,0,19
24530,0,0,245,28,28,君王回归礼包,30,null,null,28,28,0,20
24531,0,0,245,28,28,帝王回归礼包,31,null,null,28,28,0,21
24536,0,0,245,38,38,团购礼包,36,null,null,28,28,0,22
24608,300,0,246,30,30,30元至尊礼包,8,null,null,null,30,1,
24609,500,0,246,50,50,50元至尊礼包,9,null,null,50,50,1,
24610,880,0,246,88,88,88元至尊礼包,10,null,null,88,88,1,
24607,10120,1320,246,880,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
24606,7590,990,246,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
24601,60,0,246,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
24605,3300,300,246,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
24604,1050,50,246,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
24603,500,0,246,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
24602,300,0,246,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
24611,0,0,246,6,6,每日优惠礼包,11,null,null,6,6,0,1
24612,0,0,246,18,18,每日福利礼包,12,null,null,18,18,0,2
24613,0,0,246,30,30,春节礼包,13,null,null,30,30,0,3
24614,0,0,246,30,30,元宵礼包,14,null,null,30,30,0,4
24615,0,0,246,30,30,女将礼包,15,null,null,30,30,0,5
24616,0,0,246,38,38,暖冬礼包,16,null,null,38,38,0,6
24617,0,0,246,30,30,国庆礼包,17,null,null,30,30,0,7
24618,0,0,246,8,8,壮士礼包,18,null,null,8,8,0,8
24619,0,0,246,28,28,豪杰礼包,19,null,null,28,28,0,9
24620,0,0,246,60,60,诸侯礼包,20,null,null,60,60,0,10
24621,0,0,246,128,128,王候礼包,21,null,null,128,128,0,11
24622,0,0,246,198,198,霸主礼包,22,null,null,198,198,0,12
24623,0,0,246,328,328,君王礼包,23,null,null,328,328,0,13
24624,0,0,246,388,388,帝王礼包,24,null,null,388,388,0,14
24625,0,0,246,28,28,觉醒礼包,25,null,null,28,28,0,15
24626,0,0,246,28,28,堕天礼包,26,null,null,28,28,0,16
24627,0,0,246,28,28,诸侯回归礼包,27,null,null,28,28,0,17
24628,0,0,246,28,28,王候回归礼包,28,null,null,28,28,0,18
24629,0,0,246,28,28,霸主回归礼包,29,null,null,28,28,0,19
24630,0,0,246,28,28,君王回归礼包,30,null,null,28,28,0,20
24631,0,0,246,28,28,帝王回归礼包,31,null,null,28,28,0,21
24636,0,0,246,38,38,团购礼包,36,null,null,28,28,0,22
24808,300,0,248,30,30,30元至尊礼包,8,null,null,null,30,1,
24809,500,0,248,50,50,50元至尊礼包,9,null,null,50,50,1,
24810,880,0,248,88,88,88元至尊礼包,10,null,null,88,88,1,
24807,10120,1320,248,880,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
24806,7590,990,248,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
24801,60,0,248,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
24805,3300,300,248,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
24804,1050,50,248,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
24803,500,0,248,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
24802,300,0,248,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
24811,0,0,248,6,6,每日优惠礼包,11,null,null,6,6,0,1
24812,0,0,248,18,18,每日福利礼包,12,null,null,18,18,0,2
24813,0,0,248,30,30,春节礼包,13,null,null,30,30,0,3
24814,0,0,248,30,30,元宵礼包,14,null,null,30,30,0,4
24815,0,0,248,30,30,女将礼包,15,null,null,30,30,0,5
24816,0,0,248,38,38,暖冬礼包,16,null,null,38,38,0,6
24817,0,0,248,30,30,国庆礼包,17,null,null,30,30,0,7
24818,0,0,248,8,8,壮士礼包,18,null,null,8,8,0,8
24819,0,0,248,28,28,豪杰礼包,19,null,null,28,28,0,9
24820,0,0,248,60,60,诸侯礼包,20,null,null,60,60,0,10
24821,0,0,248,128,128,王候礼包,21,null,null,128,128,0,11
24822,0,0,248,198,198,霸主礼包,22,null,null,198,198,0,12
24823,0,0,248,328,328,君王礼包,23,null,null,328,328,0,13
24824,0,0,248,388,388,帝王礼包,24,null,null,388,388,0,14
24825,0,0,248,28,28,觉醒礼包,25,null,null,28,28,0,15
24826,0,0,248,28,28,堕天礼包,26,null,null,28,28,0,16
24827,0,0,248,28,28,诸侯回归礼包,27,null,null,28,28,0,17
24828,0,0,248,28,28,王候回归礼包,28,null,null,28,28,0,18
24829,0,0,248,28,28,霸主回归礼包,29,null,null,28,28,0,19
24830,0,0,248,28,28,君王回归礼包,30,null,null,28,28,0,20
24831,0,0,248,28,28,帝王回归礼包,31,null,null,28,28,0,21
24836,0,0,248,38,38,团购礼包,36,null,null,28,28,0,22
24908,300,0,249,30,30,30元至尊礼包,8,null,null,null,30,1,
24909,500,0,249,50,50,50元至尊礼包,9,null,null,50,50,1,
24910,880,0,249,88,88,88元至尊礼包,10,null,null,88,88,1,
24907,10120,1320,249,880,880,8800钻石,7,Common/ResouceIcon/Big/icon_big_diamond_part1_Tex,Present7,880,880,0,
24906,7590,990,249,660,660,6600钻石,6,Common/ResouceIcon/Big/icon_big_diamond_part2_Tex,Present5,660,660,0,
24901,60,0,249,6,6,60钻石,1,Common/ResouceIcon/Big/icon_big_diamond_part5_Tex,null,6,6,0,
24905,3300,300,249,300,300,3000钻石,5,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present2,300,300,0,
24904,1050,50,249,100,100,1000钻石,4,Common/ResouceIcon/Big/icon_big_diamond_part3_Tex,Present6,100,100,0,
24903,500,0,249,50,50,500钻石,3,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,50,50,0,
24902,300,0,249,30,30,300钻石,2,Common/ResouceIcon/Big/icon_big_diamond_part4_Tex,null,30,30,0,
24911,0,0,249,6,6,每日优惠礼包,11,null,null,6,6,0,1
24912,0,0,249,18,18,每日福利礼包,12,null,null,18,18,0,2
24913,0,0,249,30,30,春节礼包,13,null,null,30,30,0,3
24914,0,0,249,30,30,元宵礼包,14,null,null,30,30,0,4
24915,0,0,249,30,30,女将礼包,15,null,null,30,30,0,5
24916,0,0,249,38,38,暖冬礼包,16,null,null,38,38,0,6
24917,0,0,249,30,30,国庆礼包,17,null,null,30,30,0,7
24918,0,0,249,8,8,壮士礼包,18,null,null,8,8,0,8
24919,0,0,249,28,28,豪杰礼包,19,null,null,28,28,0,9
24920,0,0,249,60,60,诸侯礼包,20,null,null,60,60,0,10
24921,0,0,249,128,128,王候礼包,21,null,null,128,128,0,11
24922,0,0,249,198,198,霸主礼包,22,null,null,198,198,0,12
24923,0,0,249,328,328,君王礼包,23,null,null,328,328,0,13
24924,0,0,249,388,388,帝王礼包,24,null,null,388,388,0,14
24925,0,0,249,28,28,觉醒礼包,25,null,null,28,28,0,15
24926,0,0,249,28,28,堕天礼包,26,null,null,28,28,0,16
24927,0,0,249,28,28,诸侯回归礼包,27,null,null,28,28,0,17
