随机ID,抽卡类型,卡片ID,卡片等级,卡片进阶等级,备注
1852,57,8,1,0,魏国精选保底稀有金卡
1853,58,254,1,0,魏国精选保底印记
1854,58,255,1,0,魏国精选保底印记
1855,58,284,1,0,魏国精选保底印记
1856,58,291,1,0,魏国精选保底印记
1857,58,292,1,0,魏国精选保底印记
1858,58,311,1,0,魏国精选保底印记
1859,58,312,1,0,魏国精选保底印记
1860,58,329,1,0,魏国精选保底印记
1861,58,354,1,0,魏国精选保底印记
1862,58,371,1,0,魏国精选保底印记
1863,58,372,1,0,魏国精选保底印记
1864,58,388,1,0,魏国精选保底印记
1865,58,389,1,0,魏国精选保底印记
1866,58,405,1,0,魏国精选保底印记
1867,58,406,1,0,魏国精选保底印记
1868,58,409,1,0,魏国精选保底印记
1869,58,410,1,0,魏国精选保底印记
1870,58,429,1,0,魏国精选保底印记
1871,58,430,1,0,魏国精选保底印记
1872,58,455,1,0,魏国精选保底印记
1873,58,456,1,0,魏国精选保底印记
1874,58,473,1,0,魏国精选保底印记
1875,59,15,1,0,魏国精选保底金卡
1876,59,16,1,0,魏国精选保底金卡
1877,59,17,1,0,魏国精选保底金卡
1878,59,25,1,0,魏国精选保底金卡
1879,59,27,1,0,魏国精选保底金卡
1880,59,31,1,0,魏国精选保底金卡
1881,59,49,1,0,魏国精选保底金卡
1882,59,77,1,0,魏国精选保底金卡
1883,59,246,1,0,魏国精选保底金卡
1884,59,250,1,0,魏国精选保底金卡
1885,59,299,1,0,魏国精选保底金卡
1886,59,480,1,0,魏国精选保底金卡
1887,60,2,1,0,蜀国精选保底稀有金卡
1888,60,3,1,0,蜀国精选保底稀有金卡
1889,60,4,1,0,蜀国精选保底稀有金卡
1890,60,18,1,0,蜀国精选保底稀有金卡
1891,61,262,1,0,蜀国精选保底印记
1892,61,263,1,0,蜀国精选保底印记
1893,61,283,1,0,蜀国精选保底印记
1894,61,287,1,0,蜀国精选保底印记
1895,61,288,1,0,蜀国精选保底印记
1896,61,303,1,0,蜀国精选保底印记
1897,61,322,1,0,蜀国精选保底印记
1898,61,323,1,0,蜀国精选保底印记
1899,61,336,1,0,蜀国精选保底印记
1900,61,365,1,0,蜀国精选保底印记
1901,61,366,1,0,蜀国精选保底印记
1902,61,384,1,0,蜀国精选保底印记
1903,61,385,1,0,蜀国精选保底印记
1904,61,392,1,0,蜀国精选保底印记
1905,61,396,1,0,蜀国精选保底印记
1906,61,397,1,0,蜀国精选保底印记
1907,61,425,1,0,蜀国精选保底印记
1908,61,426,1,0,蜀国精选保底印记
1909,61,447,1,0,蜀国精选保底印记
1910,61,448,1,0,蜀国精选保底印记
1911,61,468,1,0,蜀国精选保底印记
1912,61,485,1,0,蜀国精选保底印记
1913,62,13,1,0,蜀国精选保底金卡
1914,62,20,1,0,蜀国精选保底金卡
1915,62,22,1,0,蜀国精选保底金卡
1916,62,23,1,0,蜀国精选保底金卡
1917,62,24,1,0,蜀国精选保底金卡
1918,62,67,1,0,蜀国精选保底金卡
1919,62,245,1,0,蜀国精选保底金卡
1920,62,252,1,0,蜀国精选保底金卡
1921,62,300,1,0,蜀国精选保底金卡
1922,63,6,1,0,吴国精选保底稀有金卡
1923,63,9,1,0,吴国精选保底稀有金卡
1924,63,10,1,0,吴国精选保底稀有金卡
1925,63,11,1,0,吴国精选保底稀有金卡
1926,63,14,1,0,吴国精选保底稀有金卡
1927,64,274,1,0,吴国精选保底印记
1928,64,275,1,0,吴国精选保底印记
1929,64,266,1,0,吴国精选保底印记
1930,64,267,1,0,吴国精选保底印记
1931,64,295,1,0,吴国精选保底印记
1932,64,296,1,0,吴国精选保底印记
1933,64,340,1,0,吴国精选保底印记
1934,64,341,1,0,吴国精选保底印记
1935,64,346,1,0,吴国精选保底印记
1936,64,347,1,0,吴国精选保底印记
1937,64,358,1,0,吴国精选保底印记
1938,64,359,1,0,吴国精选保底印记
1939,64,393,1,0,吴国精选保底印记
1940,64,401,1,0,吴国精选保底印记
1941,64,402,1,0,吴国精选保底印记
1942,64,421,1,0,吴国精选保底印记
1943,64,422,1,0,吴国精选保底印记
1944,64,435,1,0,吴国精选保底印记
1945,64,436,1,0,吴国精选保底印记
1946,64,443,1,0,吴国精选保底印记
1947,64,444,1,0,吴国精选保底印记
1948,64,464,1,0,吴国精选保底印记
1949,64,489,1,0,吴国精选保底印记
1950,65,12,1,0,吴国精选保底金卡
1951,65,26,1,0,吴国精选保底金卡
1952,65,36,1,0,吴国精选保底金卡
1953,65,46,1,0,吴国精选保底金卡
1954,65,48,1,0,吴国精选保底金卡
1955,65,74,1,0,吴国精选保底金卡
1956,65,55,1,0,吴国精选保底金卡
1957,65,69,1,0,吴国精选保底金卡
1958,65,204,1,0,吴国精选保底金卡
1959,65,248,1,0,吴国精选保底金卡
1960,65,253,1,0,吴国精选保底金卡
1961,65,301,1,0,吴国精选保底金卡
1962,66,19,1,0,群雄精选保底稀有金卡
1963,66,21,1,0,群雄精选保底稀有金卡
1964,66,28,1,0,群雄精选保底稀有金卡
1965,66,34,1,0,群雄精选保底稀有金卡
1966,67,258,1,0,群雄精选保底印记
1967,67,259,1,0,群雄精选保底印记
1968,67,270,1,0,群雄精选保底印记
1969,67,271,1,0,群雄精选保底印记
1970,67,304,1,0,群雄精选保底印记
1971,67,307,1,0,群雄精选保底印记
1972,67,308,1,0,群雄精选保底印记
1973,67,318,1,0,群雄精选保底印记
1974,67,319,1,0,群雄精选保底印记
1975,67,330,1,0,群雄精选保底印记
1976,67,337,1,0,群雄精选保底印记
1977,67,355,1,0,群雄精选保底印记
1978,67,376,1,0,群雄精选保底印记
1979,67,377,1,0,群雄精选保底印记
1980,67,380,1,0,群雄精选保底印记
1981,67,381,1,0,群雄精选保底印记
1982,67,413,1,0,群雄精选保底印记
1983,67,417,1,0,群雄精选保底印记
1984,67,439,1,0,群雄精选保底印记
1985,67,440,1,0,群雄精选保底印记
1986,67,414,1,0,群雄精选保底印记
1987,67,418,1,0,群雄精选保底印记
1988,67,481,1,0,群雄精选保底印记
1989,58,497,1,0,群雄精选保底印记
1990,68,44,1,0,群雄精选保底金卡
1991,68,52,1,0,群雄精选保底金卡
1992,68,61,1,0,群雄精选保底金卡
1993,68,35,1,0,群雄精选保底金卡
1994,68,59,1,0,群雄精选保底金卡
1995,68,135,1,0,群雄精选保底金卡
1996,68,203,1,0,群雄精选保底金卡
1997,68,206,1,0,群雄精选保底金卡
1998,68,247,1,0,群雄精选保底金卡
1999,68,251,1,0,群雄精选保底金卡
2000,68,302,1,0,群雄精选保底金卡
2001,69,5,1,0,魏国精选活动司马懿
2002,70,372,1,0,魏国精选活动堕天印贾诩
2003,70,388,1,0,魏国精选活动觉醒印曹仁
2004,71,2,1,0,蜀国精选活动关羽
2005,71,4,1,0,蜀国精选活动赵云
2006,72,384,1,0,蜀国精选活动觉醒印姜维
2007,73,9,1,0,吴国精选活动太史慈
2008,73,10,1,0,吴国精选活动周瑜
2009,74,341,1,0,吴国精选活动堕天印孙策
2010,75,34,1,0,群雄精选活动貂蝉
2011,76,377,1,0,群雄精选活动堕天印吕姬
2012,76,381,1,0,群雄精选活动堕天印吕玲琦
2013,77,7002,1,0,战场抽卡军情探报
2014,78,7003,1,0,战场抽卡精骑兵
2015,79,8,1,0,魏国精选活动张辽
2016,80,329,1,0,魏国精选活动觉醒印张辽
2017,80,389,1,0,魏国精选活动堕天印曹仁
2018,81,3,1,0,蜀国精选活动诸葛亮
2019,81,18,1,0,蜀国精选活动刘备
2020,82,384,1,0,蜀国精选活动觉醒印姜维
2021,83,11,1,0,吴国精选活动孙策
2022,83,14,1,0,吴国精选活动孙坚
2023,84,340,1,0,吴国精选活动觉醒印孙策
2024,85,21,1,0,群雄精选活动董卓
2025,86,319,1,0,群雄精选活动堕天印貂蝉
2026,86,355,1,0,群雄精选活动堕天印甄姬
2027,87,1,1,0,魏国精选活动曹操
2028,88,329,1,0,魏国精选活动觉醒印张辽
2029,88,372,1,0,魏国精选活动堕天印贾诩
2030,89,4,1,0,蜀国精选活动赵云
2031,89,2,1,0,蜀国精选活动关羽
2032,90,385,1,0,蜀国精选活动堕天印姜维
2033,91,9,1,0,吴国精选活动太史慈
2034,91,10,1,0,吴国精选活动周瑜
2035,92,346,1,0,吴国精选活动觉醒印孙坚
2036,93,21,1,0,群雄精选活动董卓
2037,94,381,1,0,群雄精选活动堕天印吕玲琦
2038,94,377,1,0,群雄精选活动堕天印吕姬
2039,95,7,1,0,魏国精选活动夏侯惇
2040,96,372,1,0,魏国精选活动堕天印贾诩
2041,96,329,1,0,魏国精选活动觉醒印张辽
2042,97,4,1,0,蜀国精选活动赵云
2043,97,2,1,0,蜀国精选活动关羽
2044,98,384,1,0,蜀国精选活动觉醒印姜维
2045,99,10,1,0,吴国精选活动周瑜
2046,99,9,1,0,吴国精选活动太史慈
2047,100,346,1,0,吴国精选活动觉醒印孙坚
2048,101,21,1,0,群雄精选活动董卓
2049,102,319,1,0,群雄精选活动堕天印貂蝉
2050,102,330,1,0,群雄精选活动堕天印张辽
2051,103,311,1,0,魏国精选活动觉醒印夏侯惇
2052,103,388,1,0,魏国精选活动觉醒印曹仁
2053,103,329,1,0,魏国精选活动觉醒印张辽
2054,104,3,1,0,蜀国精选活动诸葛亮
2055,104,18,1,0,蜀国精选活动刘备
2056,105,384,1,0,蜀国精选活动觉醒印姜维
2057,106,11,1,0,吴国精选活动孙策
2058,106,14,1,0,吴国精选活动孙坚
2059,107,340,1,0,吴国精选活动觉醒印孙策
2060,108,19,1,0,群雄精选活动吕布
2061,108,34,1,0,群雄精选活动貂蝉
2062,109,319,1,0,群雄精选活动堕天印貂蝉
2063,110,329,1,0,魏国精选活动觉醒印张辽
2064,110,372,1,0,魏国精选活动堕天印贾诩
2065,111,8,1,0,魏国精选活动张辽
2066,112,392,1,0,蜀国精选活动觉醒印孙尚香
2067,112,384,1,0,蜀国精选活动觉醒印姜维
2068,112,396,1,0,蜀国精选活动觉醒印黄月英
2069,113,10,1,0,吴国精选活动周瑜
2070,113,9,1,0,吴国精选活动太史慈
2071,114,346,1,0,吴国精选活动觉醒印孙坚
2072,115,376,1,0,群雄精选活动觉醒印吕姬
2073,115,380,1,0,群雄精选活动觉醒印吕玲绮
2074,116,34,1,0,群雄精选活动貂蝉
2075,117,8,1,0,精选活动张辽
2076,118,372,1,0,精选活动堕天印·贾诩
2077,118,311,1,0,精选活动觉醒印·夏侯惇
2078,119,3,1,0,精选活动诸葛亮
2079,119,4,1,0,精选活动赵云
2080,120,384,1,0,精选活动觉醒印姜维
2081,121,340,1,0,精选活动觉醒印孙策
2082,121,341,1,0,精选活动堕天印孙策
2083,121,346,1,0,精选活动觉醒印孙坚
2084,122,355,1,0,精选活动堕天印甄姬
2085,122,318,1,0,精选活动觉醒印貂蝉
2086,123,34,1,0,精选活动貂蝉
2087,124,1,1,0,精选抽卡活动曹操
2088,124,5,1,0,精选抽卡活动司马懿
2089,125,311,1,0,精选抽卡活动觉醒印夏侯惇
2090,126,18,1,0,精选抽卡活动刘备
2091,127,384,1,0,精选抽卡活动觉醒印姜维
2092,127,397,1,0,精选抽卡活动堕天印黄月英
2093,128,10,1,0,精选抽卡活动周瑜
2094,128,9,1,0,精选抽卡活动太史慈
2095,129,340,1,0,精选抽卡活动觉醒印孙策
2096,130,21,1,0,精选抽卡活动董卓
2097,130,34,1,0,精选抽卡活动貂蝉
2098,131,319,1,0,精选抽卡活动堕天印貂蝉
2099,132,8,1,0,精选抽卡活动张辽
2100,133,372,1,0,精选抽卡活动堕天印·贾诩
2101,133,329,1,0,精选抽卡活动觉醒印·张辽
2102,134,392,1,0,精选抽卡活动觉醒印·孙尚香
2103,134,384,1,0,精选抽卡活动觉醒印·姜维
2104,134,396,1,0,精选抽卡活动觉醒印·黄月英
2105,135,10,1,0,精选抽卡活动周瑜
2106,135,9,1,0,精选抽卡活动太史慈
2107,136,346,1,0,精选抽卡活动觉醒印·孙坚
2108,137,34,1,0,精选抽卡活动貂蝉
2109,138,376,1,0,精选抽卡活动觉醒印·吕姬
2110,138,380,1,0,精选抽卡活动觉醒印·吕玲绮
2111,139,1,1,0,精选抽卡活动曹操
2112,139,7,1,0,魏国精选活动夏侯惇
2113,140,329,1,0,精选抽卡活动觉醒印张辽
2114,141,3,1,0,精选活动诸葛亮
2115,141,4,1,0,精选活动赵云
2116,142,384,1,0,精选活动觉醒印姜维
2117,143,10,1,0,精选抽卡活动周瑜
2118,144,346,1,0,精选抽卡活动觉醒印孙坚
2119,144,341,1,0,精选活动堕天印孙策
2120,145,21,1,0,精选抽卡活动董卓
2121,145,34,1,0,精选抽卡活动貂蝉
2122,146,376,1,0,精选抽卡活动觉醒印吕姬
2123,147,7004,1,0,猴年活动卡银猴侍卫
2124,148,7005,1,0,猴年活动卡金猴将领
2125,149,1,1,0,精选抽卡活动曹操
2126,149,250,1,0,精选抽卡活动卞夫人
2127,150,254,1,0,精选抽卡活动觉醒印·曹操
2128,151,3,1,0,精选抽卡活动诸葛亮
2129,152,396,1,0,精选抽卡活动觉醒印·黄月英
2130,152,397,1,0,精选抽卡活动堕天印·黄月英
2131,153,11,1,0,精选抽卡活动孙策
2132,153,74,1,0,精选抽卡活动大乔
2133,154,341,1,0,精选抽卡活动堕天印·孙策
2134,155,21,1,0,精选抽卡活动董卓
2135,155,19,1,0,精选抽卡活动吕布
2136,156,319,1,0,精选抽卡活动堕天印·貂蝉
2137,157,4,1,0,精选活动赵云
2138,158,384,1,0,精选活动觉醒印·姜维
2139,158,397,1,0,精选活动堕天印·黄月英
2140,159,8,1,0,精选活动张辽
2141,160,388,1,0,精选活动觉醒印·曹仁
2142,160,372,1,0,精选活动堕天印·贾诩
2143,161,10,1,0,精选活动周瑜
2144,162,346,1,0,精选活动觉醒印·孙坚
2145,162,402,1,0,精选活动堕天印·吕蒙
2146,163,34,1,0,精选活动貂蝉
2147,164,319,1,0,精选活动堕天印·貂蝉
2148,164,330,1,0,精选活动堕天印·张辽
2149,165,5,1,0,精选抽卡活动司马懿
2150,166,311,1,0,精选抽卡活动觉醒印夏侯惇
2151,166,372,1,0,精选活动堕天印·贾诩
2152,167,18,1,0,精选抽卡活动刘备
2153,168,384,1,0,精选抽卡活动觉醒印姜维
2154,168,397,1,0,精选抽卡活动堕天印黄月英
2155,169,10,1,0,精选抽卡活动周瑜
2156,169,9,1,0,精选抽卡活动太史慈
2157,170,340,1,0,精选抽卡活动觉醒印孙策
2158,171,21,1,0,精选抽卡活动董卓
2159,171,34,1,0,精选抽卡活动貂蝉
2160,172,319,1,0,精选抽卡活动堕天印貂蝉
2161,173,8,1,0,精选抽卡张辽
2162,174,311,1,0,精选抽卡觉醒印·夏侯惇
2163,174,372,1,0,精选抽卡堕天印·贾诩
2164,175,2,1,0,精选抽卡关羽
2165,176,384,1,0,精选抽卡觉醒印·姜维
2166,176,366,1,0,精选抽卡堕天印·黄忠
2167,177,10,1,0,精选抽卡周瑜
2168,177,9,1,0,精选抽卡太史慈
2169,178,401,1,0,精选抽卡觉醒印·吕蒙
2170,179,21,1,0,精选抽卡董卓
2171,179,34,1,0,精选抽卡貂蝉
2172,180,318,1,0,精选抽卡觉醒印·貂蝉
2173,181,1,1,0,曹操
2174,182,292,1,0,堕天印·司马懿
2175,182,254,1,0,觉醒印·曹操
2176,183,4,1,0,精选活动赵云
2177,184,384,1,0,精选活动觉醒印·姜维
2178,184,397,1,0,精选活动堕天印·黄月英
2179,185,11,1,0,孙策
2180,185,9,1,0,太史慈
2181,186,295,1,0,觉醒印·周瑜
2182,187,19,1,0,吕布
2183,187,34,1,0,貂蝉
2184,188,258,1,0,觉醒印·吕布
2185,189,8,1,0,张辽
2186,190,329,1,0,觉醒印·张辽
2187,190,388,1,0,觉醒印·曹仁
2188,191,2,1,0,关羽
2189,192,384,1,0,觉醒印·姜维
2190,192,397,1,0,堕天印·黄月英
2191,193,14,1,0,孙坚
2192,193,10,1,0,周瑜
2193,194,341,1,0,堕天印·孙策
2194,195,19,1,0,吕布
2195,195,34,1,0,貂蝉
2196,196,330,1,0,堕天印·张辽
2197,197,7,1,0,夏侯惇
2198,198,372,1,0,堕天印·贾诩
2199,198,329,1,0,觉醒印·张辽
2200,199,4,1,0,赵云
2201,200,384,1,0,觉醒印·姜维
2202,200,392,1,0,觉醒印·孙尚香
2203,201,9,1,0,太史慈
2204,201,10,1,0,周瑜
2205,202,346,1,0,觉醒印·孙坚
2206,203,21,1,0,董卓
2207,203,206,1,0,吕姬
2208,204,258,1,0,觉醒印·吕布
2209,2400,376,1,0,神眷抽卡稀有印
2210,2400,377,1,0,神眷抽卡稀有印
2211,2400,380,1,0,神眷抽卡稀有印
2212,2400,381,1,0,神眷抽卡稀有印
2213,2400,384,1,0,神眷抽卡稀有印
2214,2400,385,1,0,神眷抽卡稀有印
2215,2400,388,1,0,神眷抽卡稀有印
2216,2400,389,1,0,神眷抽卡稀有印
2217,2400,392,1,0,神眷抽卡稀有印
2218,2400,393,1,0,神眷抽卡稀有印
2219,2400,396,1,0,神眷抽卡稀有印
2220,2400,397,1,0,神眷抽卡稀有印
2221,2400,401,1,0,神眷抽卡稀有印
2222,2400,402,1,0,神眷抽卡稀有印
2223,2400,405,1,0,神眷抽卡稀有印
2224,2400,406,1,0,神眷抽卡稀有印
2225,2400,409,1,0,神眷抽卡稀有印
2226,2400,410,1,0,神眷抽卡稀有印
2227,2400,413,1,0,神眷抽卡稀有印
2228,2400,417,1,0,神眷抽卡稀有印
2229,2400,421,1,0,神眷抽卡稀有印
2230,2400,422,1,0,神眷抽卡稀有印
2231,2400,425,1,0,神眷抽卡稀有印
2232,2400,426,1,0,神眷抽卡稀有印
2233,2400,429,1,0,神眷抽卡稀有印
2234,2400,430,1,0,神眷抽卡稀有印
2235,2400,435,1,0,神眷抽卡稀有印
2236,2400,436,1,0,神眷抽卡稀有印
2237,2400,439,1,0,神眷抽卡稀有印
2238,2400,440,1,0,神眷抽卡稀有印
2239,2400,443,1,0,神眷抽卡稀有印
2240,2400,444,1,0,神眷抽卡稀有印
2241,2400,447,1,0,神眷抽卡稀有印
2242,2400,448,1,0,神眷抽卡稀有印
2243,2401,1,1,0,神眷抽卡稀有金
2244,2401,2,1,0,神眷抽卡稀有金
2245,2401,3,1,0,神眷抽卡稀有金
2246,2401,4,1,0,神眷抽卡稀有金
2247,2401,5,1,0,神眷抽卡稀有金
2248,2401,6,1,0,神眷抽卡稀有金
2249,2401,7,1,0,神眷抽卡稀有金
2250,2401,8,1,0,神眷抽卡稀有金
2251,2401,9,1,0,神眷抽卡稀有金
2252,2401,10,1,0,神眷抽卡稀有金
2253,2401,11,1,0,神眷抽卡稀有金
2254,2401,14,1,0,神眷抽卡稀有金
2255,2401,18,1,0,神眷抽卡稀有金
2256,2401,19,1,0,神眷抽卡稀有金
2257,2401,21,1,0,神眷抽卡稀有金
2258,2401,28,1,0,神眷抽卡稀有金
2259,2401,34,1,0,神眷抽卡稀有金
2260,2402,12,1,1,神眷抽卡真金卡
2261,2402,13,1,1,神眷抽卡真金卡
2262,2402,15,1,1,神眷抽卡真金卡
2263,2402,16,1,1,神眷抽卡真金卡
2264,2402,69,1,1,神眷抽卡真金卡
2265,2402,20,1,1,神眷抽卡真金卡
2266,2402,22,1,1,神眷抽卡真金卡
2267,2402,23,1,1,神眷抽卡真金卡
2268,2402,24,1,1,神眷抽卡真金卡
2269,2402,77,1,1,神眷抽卡真金卡
2270,2402,26,1,1,神眷抽卡真金卡
2271,2402,27,1,1,神眷抽卡真金卡
2272,2402,35,1,1,神眷抽卡真金卡
2273,2402,36,1,1,神眷抽卡真金卡
2274,2402,44,1,1,神眷抽卡真金卡
2275,2402,67,1,1,神眷抽卡真金卡
2276,2402,49,1,1,神眷抽卡真金卡
2277,2402,52,1,1,神眷抽卡真金卡
2278,2402,59,1,1,神眷抽卡真金卡
2279,2402,206,1,1,神眷抽卡真金卡
2280,2403,17,1,2,神眷抽卡鬼金卡
2281,2403,74,1,2,神眷抽卡鬼金卡
2282,2403,25,1,2,神眷抽卡鬼金卡
2283,2403,135,1,2,神眷抽卡鬼金卡
2284,2403,203,1,2,神眷抽卡鬼金卡
2285,2403,204,1,2,神眷抽卡鬼金卡
2286,2403,31,1,2,神眷抽卡鬼金卡
2287,2403,245,1,2,神眷抽卡鬼金卡
2288,2403,246,1,2,神眷抽卡鬼金卡
2289,2403,247,1,2,神眷抽卡鬼金卡
2290,2403,248,1,2,神眷抽卡鬼金卡
2291,2403,250,1,2,神眷抽卡鬼金卡
2292,2403,251,1,2,神眷抽卡鬼金卡
2293,2403,252,1,2,神眷抽卡鬼金卡
2294,2403,253,1,2,神眷抽卡鬼金卡
2295,2403,299,1,2,神眷抽卡鬼金卡
2296,2403,300,1,2,神眷抽卡鬼金卡
2297,2403,301,1,2,神眷抽卡鬼金卡
2298,2403,48,1,2,神眷抽卡鬼金卡
2299,2403,46,1,2,神眷抽卡鬼金卡
2300,2403,55,1,2,神眷抽卡鬼金卡
2301,2403,61,1,2,神眷抽卡鬼金卡
2302,2404,7009,1,0,银将魂经验卡
2303,2405,414,1,0,堕天印·颜良
2304,2405,418,1,0,堕天印·文丑
2305,2405,464,1,0,觉醒印·大乔
2306,2405,453,1,0,天子汉献帝
2307,2406,451,1,0,觉醒印·汉献帝
2308,2407,7011,1,0,金将魂经验卡
2309,2408,497,1,0,觉醒印·许褚
2310,2409,481,1,0,觉醒印·于吉
2311,205,13,1,0,首抽必出金卡
2312,205,15,1,0,首抽必出金卡
2313,205,16,1,0,首抽必出金卡
2314,205,17,1,0,首抽必出金卡
2315,205,20,1,0,首抽必出金卡
2316,205,23,1,0,首抽必出金卡
2317,205,24,1,0,首抽必出金卡
2318,205,25,1,0,首抽必出金卡
2319,205,26,1,0,首抽必出金卡
2320,205,27,1,0,首抽必出金卡
2321,205,31,1,0,首抽必出金卡
2322,205,36,1,0,首抽必出金卡
2323,205,44,1,0,首抽必出金卡
2324,205,46,1,0,首抽必出金卡
2325,205,48,1,0,首抽必出金卡
2326,205,74,1,0,首抽必出金卡
2327,205,52,1,0,首抽必出金卡
2328,205,55,1,0,首抽必出金卡
2329,205,61,1,0,首抽必出金卡
2330,205,67,1,0,首抽必出金卡
2331,205,69,1,0,首抽必出金卡
2332,205,77,1,0,首抽必出金卡
2333,205,35,1,0,首抽必出金卡
2334,205,59,1,0,首抽必出金卡
2335,205,135,1,0,首抽必出金卡
2336,205,203,1,0,首抽必出金卡
2337,205,204,1,0,首抽必出金卡
2338,205,245,1,0,首抽必出金卡
2339,205,246,1,0,首抽必出金卡
2340,205,247,1,0,首抽必出金卡
2341,205,248,1,0,首抽必出金卡
2342,205,250,1,0,首抽必出金卡
2343,205,251,1,0,首抽必出金卡
2344,205,252,1,0,首抽必出金卡
2345,205,253,1,0,首抽必出金卡
2346,205,299,1,0,首抽必出金卡
2347,205,300,1,0,首抽必出金卡
2348,205,301,1,0,首抽必出金卡
2349,205,302,1,0,首抽必出金卡
2350,206,212,1,0,首抽必出金卡
2351,206,213,1,0,首抽必出金卡
2352,207,7012,1,0,七夕纪念卡飞星卡
2353,208,1,1,0,曹操
2354,208,8,1,0,张辽
2355,209,254,1,0,觉醒印·曹操
2356,209,255,1,0,堕天印·曹操
2357,209,329,1,0,觉醒印·张辽
2358,210,18,1,0,刘备
2359,210,4,1,0,赵云
2360,211,262,1,0,觉醒印·刘备
2361,211,263,1,0,堕天印·刘备
2362,211,303,1,0,觉醒印·赵云
2363,212,6,1,0,孙权
2364,212,9,1,0,太史慈
2365,213,266,1,0,觉醒印·孙权
2366,213,267,1,0,堕天印·孙权
2367,213,274,1,0,觉醒印·太史慈
2368,213,275,1,0,堕天印·太史慈
2369,214,19,1,0,吕布
2370,214,21,1,0,董卓
2371,215,258,1,0,觉醒印·吕布
2372,215,259,1,0,堕天印·吕布
2373,215,270,1,0,觉醒印·董卓
2374,215,271,1,0,堕天印·董卓
2375,215,330,1,0,堕天印·张辽
2376,215,304,1,0,堕天印·赵云
2377,216,5012,1,0,福·富商
2378,217,5013,1,0,瑞·富商
2379,218,5014,1,0,祥·富商
2380,219,336,1,0,马超印
2381,219,337,1,0,马超印
2382,220,429,1,0,典韦印
2383,220,430,1,0,典韦印
2384,220,435,1,0,甘宁印
2385,220,436,1,0,甘宁印
2386,221,7015,1,0,金色门神
2387,222,7016,1,0,钻石门神
2388,223,7017,1,0,世界杯卡
2389,224,464,1,0,觉醒印·大乔
2390,225,443,1,0,觉醒印·鲁肃
