序号|战法,活动类型(),排序索引,开启时间,活动持续时间（单位分钟）,关闭时间,时间参数,默认标题,跳转按钮文字（若为空，不显示跳转按钮）,跳转UI（0，不跳转| 11，充值界面| 1，推图界面| 14，抽卡界面| 24，竞技场| 6，卡册界面| 67，征讨| 9，封地| 17，活动界面|40，排行榜）,是否存储数,进行服务器ID,活动图标,活动背景图片,战力限制,未登陆时长[天],累计充值数额,整形参数1,整形参数2,整形参数3,整形参数4,整形参数5,整形参数6,整形参数7,整形参数8,整形参数9,整形参数10,整形参数11,字符串参数1,字符串参数2,字符串参数3,字符串参数4,字符串参数5,字符串参数6,提示信息,自动补发邮件ID
3074,9,80952,2018|12|20|0|20|0,120,2018|12|20|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity16_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3075,9,80952,2018|12|21|0|20|0,120,2018|12|21|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity16_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3076,9,80952,2018|12|22|0|20|0,120,2018|12|22|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity16_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3077,9,80952,2018|12|23|0|20|0,120,2018|12|23|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity16_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3078,9,80940,2018|12|17|0|0|0,1439,2018|12|17|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu11_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3079,9,80940,2018|12|18|0|0|0,1439,2018|12|18|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu11_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3080,9,80940,2018|12|19|0|0|0,1439,2018|12|19|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu11_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3081,9,80959,2018|12|17|0|0|0,10079,2018|12|23|0|23|59,,海阔天高 任鸟飞,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,2,1,5,888,1888,2888,3888,5888,0,0,0,您当前累计消耗{0}钻石,下个宝箱：累计消耗{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3082,9,80955,2018|12|20|0|0|0,1439,2018|12|20|0|23|59,,版本更新大狂欢,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,2,0,5,888,1888,2888,3888,5888,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3083,9,80955,2018|12|21|0|0|0,1439,2018|12|21|0|23|59,,版本更新大狂欢,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,2,0,5,888,1888,2888,3888,5888,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3084,9,80955,2018|12|22|0|0|0,1439,2018|12|22|0|23|59,,版本更新大狂欢,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,2,0,5,888,1888,2888,3888,5888,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3085,9,80955,2018|12|23|0|0|0,1439,2018|12|23|0|23|59,,版本更新大狂欢,立即参加,11,1,0,Banner_Activity08_Tex,activity_diamond_tex,0,0,0,2,0,5,888,1888,2888,3888,5888,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3086,9,80955,2018|12|17|0|0|0,1439,2018|12|17|0|23|59,,积少成多 志得意满,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,1,0,0,0,0,0,0,0,您当前累计充值{0}钻石,充值任意金额即可获得奖励,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3087,9,80955,2018|12|18|0|0|0,1439,2018|12|18|0|23|59,,积少成多 志得意满,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,1,0,0,0,0,0,0,0,您当前累计充值{0}钻石,充值任意金额即可获得奖励,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
3088,9,80955,2018|12|19|0|0|0,1439,2018|12|19|0|23|59,,积少成多 志得意满,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,1,0,0,0,0,0,0,0,您当前累计充值{0}钻石,充值任意金额即可获得奖励,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
100001,9,100001,1_1,20999,2000|2|2|0|0|0,,宝库物资（二）,立即参加,0,1,0,Banner_Activity05_Tex,New_activity06_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,礼包,NULL,NULL,NULL,这个活动很好玩,200000
100002,9,100002,1_1,20999,2000|2|2|0|0|0,,宝库物资（一）,立即参加,0,1,0,Banner_Activity06_Tex,New_activity06_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计购买{0}钻石,每累计购买1000钻石可获得宝箱,礼包,NULL,NULL,NULL,这个活动很好玩,200000
100003,9,100003,1_1,20999,2000|2|2|0|0|0,,卡魂助战（二）,立即参加,0,1,0,Banner_Activity07_Tex,New_activity05_tex,0,0,0,2,10,6,500000,1000000,2000000,5000000,12000000,30000000,0,12,您当前累计获得{0}卡魂,累计获得卡魂后可以领取,礼包,NULL,NULL,NULL,这个活动很好玩,200001
100004,9,100004,1_1,20999,2000|2|2|0|0|0,,卡魂助战（一）,立即参加,0,1,0,Banner_Activity08_Tex,New_activity05_tex,0,0,0,2,10,6,500000,1000000,2000000,5000000,12000000,30000000,0,13,您当前累计消耗{0}卡魂,累计消耗卡魂后可以领取,礼包,NULL,NULL,NULL,这个活动很好玩,200000
100005,9,100005,1_1,20999,2000|2|2|0|0|0,,壕门巨室,立即参加,0,1,0,Banner_Activity09_Tex,Bg_NewServers1_Tex,0,0,0,0,10,1,300,0,0,0,0,0,0,11,您当前累计获得{0}积分,,礼包,NULL,NULL,NULL,这个活动很好玩,200000
948,9,705,2018|1|1|0|0|0,44639,2018|1|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity01_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
949,9,705,2018|2|1|0|0|0,40319,2018|2|28|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,钻石礼包|钻石礼包|钻石礼包,NULL,NULL,NULL,这个活动很好玩,200000
950,9,705,2018|3|1|0|0|0,44639,2018|3|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,钻石礼包|钻石礼包|钻石礼包,NULL,NULL,NULL,这个活动很好玩,200000
951,9,705,2018|4|1|0|0|0,43199,2018|4|30|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,钻石礼包|钻石礼包|钻石礼包,NULL,NULL,NULL,这个活动很好玩,200000
952,9,705,2018|5|1|0|0|0,44639,2018|5|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
953,9,705,2018|6|1|0|0|0,43199,2018|6|30|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
954,9,705,2018|7|1|0|0|0,44639,2018|7|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
955,9,705,2018|8|1|0|0|0,44639,2018|8|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
956,9,705,2018|9|1|0|0|0,43199,2018|9|30|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
957,9,705,2018|10|1|0|0|0,44639,2018|10|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
958,9,705,2018|11|1|0|0|0,43199,2018|11|30|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
959,9,705,2018|12|1|0|0|0,44639,2018|12|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
960,9,705,2019|1|1|0|0|0,44639,2019|1|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity01_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
961,9,705,2019|2|1|0|0|0,40319,2019|2|28|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,钻石礼包|钻石礼包|钻石礼包,NULL,NULL,NULL,这个活动很好玩,200000
962,9,705,2019|3|1|0|0|0,44639,2019|3|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,钻石礼包|钻石礼包|钻石礼包,NULL,NULL,NULL,这个活动很好玩,200000
963,9,705,2019|4|1|0|0|0,43199,2019|4|30|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,钻石礼包|钻石礼包|钻石礼包,NULL,NULL,NULL,这个活动很好玩,200000
964,9,705,2019|5|1|0|0|0,44639,2019|5|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
965,9,705,2019|6|1|0|0|0,43199,2019|6|30|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
966,9,705,2019|7|1|0|0|0,44639,2019|7|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
967,9,705,2019|8|1|0|0|0,44639,2019|8|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
968,9,705,2019|9|1|0|0|0,43199,2019|9|30|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
969,9,705,2019|10|1|0|0|0,44639,2019|10|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
970,9,705,2019|11|1|0|0|0,43199,2019|11|30|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
971,9,705,2019|12|1|0|0|0,44639,2019|12|31|0|23|59,,月度充值大返利,立即参加,17,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,2,0,3,50000,100000,200000,0,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,礼包|豪华礼包|至尊礼包,NULL,NULL,NULL,这个活动很好玩,200000
1000,9,600,2013|1|19|0|0|0,4209119,2021|1|19|0|23|59,长期开放,累计充值超回馈,立即参加,11,1,0,Banner_Activity03_Tex,activity_diamond_tex,0,0,0,0,0,1,50000,0,0,0,0,0,0,0,您当前累计购买{0}钻石,每累计购买50000钻石可任选指定金卡1张,金卡宝箱,NULL,NULL,NULL,这个活动很好玩,200000
1011,9,15000,2014|12|2|0|12|0,2671919,2019|12|31|0|23|59,长期有效,充值送神将,立即参加,0,1,0,Banner_Activity01_Tex,activity_loginreward_tex,0,0,0,2,0,5,100,500,1000,5000,10000,0,0,0,您当前累计充值{0}钻石,累计充值指定钻石数可获得奖励,新年礼包,NULL,NULL,NULL,这个活动很好玩,200000
9990,4,2,0|0|0|1-2-3-4-5-6-7|0|0,1439,0|0|0|1-2-3-4-5-6-7|23|59,长期开放,午餐晚餐 领取军令,,0,0,0,Banner_ActivityJL_Tex,activity_junling_Tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
9991,9,1,0|0|0|1-2-3-4-5-6-7|12|0,120,0|0|0|1-2-3-4-5-6-7|14|0,,午餐军令,,0,0,0,Banner_ActivityJL_Tex,activity_blood_tex,0,0,0,0,2,1,1,0,0,0,0,0,0,0,每天12点-14点登陆游戏，即可领取军令奖励,NULL,NULL,NULL,NULL,NULL,详情请前往活动界面查看,0
9992,9,1,0|0|0|1-2-3-4-5-6-7|18|0,240,0|0|0|1-2-3-4-5-6-7|22|0,,晚餐军令,,0,0,0,Banner_ActivityJL_Tex,activity_blood_tex,0,0,0,0,2,1,1,0,0,0,0,0,0,0,每天18点-22点登陆游戏，即可领取军令奖励,NULL,NULL,NULL,NULL,NULL,详情请前往活动界面查看,0
9993,31,80958,2018|12|20|0|0|0,82079,2019|2|14|0|23|59,,庆典灯会,立即参加,14,0,0,Banner_Activity06_Tex,activity03_Bg_Tex,20700,0,0,209,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
9994,30,80959,2018|12|20|0|0|0,82079,2019|2|14|0|23|59,,庆典酒宴,立即参加,155,0,0,Banner_Activity03_Tex,activity03_Bg_Tex,20700,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,这个活动很好玩,200000
9995,29,80956,2018|12|20|0|0|0,82079,2019|2|14|0|23|59,,每日答题,立即参加,0,0,0,Banner_Activity01_Tex,activity_lotstone_tex,20700,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1、庆典期间，每天[FFCC00]18点~22点[-]可以进行答题活动\n2、每天每个玩家可以进行[FFCC00]20次[-]答题\n3、每次正确答题后可以获得一定的奖励，答错只获得一半的奖励\n      4、每天系统会根据每个玩家的答题情况进行排名，\n            然后每天24点根据排名发放排名奖励\n                  5、每道题目均有倒计时，倒计时结束后，\n                       玩家如果没有进行\n                               答题，则按照答题错误进行处理,200000
9996,29,80955,2018|10|15|0|0|0,7199,2018|10|19|0|23|59,,每日答题（二）,立即参加,0,0,0,Banner_Activity02_Tex,activity_lotstone_tex,20700,0,0,2,1,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1、庆典期间，每天[FFCC00]10点~12点[-]可以进行答题活动\n2、每天每个玩家可以进行[FFCC00]20次[-]答题\n3、每次正确答题后可以获得一定的奖励，答错只获得一半的奖励\n      4、每天系统会根据每个玩家的答题情况进行排名，\n            然后每天24点根据排名发放排名奖励\n                  5、每道题目均有倒计时，倒计时结束后，\n                       玩家如果没有进行\n                               答题，则按照答题错误进行处理,200000
9997,17,3,0|0|0|1-3-5-7|0|0,1439,0|0|0|1-3-5-7|23|59,全天开放,战术训练营,,0,0,0,Icon401_Tex,activity_zhanshu_tex,8800,0,0,3,611001,612001,613001,0,0,0,0,0,0,0,0 0 0|0 0 0|0 0 0,47 5 5|47 6 7|47 9 10,工坊训练营战术篇,10200|35700|78380,NULL,NULL,小心敌人利用箭塔吸引部队进入陷阱范围！\n可获得：杨木（可升级工坊器械）,200000
9998,17,4,0|0|0|2-4-6-7|0|0,1439,0|0|0|2-4-6-7|23|59,全天开放,伤害训练营,,0,0,0,Icon801_Tex,activity_shanghai_tex,8800,0,0,3,601001,602001,603001,0,0,0,0,0,0,0,0 0 0|0 0 0|0 0 0,44 5 5|44 6 7|44 9 10,工坊训练营伤害篇,10200|35700|78380,NULL,NULL,巧妙利用机关组合，在战斗中给予敌人更多的伤害！\n可获得：生铁（可升级工坊器械）,200000
10000,5,6,0|0|0|2-4|20|30,30,0|0|0|2-4|21|0,20:30-21:00,黄巾入侵,,0,0,0,Icon1001_Tex,activity_yellow_tex,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,联合全服力量，剿灭黄巾军！\n可获得：卡魂、传承券、漆盘券,200000
11103,6,1500,0|0|0|1-2-3-4-5-6-7|20|0,210,0|0|0|1-2-3-4-5-6-7|23|30,20:00-23:30,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼！\n可获得：四圣石、血玉、卡魂,200000
11128,6,1500,2018|5|18|0|0|0,1200,2018|5|18|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11129,6,1500,2018|5|18|0|23|30,29,2018|5|18|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11130,6,1500,2018|5|19|0|0|0,1200,2018|5|19|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11131,6,1500,2018|5|19|0|23|30,29,2018|5|19|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11132,6,1500,2018|5|20|0|0|0,1200,2018|5|20|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11133,6,1500,2018|5|20|0|23|30,29,2018|5|20|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11134,6,1500,2018|5|21|0|0|0,1200,2018|5|21|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11135,6,1500,2018|5|21|0|23|30,29,2018|5|21|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11136,6,1500,2018|5|22|0|0|0,1200,2018|5|22|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11137,6,1500,2018|5|22|0|23|30,29,2018|5|22|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11138,6,1500,2018|5|23|0|0|0,1200,2018|5|23|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11139,6,1500,2018|5|23|0|23|30,29,2018|5|23|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11140,6,1500,2018|5|24|0|0|0,1200,2018|5|24|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11141,6,1500,2018|5|24|0|23|30,29,2018|5|24|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11142,6,1500,2018|5|25|0|0|0,959,2018|5|25|0|15|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11143,6,1500,2018|10|1|0|0|0,1200,2018|10|1|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11144,6,1500,2018|10|1|0|23|30,29,2018|10|1|0|23|59,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
11145,6,1500,2018|10|2|0|0|0,1200,2018|10|2|0|20|0,全天开放,圣石漆盘,立即参加,0,0,0,Icon901_Tex,activity_lotstone_tex,1000,0,0,1000,45,90,135,180,280,380,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,转圣石漆盘，得丰厚好礼,200000
