编号,"表现类型（1,对话;2,信件;3,图片）",NPCID(对话头像填路径/邮件头像直接填ID),事件图片名,事件特效类型(0无1火2雨3群殴),事件触发Icon,音效路径,音效延时,事件描述(对话框内容/事件描述),"触发的表现(对应本表ID列,用于下一步的表现,0为事件结束)",选项1内容,选项2内容,选项3内容
820031,3,0,Event04_Tex,0,icon_event11_tex,null,0,你见二位死对头之间的气氛突然这么和谐，便乘势邀请两位一起加入主公的阵营。,820032,null,null,null
820032,3,0,Event06_Tex,0,icon_event11_tex,null,0,没想到两个人同时站起来怒拍桌子表示不愿意与对方效力于同一阵营，接着便打了起来。,0,这……赶紧劝架！,这两人又闹别扭了，我还是赶紧走吧,null
820041,3,0,Event06_Tex,0,icon_event11_tex,null,0,两个人好不容易停下了争斗，冷哼一声各自离开了酒馆，留下你一个人面对着满地狼藉，欲哭无泪……,0,null,null,null
820051,3,0,Event06_Tex,0,icon_event11_tex,null,0,你见这对冤家又打成了一团，知道劝架是没有用的，于是扔下了酒钱，离开了这里。,0,null,null,null
821011,3,0,Event04_Tex,0,icon_event11_tex,null,0,你在酒馆中遇见了正在一同饮酒的夏侯惇和关羽。,0,再添一只酒碗，我要与二位大将共饮,邀请二位猛将一同加入阵营,null
821021,3,0,Event04_Tex,0,icon_event11_tex,null,0,关羽和夏侯惇非常欢迎你的加入，你们三人共饮，好不畅快。,0,null,null,null
821031,3,0,Event04_Tex,0,icon_event11_tex,null,0,你见二位死对头之间的气氛突然这么和谐，便乘势邀请两位一起加入主公的阵营。,820032,null,null,null
821032,3,0,Event06_Tex,0,icon_event11_tex,null,0,没想到两个人同时站起来怒拍桌子表示不愿意与对方效力于同一阵营，接着便打了起来。,0,这……赶紧劝架！,这两人又闹别扭了，我还是赶紧走吧,null
821041,3,0,Event06_Tex,0,icon_event11_tex,null,0,两个人好不容易停下了争斗，冷哼一声各自离开了酒馆，留下你一个人面对着满地狼藉，欲哭无泪……,0,null,null,null
821051,3,0,Event06_Tex,0,icon_event11_tex,null,0,你见这对冤家又打成了一团，知道劝架是没有用的，于是扔下了酒钱，离开了这里。,0,null,null,null
822011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你来到了军营，准备要拜访典韦。,822012,null,null,null
822012,3,0,Event02_Tex,0,icon_event11_tex,null,0,四处打听之后，却得知典韦出去巡视了，并不在营内。,0,那我们明日再来拜访吧 ,还是在此等候一下吧,null
822021,3,0,Event02_Tex,0,icon_event11_tex,null,0,你休息了一番，第二天再来到军营时，却发现大军已经拔寨前往别处了，这里一个人都没有了……,0,null,null,null
822031,3,0,Event02_Tex,0,icon_event11_tex,null,0,你在营边的小树下坐下，等待典韦的归来，等着等着，你便睡着了。,822032,null,null,null
822032,3,0,Event06_Tex,0,icon_event11_tex,null,0,在此醒来之时，突然发现典韦举着一把大锤正对着你！,822033,null,null,null
822033,1,npc/icon/npc1012,null,0,icon_event11_tex,null,0,典韦：\n鬼鬼祟祟在此，莫非想要夜袭军营？好大的胆子！！,0,等等！这是误会！ ,不能坐等挨打啊！,null
822041,3,0,Event06_Tex,0,icon_event11_tex,null,0,你试图向典韦解释，他却完全不理会你，不得已之下，你只能逃离了这里。,0,null,null,null
822051,3,0,Event06_Tex,0,icon_event11_tex,null,0,你小心地与典韦打了起来，尽量不使用杀招，几招下来，他似乎感觉到你并没有恶意。,822052,null,null,null
822052,3,0,Event04_Tex,0,icon_event11_tex,null,0,你终于有机会澄清了事实，典韦大笑着将你领进了军营，正所谓不打不相识，现在你们也算是朋友了。,0,null,null,null
823011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你来到了城门外，突然在地上发现了一本遗落的书卷。,823012,null,null,null
823012,3,0,Event02_Tex,0,icon_event11_tex,null,0,书名《南中生活笔记》，作者署名：尼大王,823013,null,null,null
823013,3,0,Event02_Tex,0,icon_event11_tex,null,0,你翻开第一卷，上面记载着“如何驱赶毒蛇猛兽”，字迹非常缭乱，你几乎辨认不出。,0,继续往下翻,一定是没人要的笔记，还是丢弃吧,null
823021,3,0,Event02_Tex,0,icon_event11_tex,null,0,你翻过几卷，上面记载着“见到……白色羽扇……赶紧逃……”字迹非常缭乱，你只能辨认出其中几个字。,0,继续往下翻 ,有意思的笔记，将他收藏起来吧,null
823031,3,0,Event02_Tex,0,icon_event11_tex,null,0,想来不过是别人记录生活的书卷，应该没什么用，还是丢弃吧。,823032,null,null,null
823032,3,0,Event02_Tex,0,icon_event11_tex,null,0,你在城外转悠了一会儿，没有遇到任何人，天色渐暗，只能离开了这里。,0,null,null,null
823041,3,0,Event02_Tex,0,icon_event11_tex,null,0,笔记似乎还没有写完，再往下翻便是空白了。,823042,null,null,null
823042,3,0,Event02_Tex,0,icon_event11_tex,null,0,想来不过是别人记录生活的书卷，应该没什么用，还是丢弃吧。,823043,null,null,null
823043,3,0,Event02_Tex,0,icon_event11_tex,null,0,你在城外转悠了一会儿，没有遇到任何人，天色渐暗，只能离开了这里。,0,null,null,null
823051,3,0,Event02_Tex,0,icon_event11_tex,null,0,你对这本笔记感到非常有兴趣，将他收进了背包中。,823052,null,null,null
823052,3,0,Event02_Tex,0,icon_event11_tex,null,0,你在城外转悠了一会儿，没有遇到任何人，天色渐暗，你便离开了这里。,0,null,null,null
824011,3,0,Event06_Tex,0,icon_event11_tex,null,0,你来到了河边，看到一名武将正在河边练习枪法，这枪法非常绝妙，就算是身经百战的你也不由得赞叹起来。,0,与他切磋一番！ ,拜他为师，学习这套枪法。,null
824021,3,0,Event06_Tex,0,icon_event11_tex,null,0,你向童渊发出了切磋邀请，他欣然接受。,824022,null,null,null
824022,3,0,Event06_Tex,0,icon_event11_tex,null,0,一个时辰之后，你还是败在了他的枪法之下，你感到非常羞愧，低着头离开了这里。,0,null,null,null
824031,3,0,Event02_Tex,0,icon_event11_tex,null,0,童渊欣然接受了你的请求，并且询问你要学习哪种枪法。,0,百鸟朝凤枪 ,千鸟朝凤枪,null
824041,3,0,Event02_Tex,0,icon_event11_tex,null,0,这是一套实用且基础的枪法，他的徒弟张任非常擅长这种枪法。,824042,null,null,null
824042,3,0,Event02_Tex,0,icon_event11_tex,null,0,他派张任指导你学习这套枪法，在张任的指点下，你很快学会了。,0,null,null,null
824051,3,0,Event02_Tex,0,icon_event11_tex,null,0,这是一套华丽而高难度的枪法，这世上只有他才能灵活使用。,824052,null,null,null
824052,3,0,Event02_Tex,0,icon_event11_tex,null,0,在童渊的指点下，你总算可以勉强地把枪法记住，想要灵活运用，恐怕还需要多加练习。,0,null,null,null
825011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你在路边遇到了文丑，只是他似乎也在寻找某人。,825012,null,null,null
825012,1,npc/icon/npc50,null,0,icon_event11_tex,null,0,文丑：\n哼，等我和颜良兄弟联手起来，谁都不是我们的对手！,825013,null,null,null
825013,1,npc/icon/npc50,null,0,icon_event11_tex,null,0,文丑：\n唉唉，你可有见过我的颜良兄弟？,0,他与我一同出巡，现在应该正在某处,不知道，我们不久便走散了,null
825021,3,0,Event02_Tex,0,icon_event11_tex,null,0,在你的指引下，文丑很快找到了颜良，两个人一起上山找人决斗去了。,825022,null,null,null
825022,3,0,Event02_Tex,0,icon_event11_tex,null,0,之后的事情如何你便不得而知了。,0,null,null,null
825031,3,0,Event02_Tex,0,icon_event11_tex,null,0,没有得到颜良的消息，文丑急急忙忙到别处打听去了。,825032,null,null,null
825032,3,0,Event02_Tex,0,icon_event11_tex,null,0,看他似乎有着急事，你不便打扰，只能离开了这里。,0,null,null,null
826011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你一路寻找，终于在城外的某个树林遇到了武将魏延。,826012,null,null,null
826012,3,0,Event02_Tex,0,icon_event11_tex,null,0,他坐在树下，似乎正在休息，尽管如此，他的表情依然令人畏惧。,0,向这位猛将发出邀请,他看着一脸凶相，还是算了…… ,null
826021,3,0,Event02_Tex,0,icon_event11_tex,null,0,你邀请魏延加入主公的阵营，他睁眼看了你一眼，并没有理睬你。,0,再次邀请。,还是放弃吧…… ,null
826031,3,0,Event02_Tex,0,icon_event11_tex,null,0,你被一脸杀气的魏延震慑到了，默默地离开了这里……,0,null,null,null
826041,3,0,Event02_Tex,0,icon_event11_tex,null,0,你并没有放弃，继续游说希望打动这位猛将。,826042,null,null,null
826042,3,0,Event02_Tex,0,icon_event11_tex,null,0,魏延的表情似乎有点犹豫，大概他从来没见过这么多话的人吧……,0,null,null,null
826051,3,0,Event02_Tex,0,icon_event11_tex,null,0,因为魏延表现出来的冷漠，你似乎受到了一些打击，有点落寞地离开了这里。,0,null,null,null
827011,3,0,Event03_Tex,0,icon_event11_tex,null,0,听说袁绍正在城内设宴，邀请了各位名将豪杰参与宴会，你也来到了宴会现场。,827012,null,null,null
827012,1,npc/icon/npc53,null,0,icon_event11_tex,null,0,袁绍：\n欢迎各位英雄豪杰来到宴会现场，不甚荣幸！,827013,null,null,null
827013,1,npc/icon/npc53,null,0,icon_event11_tex,null,0,袁绍：\n请问阁下是代表哪路诸侯赴宴？,0,我代表荆州城天子亲军！ ,还是低调一些吧。,null
827021,1,npc/icon/npc53,null,0,icon_event11_tex,null,0,袁绍：\n天子亲军？是从荆州白手起家的那位小英雄啊，幸会。,827022,null,null,null
827022,3,0,Event03_Tex,0,icon_event11_tex,null,0,袁绍淡淡地答复了几句便去招待其他名门望族了，在之后的宴会中再也没有与你谈话。,827023,null,null,null
827023,3,0,Event03_Tex,0,icon_event11_tex,null,0,真是一个势力的人，等主公强大到统一乱世的那天，他应该会后悔莫及吧。,0,null,null,null
827031,3,0,Event03_Tex,0,icon_event11_tex,null,0,你并没有回答袁绍的问题，他也没有多问。,827032,null,null,null
827032,3,0,Event03_Tex,0,icon_event11_tex,null,0,宴会的气氛非常热闹，正在大家举杯畅怀的时候，外面突然传来了喧嚣的打闹声。,827033,null,null,null
827033,1,npc/icon/npc53,null,0,icon_event11_tex,null,0,袁绍：\n难得袁某佳节之日设宴招待各位，没想到有人闹事，真是对不住各位。,827034,null,null,null
827034,1,npc/icon/npc53,null,0,icon_event11_tex,null,0,袁绍：\n不知哪位英雄有意出面给外面的闹事者一点教训？,0,我去教训一下他们！ ,嗯……我要不要出面呢？ ,null
827041,3,0,Event06_Tex,0,icon_event11_tex,null,0,你出面摆平了闹事者，赢得了现场所有人的尊敬。,827042,null,null,null
827042,3,0,Event03_Tex,0,icon_event11_tex,null,0,袁绍也向你表示了敬意，宴会继续举行，各路豪杰们一起度过了一个美妙的夜晚。,0,null,null,null
827051,3,0,Event06_Tex,0,icon_event11_tex,null,0,在你犹豫之时，已经有一位英雄出面摆平了闹事者，赢得了现场所有人的尊敬。,827052,null,null,null
827052,3,0,Event03_Tex,0,icon_event11_tex,null,0,既然事情已经摆平，你也不再多想，宴会在平静的气氛中继续进行。,0,null,null,null
828011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你打听到了董卓的住处，准备要拜访他。,828012,null,null,null
828012,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人，我们将要拜访董卓，是不是该准备一些礼物呢？,0,准备一柄宝刀赠与他吧,准备一柄长枪赠与他吧,null
828021,3,0,Event03_Tex,0,icon_event11_tex,null,0,你来到了城里最有名的锻造店，准备选购一柄宝刀。,0,这柄古锭刀不错 ,这柄七星刀不错,null
828031,3,0,Event03_Tex,0,icon_event11_tex,null,0,你来到了城里最有名的锻造店，准备选购一柄好枪。,0,选择这柄实用的银枪吧,买一把精雕细琢的好看的铁枪吧 ,null
828041,3,0,Event04_Tex,0,icon_event11_tex,null,0,你带着古锭刀探望董卓，董卓收下了你的礼物。,828042,null,null,null
828042,3,0,Event02_Tex,0,icon_event11_tex,null,0,可惜因为公务缠身，董卓并没能接待你，你只能遗憾的离开了这里。,0,null,null,null
828051,3,0,Event04_Tex,0,icon_event11_tex,null,0,你带着七星刀探望董卓，董卓高兴地收下了你的礼物。,828052,null,null,null
828052,3,0,Event04_Tex,0,icon_event11_tex,null,0,他非常热情地接待了你，你们进行了一场愉快地谈话。,0,null,null,null
828061,3,0,Event04_Tex,0,icon_event11_tex,null,0,你带着银枪探望董卓，董卓收下了你的礼物。,828062,null,null,null
828062,3,0,Event04_Tex,0,icon_event11_tex,null,0,随后你们相谈甚欢，度过了一个有意义的下午。,0,null,null,null
828071,3,0,Event04_Tex,0,icon_event11_tex,null,0,你带着木枪探望董卓，董卓收下了你的礼物。,828072,null,null,null
828072,3,0,Event02_Tex,0,icon_event11_tex,null,0,可惜因为公务缠身，董卓并没能接待你，你只能遗憾的离开了这里。,0,null,null,null
829011,3,0,Event03_Tex,0,icon_event11_tex,null,0,你来到了孙坚的住处，准备要拜访他。,829012,null,null,null
829012,1,npc/icon/npc103,null,0,icon_event11_tex,null,0,孙坚：\n我道是谁来探望，原来是你啊！真是幸会幸会！,829013,null,null,null
829013,1,npc/icon/npc103,null,0,icon_event11_tex,null,0,孙坚：\n难得朋友来访，是不是该准备点什么节目助兴呢？,0,一壶酒足以！ ,一切听你的吧！,null
829021,1,npc/icon/npc103,null,0,icon_event11_tex,null,0,孙坚：\n哈哈哈哈，所言极是！那今日我们便不醉不归！,829022,null,null,null
829022,3,0,Event04_Tex,0,icon_event11_tex,null,0,你和孙坚举杯共饮，相谈甚欢，度过了一个愉快的夜晚。,0,null,null,null
829031,1,npc/icon/npc103,null,0,icon_event11_tex,null,0,孙坚：\n果然是畅快的人！不如你我双方切磋切磋武艺，给大家助助兴吧！,829032,null,null,null
829032,1,npc/icon/npc103,null,0,icon_event11_tex,null,0,孙坚：\n你可任选一项擅长的作为比试项目。,0,比试刀法 ,比试弓术,null
829041,3,0,Event06_Tex,0,icon_event11_tex,null,0,你和孙坚的部下互相切磋了刀法，孙坚的部下果然各个武艺高强，几场下来你们只得了个平局。,829042,null,null,null
829042,3,0,Event06_Tex,0,icon_event11_tex,null,0,不知是因为比试不够精彩还是不胜酒力，此时孙坚已经默默地趴在桌上睡着了……,0,null,null,null
829051,1,npc/icon/npc68,null,0,icon_event11_tex,null,0,孙尚香：\n哼哼！弓术我最擅长，父亲，就让我来与他比试比试吧！,829052,null,null,null
829052,3,0,Event06_Tex,0,icon_event11_tex,null,0,孙家大小姐果然不简单，几个回合下来，你好不容易才与她战成平局。,829053,null,null,null
829053,3,0,Event04_Tex,0,icon_event11_tex,null,0,在场的所有人都为这场精彩的比试叫好，只是孙尚香似乎对你们的比试结果并不服气……,829054,null,null,null
829054,3,0,Event04_Tex,0,icon_event11_tex,null,0,不管怎么说，这真是一个愉快的夜晚。,0,null,null,null
830011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你在路边遇到了凌统。,830012,null,null,null
830012,1,npc/icon/npc123,null,0,icon_event11_tex,null,0,凌统：\n听闻你们正在找我？,830013,null,null,null
830013,1,npc/icon/npc123,null,0,icon_event11_tex,null,0,凌统：\n只是我刚听说听说河边来了几个可疑的游贼……,830014,null,null,null
830014,1,npc/icon/npc123,null,0,icon_event11_tex,null,0,凌统：\n这些游贼最可恶了，我绝对不能放过！,830015,null,null,null
830015,1,npc/icon/npc123,null,0,icon_event11_tex,null,0,凌统：\n等摆平他们之后，我一定回来拜访！先告辞！,830016,null,null,null
830016,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n凌统这家伙跑的倒挺快，大人，我们该怎么办呢？,0,反正也追不上了，算了吧,一起去河边看看吧,null
830021,3,0,Event02_Tex,0,icon_event11_tex,null,0,转眼间已经没有了凌统的踪影，于是你放弃了追赶，离开了这里。,0,null,null,null
830031,3,0,Event02_Tex,0,icon_event11_tex,null,0,河边停着几只船舶，船上满是一些打扮粗犷的汉子。,0,恐怕真是游贼，先消灭再说 ,先调查清楚这些人的来历,null
830041,3,0,Event06_Tex,0,icon_event11_tex,null,0,你与凌统合力轻松消灭了船舶中的人，也算是为民除了一大祸害。,830042,null,null,null
830042,3,0,Event02_Tex,0,icon_event11_tex,null,0,正当你与凌统准备小叙一番时，他似乎又想起其他要事，急匆匆辞别而去，你也只能无奈的离开了这里……,0,null,null,null
830051,1,npc/icon/npc121,null,0,icon_event11_tex,null,0,甘宁：\n等等等等！别打别打！,830052,null,null,null
830052,1,npc/icon/npc123,null,0,icon_event11_tex,null,0,凌统：\n= =你怎么也在这里？莫非……,830053,null,null,null
830053,1,npc/icon/npc121,null,0,icon_event11_tex,null,0,甘宁：\n这些人都是我以前的老朋友们！早就不干那些偷鸡摸狗的事情了！,830054,null,null,null
830054,1,npc/icon/npc121,null,0,icon_event11_tex,null,0,甘宁：\n他们来此，都是为了兄弟们过节聚一聚。,830055,null,null,null
830055,1,npc/icon/npc121,null,0,icon_event11_tex,null,0,甘宁：\n可不是来打家劫舍的。,830056,null,null,null
830056,3,0,Event04_Tex,0,icon_event11_tex,null,0,你与船上的人成为了朋友，在他们的邀请下，你们来到船上，与江湖兄弟们一同喝酒吃肉，好不痛快。,0,null,null,null
831011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你赶到了【最强骑兵大赛】的比赛现场。,831012,null,null,null
831012,1,npc/icon/npc1026,null,0,icon_event11_tex,null,0,裁判：\n这位大人，你是来报名参加最强骑兵大赛的吗？,0,来都来了，我要参战！,不，我只是来围观的,null
831021,3,0,Event06_Tex,0,icon_event11_tex,null,0,你报名参加了【最强骑兵大赛】，并且一路过关斩将，夺下了第一名！,831022,null,null,null
831022,3,0,Event02_Tex,0,icon_event11_tex,null,0,虽然最初来到这里的目的已经不记得了，但是能得到冠军真是一件可喜可贺的事情！恭喜恭喜呀！,0,null,null,null
831031,3,0,Event06_Tex,0,icon_event11_tex,null,0,比赛非常热烈，选手们的对决非常精彩，观众的情绪也很高涨。,831032,null,null,null
831032,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n骑兵的对决真是热血啊！,831033,null,null,null
831033,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n不知大人认为骑兵技能哪家强呢？,0,大红莲疾风,白马将军令 ,null
831041,3,0,Event06_Tex,0,icon_event11_tex,null,0,正如你所说，拥有大红莲疾风的张辽一路过关斩将，最终夺下了第一名！,831042,null,null,null
831042,3,0,Event04_Tex,0,icon_event11_tex,null,0,你向他表达了祝贺，你们进行了一场非常愉快的谈话。,0,null,null,null
831051,3,0,Event06_Tex,0,icon_event11_tex,null,0,也许你是瞎猜的，但拥有白马将军令的公孙瓒居然打败了张辽夺得了第一名，观众们非常吃惊。,831052,null,null,null
831052,3,0,Event02_Tex,0,icon_event11_tex,null,0,由于比赛失利，张辽的情绪非常低落，比赛一结束便离开了会场，你再也没有找到他……,0,null,null,null
832011,3,0,Event03_Tex,0,icon_event11_tex,null,0,你收到了曹操的邀请函，请你参加他准备的春节宴会。,0,参加,不参加,null
832021,3,0,Event03_Tex,0,icon_event11_tex,null,0,你应邀来到了会场，果真是一场盛大的宴会。,832022,null,null,null
832022,3,0,Event01_Tex,0,icon_event11_tex,null,0,会场的中央，几名异国美人正在表演舞姿奇异的舞蹈。,0,盯着异国美人的眼睛看,舞蹈虽美，我却欣赏不来,null
832031,3,0,Event02_Tex,0,icon_event11_tex,null,0,你思考再三仍然不愿意与奸雄为伍，因此婉拒了曹操的邀请。,0,null,null,null
832041,3,0,Event01_Tex,0,icon_event11_tex,null,0,深深地被这奇异的舞姿迷住了，一直到宴会结束，都无法忘怀……,0,null,null,null
832051,3,0,Event01_Tex,0,icon_event11_tex,null,0,异国美人的舞蹈结束，一位眉毛微蹙的美人，抱着琴演奏起了一首略带悲伤的曲子。,0,凝神倾听这优美的旋律,琴声虽美，我却欣赏不来,null
832061,3,0,Event01_Tex,0,icon_event11_tex,null,0,你深深地被这优美的旋律迷住了，一直到宴会结束，都无法忘怀……,0,null,null,null
832071,3,0,Event01_Tex,0,icon_event11_tex,null,0,一曲终了，几位曼妙的舞女站到了会场中央，开始了她们的表演。,0,屏息观赏这场舞蹈,舞蹈虽美，我却欣赏不来,null
832081,3,0,Event01_Tex,0,icon_event11_tex,null,0,你深深地被这曼妙的舞姿迷住了，一直到宴会结束，都无法忘怀……,0,null,null,null
832091,1,npc/icon/npc41,null,0,icon_event11_tex,null,0,曹操：\n感谢各位参加曹某准备的宴会，希望大家玩得尽兴。,0,不如我来表演舞剑为大家助兴 ,为这场盛大的宴会，干杯！ ,null
832101,3,0,Event04_Tex,0,icon_event11_tex,null,0,你一时兴起决定舞剑一首为大家助兴。,832102,null,null,null
832102,3,0,Event04_Tex,0,icon_event11_tex,null,0,你的表演赢得了所有参加宴会人士的赞赏，曹操也非常高兴，你们度过了一个美妙的夜晚。,0,null,null,null
832111,3,0,Event04_Tex,0,icon_event11_tex,null,0,所有在场的观众都举起了酒杯，你由于喝了太多的酒，醉的不省人事，在宴会结束后被人送回了家。,0,null,null,null
833011,3,0,Event02_Tex,0,icon_event11_tex,null,0,你在街上遇到了一位身穿“子龙命”字样长袍的村民。,833012,null,null,null
833012,1,npc/icon/npc2001,null,0,icon_event11_tex,null,0,赵云关爱协会成员：\n如果你参加赵云关爱协会的话，可以有机会见到赵云本人哦！,833013,null,null,null
833013,1,npc/icon/npc2001,null,0,icon_event11_tex,null,0,赵云关爱协会成员：\n不过在加入之前，你得回答一些问题。,833014,null,null,null
833014,1,npc/icon/npc2001,null,0,icon_event11_tex,null,0,赵云关爱协会成员：\n问题一：赵云的专属武器是？,0,青釭剑,七星刀 ,null
833021,1,npc/icon/npc2001,null,0,icon_event11_tex,null,0,赵云关爱协会成员：\n问题二：1级龙胆赵云卡片的基础属性是？,0,武力643 智力460 兵力805 ,武力587 智力477 兵力844 ,null
833031,1,npc/icon/npc2001,null,0,icon_event11_tex,null,0,赵云关爱协会成员：\n回答错误！不好意思，你没有资格加入赵云关爱协会！,833032,null,null,null
833032,3,0,Event02_Tex,0,icon_event11_tex,null,0,那位成员再也没有理你。你转悠了一会儿，仍然没有找到任何人，只能离开了这里。,0,null,null,null
833041,1,npc/icon/npc2001,null,0,icon_event11_tex,null,0,赵云关爱协会成员：\n回答错误！不好意思，你没有资格加入赵云关爱协会！,833042,null,null,null
833042,3,0,Event02_Tex,0,icon_event11_tex,null,0,那位村民再也没有理你。你转悠了一会儿，仍然没有找到任何人，只能离开了这里。,0,null,null,null
833051,1,npc/icon/npc2001,null,0,icon_event11_tex,null,0,赵云关爱协会成员：\n正确！你可以加入赵云关爱协会了！,833052,null,null,null
833052,3,0,Event03_Tex,0,icon_event11_tex,null,0,你正式加入了赵云关爱协会，并且得到了一张会员卡。,0,null,null,null
834011,3,0,Event03_Tex,0,icon_event11_tex,null,0,你来到了刘备的住处，准备要拜访他。,834012,null,null,null
834012,3,0,Event04_Tex,0,icon_event11_tex,null,0,刘备非常高兴地接待了你，你们一边饮酒一边谈论天下大事。,834013,null,null,null
834013,1,npc/icon/npc42,null,0,icon_event11_tex,null,0,刘备：\n不知大人认为，这纷争不断的乱世想要统一，究竟需要依靠什么呢？,0,自然是力量！ ,仁德可以征服一切！,null
834021,3,0,Event02_Tex,0,icon_event11_tex,null,0,刘备笑了笑，转换了话题。你们闲话家常，聊了一会儿觉得无趣，你便告辞了。,0,null,null,null
834031,1,npc/icon/npc42,null,0,icon_event11_tex,null,0,刘备：\n正是如此！大人原来是同道中人！,834032,null,null,null
834032,3,0,Event04_Tex,0,icon_event11_tex,null,0,刘备非常高兴，与你探讨了更多想法，并在你临走前，请你挑选一些礼物。,0,收下草鞋作为礼物,收下一斤牛肉作为礼物,null
834041,3,0,Event02_Tex,0,icon_event11_tex,null,0,你收下了皇叔限定版草鞋，告别了刘备的住处。,0,null,null,null
834051,3,0,Event02_Tex,0,icon_event11_tex,null,0,你收下了刘备赠与的牛肉，依依不舍地离开了这里。,0,null,null,null
835011,3,0,Event03_Tex,0,icon_event11_tex,null,0,你打听到了司马懿的住处，准备要拜访他。,835012,null,null,null
835012,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n大人，我们将要拜访司马懿，是不是该准备一些礼物呢？,0,我们诚心拜访，不需要准备,登门拜访，是应当准备礼物,null
835021,3,0,Event04_Tex,0,icon_event11_tex,null,0,你心怀诚意地来到了司马懿的住处，却得知他刚刚出门并不在家。,835022,null,null,null
835022,3,0,Event04_Tex,0,icon_event11_tex,null,0,司马昭与王元姬热情地接待了你，虽然略有遗憾，总算是值得高兴的一天。,0,null,null,null
835031,1,npc/icon/npc305,null,0,icon_event11_tex,null,0,王涵雨：\n所言极是，那我们该准备些什么礼物呢？,0,准备些自家做的包子,准备些西域来的葡萄,null
835041,3,0,Event04_Tex,0,icon_event11_tex,null,0,你准备了一些自家制的包子拜访司马懿，他非常爱吃，你们相谈甚欢，度过了美好的一天。,0,null,null,null
835051,3,0,Event04_Tex,0,icon_event11_tex,null,0,你准备了一些西域的葡萄拜访司马懿，他似乎对于这个礼物非常惊讶。,835052,null,null,null
835052,3,0,Event04_Tex,0,icon_event11_tex,null,0,你们相谈甚欢，度过了美好的一天。,0,null,null,null
836011,3,0,Event03_Tex,0,icon_event11_tex,null,0,你来到了孙权的住处，准备拜访孙权。,836012,null,null,null
836012,1,npc/icon/npc1021,null,0,icon_event11_tex,null,0,小厮：\n大人您好，主人正在屋内，您请进。,0,前往孙家后院,前往孙家前厅,null
836021,3,0,Event02_Tex,0,icon_event11_tex,null,0,后院内长着漂亮而奇特的花草，不时还有小鸟飞过，你完全陶醉在了美景之下。,0,随手抓住一只小鸟,随手摘一朵双生花,null
836031,3,0,Event04_Tex,0,icon_event11_tex,null,0,你在前厅遇到了孙权，他对你的到来表示非常高兴，并为你在大堂开设了宴会。,0,此时若以舞助兴，岂不美哉,此时若有美酒助兴，此生无憾,null
836041,3,0,Event04_Tex,0,icon_event11_tex,null,0,你伸手抓住了一只小鸟，碰巧遇见了孙权的儿子孙亮，你将手中的小鸟赠送给了他。,836042,null,null,null
836042,3,0,Event04_Tex,0,icon_event11_tex,null,0,孙亮非常高兴，一直吵着要你陪同玩耍，直到你离开。,0,null,null,null
836051,3,0,Event04_Tex,0,icon_event11_tex,null,0,你顺手摘了一朵美丽的双生花，碰巧遇见了孙权的女儿孙小虎，你将手中的小花送给了她。,836052,null,null,null
836052,3,0,Event04_Tex,0,icon_event11_tex,null,0,孙小虎非常高兴，经常为你递茶倒水，直到你离开。,0,null,null,null
836061,1,npc/icon/npc69,null,0,icon_event11_tex,null,0,孙权：\n哈哈哈哈，所言极是！！,836062,null,null,null
836062,3,0,Event04_Tex,0,icon_event11_tex,null,0,孙权邀请步练师为大家表演了绝妙的舞蹈，你们一边欣赏舞蹈，一边言谈甚欢，度过了一个美妙的夜晚。,0,null,null,null
836071,1,npc/icon/npc69,null,0,icon_event11_tex,null,0,孙权：\n哈哈哈哈，所言极是！！,836072,null,null,null
836072,3,0,Event04_Tex,0,icon_event11_tex,null,0,孙权取出了美酒与你共饮，你们把酒言欢，好不畅快，一同度过了一个美妙的夜晚。,0,null,null,null
837011,3,0,Event03_Tex,0,icon_event11_tex,null,0,你来到了陆逊的住处，准备拜访陆逊。,837012,null,null,null
837012,1,npc/icon/npc1006,null,0,icon_event11_tex,null,0,陆逊：\n我道是谁来探望，原来是你啊！真是幸会幸会！,837013,null,null,null
837013,3,0,Event04_Tex,0,icon_event11_tex,null,0,陆逊欣然将你请进大门，你们如朋友一般相聚甚欢。,0,如此良辰佳节，我们何不畅饮一番,外面灯火辉煌，不如一同出去走走,null
837021,3,0,Event04_Tex,0,icon_event11_tex,null,0,陆逊接受了你的提议，你们把酒言欢直到深夜。,837022,null,null,null
837022,3,0,Event04_Tex,0,icon_event11_tex,null,0,你醉的不省人事，醒来之后发现已经被人送回了家里。,0,null,null,null
837031,1,npc/icon/npc1006,null,0,icon_event11_tex,null,0,陆逊：\n哈哈！好提议！,837032,null,null,null
