卡牌id,姓名,索引（不超过511）,不在图鉴显示,稀有程度(0普通2觉醒印3堕天印4富商卡6节日卡7不显示分解提示的材料卡),是否稀有卡,国家 1：魏|2：蜀|3：吴|4：群,品质,品质子类型(eg钻石：1觉醒、2堕天、3第三系、4第四系）,分解索引,兵种 0:枪|1:弓|2:骑,风格 1:勇将|2:将军|3:智将|4:策士|5:强袭勇将|6:统帅将军|7:鬼才智将|8:天命策士,卡片类型(1普通2富商3材料卡(例:天命卡)),可用战器,性别,技能ID,普卡技能,真卡技能,鬼卡技能,神卡技能,被动技能1(-1无效),被动技能2,被动技能3,好友普卡技能,好友真卡技能,好友鬼卡技能,好友神卡技能,武力,智力,兵力,部队互斥ID,联协名称1,联协武将1(-1无效),联协加成1,联协名称2,联协武将2,联协加成2,联协名称3,联协武将3,联协加成3,联协名称4,联协武将4,联协加成4,联协名称5,联协武将5,联协加成5,联协名称6,联协武将6,联协加成6,父卡ID,材料卡ID,第三系升星材料数量,父卡进阶,父卡等级,小图片atlas,小图片sprite,大图片,卡片特效(0无特效1扫光2扰动),技能语音,死亡语音,介绍
id,strName,nIndex,nOnlyAvatar,nUncommon,nRare,nCountry,nQuality,nSubQuality,nDecIndex,nMiliType,nStyle,nType,arrWeaponType,nGender,nSkill,nNormalSkill,nRealSkill,nGhostSkill,nGodSkill,nPassiveSkill1,nPassiveSkill2,nPassiveSkill3,nFriendNormalSkill,nFriendRealSkill,nFriendGhostSkill,nFriendGodSkill,fForce,fIntelligence,fTroops,nTroopID,strCoopName1,nCoopID1,fCoopBonus1,strCoopName2,nCoopID2,fCoopBonus2,strCoopName3,nCoopID3,fCoopBonus3,strCoopName4,nCoopID4,fCoopBonus4,strCoopName5,nCoopID5,fCoopBonus5,strCoopName6,nCoopID6,fCoopBonus6,nParentID,nMaterialID,nAdvResAmt,nParentLimStage,nParentLimLevel,strAtlas,strSprite,strCard,nEffect,strSkillVoice,strDeathVoice,strDesc
int,string,int,int,int,int,int,int,int,int,int,int,int,int[6],int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,int,int,int,int,int,string,string,string,int,string,string,string
34,貂蝉,34,0,0,1,4,4,0,4,1,4,1,0|0|0|4|5|0,2,20341,20341,20342,20343,20344,608,1909,-1,56311,56312,56313,56314,73,88,79,34,如意郎君,19,0.25,忍辱杀贼,21,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard34,card34,0,warrior/34S,warrior/34D,这个美女的名气已经超出三国的范围了，属于中国古代四大美人之一。而且据好事者考证貂蝉属于最符合现代人审美的美女。绝对的白富美，养父王允设下美人计，引得吕布董卓两个男人为这个女人最终自相残杀。
35,文丑,35,0,0,0,4,4,0,4,0,1,1,0|2|3|0|0|0,1,10351,10351,10352,10353,10354,1008,-1,-1,55511,55512,55513,55514,94,66,95,35,袁门名将,59,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard35,card35,0,warrior/35S,warrior/35D,袁绍军中两个名将，颜良文丑。虽然出名是因为被关羽所杀，但是三国演义用杀他来表现关羽的勇猛可见此人也非同一般。
36,甘宁,36,0,0,0,3,4,0,4,1,1,1,1|0|0|4|0|0,1,10361,10361,10362,10363,10364,1408,1008,608,51221,51222,51223,51224,97,71,88,36,吴国双雄,9,0.25,少主知遇,6,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard36,card36,0,warrior/36S,warrior/36D,甘兴霸，霸气十足的吴国大将。但是年轻的时候是个流氓头，头插鸟羽，身配铃铛，被称为锦帆贼。孙权说过，曹操有张辽，我有甘兴霸，足以敌之。
37,徐庶,37,0,0,0,2,3,0,3,1,4,1,0|0|0|4|5|0,1,30371,30371,30372,30373,30374,-1,-1,-1,54111,54112,54113,54114,65,93,78,37,知遇之恩,18,0.25,内敛知己,68,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard37,card37,0,warrior/37S,warrior/37D,刘备身边的谋士，年少时好行侠舞剑。为朋友出头而杀了人，于是到处流浪。徐庶是刘备最初的谋士，刘备得到诸葛亮也是徐庶的引荐。
38,乐进,38,0,0,0,1,3,0,3,2,1,1,1|2|0|0|0|0,1,10381,10381,10382,10383,10384,1408,1008,-1,55811,55812,55813,55814,84,62,88,38,五子良将,60,0.2,五子之首,8,0.25,并肩辅佐,68,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard38,card38,0,warrior/38S,warrior/38D,乐进身材矮小，其貌不扬，却非常能打。战斗总是作为先锋出现，而且每次都带头冲锋。仿佛打不死的地狱小强一般可怕。乐进擅长突袭是指挥骑兵的好手，同时也是曹操五子良将之一。
39,庞德,39,0,0,0,1,3,0,3,2,1,1,0|0|3|4|0|0,1,10391,10391,10392,10393,10394,1108,408,508,51311,51312,51313,51314,88,65,80,39,顶头上司,51,0.2,挑战武神,2,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard39,card39,0,warrior/39S,warrior/39D,魏国最有种的男人，勇武不输张辽夏侯惇，抬棺死战的男人，和关羽直面单挑不落下风的男人，因为于禁担心抢了自己风头而被召回，错失战胜关羽机会的男人，被俘后依然铁骨铮铮，威名显赫。
40,祝融夫人,40,0,0,0,4,3,0,3,0,2,1,0|0|3|0|5|0,2,40401,40401,40402,40403,40404,708,-1,-1,52311,52312,52313,52314,83,62,90,40,丛林之主,61,0.25,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard40,card40,0,warrior/40S,warrior/40D,孟获的媳妇，为孟获出谋划策，就是那背后的女人。喔喔喔~那火一样的女人，她娇媚红颜皮鞭长靴；喔喔喔~那火一样的女人，她御姐神韵豹纹飞刀；喔喔喔~那火一样的女人.
41,程普,41,0,0,0,3,3,0,3,0,3,1,0|0|3|0|0|0,1,10411,10411,10412,10413,10414,-1,-1,-1,55411,55412,55413,55414,77,75,80,41,东吴老将,57,0.2,江东望族,71,0.2,托孤之臣,48,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard41,card41,0,warrior/41S,warrior/41D,东吴优秀劳模，辅佐孙坚、孙策、孙权三任君主的久经考验的老将。赫赫威名，忠心耿耿，一生辛辛苦苦为孙家抛头颅洒热血。
42,曹真,42,0,0,0,1,3,0,3,2,1,1,1|2|0|0|0|0,1,10421,10421,10422,10423,10424,-1,-1,-1,55911,55912,55913,55914,85,68,78,42,亲子义子,43,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard84,card84,0,warrior/10S_01,warrior/6D_03n,魏国最精锐的骑兵部队虎豹骑首领，曹操族子，年少丧父，曹操视为亲儿子一般。这就是传说中的亲儿子啊。
43,曹丕,43,0,0,0,1,3,0,3,2,3,1,0|2|0|4|0|0,1,10431,10431,10432,10433,10434,608,1208,-1,53111,53112,53113,53114,80,70,81,43,圣贤之妻,77,0.25,女王之助,80,0.25,本是同根生,105,0.15,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard43,card43,0,warrior/43S,warrior/43D,魏国的开国皇帝，三国时期最出色的高富帅优质文青，天资过人学啥是啥。向老爹学会品味人妻的好，向贾诩学会腹黑的毒，向弟弟学会文采的妙，甚至还向孟姜女学会了怎么哭。一生骄纵可惜没留点时间学军事，三次伐吴无功而返，最后一病呜呼。
44,吕玲绮,44,0,0,0,4,4,0,4,2,1,1,0|2|3|0|0|0,2,10441,10441,10442,10443,10444,408,-1,-1,51421,51422,51423,51424,89,60,91,44,至强老爸,19,0.25,小姐妹,118,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard44,card44,0,warrior/44S,warrior/44D,吕布的女儿，其他已经不必多说，老子英雄儿好汉，闺女也差不到哪去。本游戏武力最高的女将，可惜和他老爹一样缺少智慧。
45,钟会,45,0,0,0,1,3,0,3,2,3,1,0|2|3|0|0|0,1,20451,20451,20452,20453,20454,1208,-1,-1,53411,53412,53413,53414,65,85,80,45,并肩而战,64,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard45,card45,0,warrior/45S,warrior/45D,曹魏大臣钟繇的儿子。自幼才华横溢，上至皇帝、下至群臣都对他非常赏识。在征讨毌丘俭、诸葛诞其间，钟会屡出奇谋。被人比作西汉谋士张良。他与邓艾一同消灭了蜀汉，企图拥蜀而立造反称王，后被部下所杀。
46,小乔,46,0,0,0,3,4,0,4,1,3,1,0|0|0|4|5|0,2,10461,10461,10462,10463,10464,608,-1,-1,53121,53122,53123,53124,62,88,90,46,周郎至爱,10,0.25,江东双乔,74,0.25,姐夫威武,11,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard46,card46,0,warrior/46S,warrior/46D,桥公的次女，东吴名将周瑜的妻子，传说与其姊大乔均为绝世美女。孙策与周瑜同年，都是少年英雄，大乔与小乔这对姊妹花同是江东国色，周瑜纳小乔，孙策纳大乔，雄姿英发的天下豪杰，得与乱世佳人相结合，真是完美。
47,司马昭,47,0,0,0,1,3,0,3,1,3,1,0|2|0|4|0|0,1,20471,20471,20472,20473,20474,1208,-1,-1,53211,53212,53213,53214,57,87,86,47,不输父黑,5,0.25,不逊兄狠,76,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard47,card47,0,warrior/47S,warrior/47D,三国时代的终结者，先夺曹魏后灭吴蜀。被魏帝曹髦一句“司马昭之心，路人皆知”喷的体无完肤，轻松将他爸司马懿从狡诈狠毒排行榜第一位挤下。史称三国时期野心第一人。
48,吴夫人,48,0,0,0,3,4,0,4,1,4,1,1|0|0|0|5|0,2,30481,30481,30482,30483,30484,208,-1,-1,55311,55312,55313,55314,55,89,96,48,夫君国君,14,0.25,辅佐幼君,6,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard48,card48,0,warrior/7S_01,warrior/7D_01,大儿子孙策，二儿子孙权，孙坚的大老婆。和三个皇帝是至亲，才貌双全的女子，国母之风母仪天下，整个三国中最受尊敬的女人。
49,曹仁,49,0,0,0,1,4,0,4,2,1,1,1|0|3|0|0|0,1,10491,10491,10492,10493,10494,1108,1708,-1,55811,55812,55813,55814,91,69,93,49,国之栋梁,8,0.25,点拨之恩,16,0.25,从兄,1,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard49,card49,0,warrior/49S,warrior/49D,年轻时放荡不羁的男人，跟随曹操后变得沉稳冷静。魏国曹姓第一猛将，从亲密程度来说自然更胜五子良将。跟随曹操一生，官至大司马。
50,关平,50,0,0,0,2,3,0,3,0,2,1,1|0|3|0|0|0,1,10501,10501,10502,10503,10504,1108,-1,-1,52311,52312,52313,52314,82,68,87,50,精神支柱,2,0.25,武神后人,82,0.2,兄妹情深,90,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard50,card50,0,warrior/50S,warrior/50D,名将关羽的长子，在关羽失陷荆州时和关羽一同被斩。关平的形象在后世由于民间对关羽的崇拜而渐渐丰满起来，很多地方的关帝庙在供奉关羽的同时也供奉关平、周仓两员大将。此外，民间通常认为他是关羽收养的义子而非亲子。
51,于禁,51,0,0,0,1,3,0,3,0,2,1,1|0|3|0|0|0,1,20511,20511,20512,20513,20514,508,-1,-1,55711,55712,55713,55714,78,67,84,51,骁勇部下,39,0.2,五子良将,73,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard51,card51,0,warrior/51S,warrior/51D,五子良将之一，可惜是最搓的那个，嫉妒庞德的勇武打压庞德风头以导致错失战胜关羽的好机会不说，被关羽俘虏后居然投降，大失一代名将气节。
52,袁绍,52,0,0,0,4,4,0,4,2,2,1,1|2|0|0|0|0,1,10521,10521,10522,10523,10524,1208,508,-1,55811,55812,55813,55814,84,76,90,52,门下真龙,18,0.25,直言忠臣,66,0.2,帐下勇将,59,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard52,card52,0,warrior/52S,warrior/52D,袁绍是三国最著名的绣花枕头，四世三公身世显赫，身材伟岸相貌雄伟。年纪轻轻就名动天下，号召群雄讨伐董卓。可惜他的一生昏招不断，最终在官渡被曹操打败成为曹操的垫脚石。
53,程昱,53,0,0,0,1,3,0,3,1,4,1,0|2|0|4|0|0,1,40531,40531,40532,40533,40534,208,-1,-1,55711,55712,55713,55714,62,93,73,53,魏国五谋士,68,0.2,并肩辅佐,39,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard53,card53,0,warrior/53S,warrior/53D,本名程立，因梦中於泰山捧日，更名程昱。曹操身边的著名谋士，於仓亭献十面埋伏之计，大胜袁绍。赤壁之战时又是他识破了黄盖粮船的伪装让曹操有及时逃生的机会。
54,羊祜,54,0,0,0,1,2,0,2,1,4,1,0|0|0|4|5|0,1,40541,40541,40542,40543,40544,1208,-1,-1,55111,55112,55113,55114,47,81,67,54,后期英雄,65,0.15,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2022,card2022,0,warrior/6S_01,warrior/6D_01,羊祜他的强大足以匹敌诸葛亮周瑜等名流，可惜羊祜崛起在司马家族掌管的晋朝如日中天的时候，这些传奇名将都早已不在了。
55,鲁肃,55,0,0,0,3,4,0,4,1,3,1,0|0|0|4|5|0,1,30551,30551,30552,30553,30554,308,-1,-1,55911,55912,55913,55914,67,92,89,55,吴蜀联盟,3,0.25,前任大都督,10,0.25,辅佐幼君,6,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard55,card55,0,warrior/55S,warrior/55D,多数人对他的印象就是为诸葛亮跑龙套来反衬诸葛的聪明，其实鲁肃是非常显赫的人物，周瑜死后就是由鲁肃掌管吴国大军。可惜鲁肃命也不长，去世时孙权亲自为鲁肃发丧，诸葛亮亦为其发哀。
56,华雄,56,0,0,0,4,3,0,3,2,1,1,1|0|3|0|0|0,1,10561,10561,10562,10563,10564,1108,-1,-1,51311,51312,51313,51314,92,60,75,56,最后的对手,2,0.25,大小姐,118,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard56,card56,0,warrior/56S,warrior/56D,温酒斩华雄中的华雄，类似吃饭睡觉打豆豆中的豆豆。本来是董卓帐下的猛将，但是因为衬托男主角关羽的需要而被秒杀。
57,黄盖,57,0,0,0,3,3,0,3,2,2,1,1|2|0|0|0|0,1,20571,20571,20572,20573,20574,1008,-1,-1,52311,52312,52313,52314,83,67,84,57,东吴老将,41,0.2,愿打愿挨,10,0.25,托孤之臣,48,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard57,card57,0,warrior/1S_01,warrior/1D_01,三国最著名的受虐狂，周瑜的好基友。挨了一顿打却演出了三国历史上最著名的骗局，很多人要质疑为什么曹操这么好骗，除了挨打逼真以外还有另外一个身份大家不知道。那就是当黄盖向曹操诈降的时候，黄盖是水军老大。这么大的利好消息把曹操这种人都给冲昏了。
58,张春华,58,0,0,0,1,3,0,3,1,4,1,0|0|0|4|5|0,2,40581,40581,40582,40583,40584,-1,-1,-1,54211,54212,54213,54214,54,95,78,58,老东西,5,0.25,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard58,card58,0,warrior/58S,warrior/58D,司马懿的老婆，非常有手段的女人。司马懿说自己有病无法响应曹操的召见。天下雨司马懿着急跑出来收书结果被丫鬟看到，张春华亲自刺死丫鬟。可见张春华绝对是铁腕御姐。
59,颜良,59,0,0,0,4,4,0,4,0,1,1,0|2|3|0|0|0,1,10591,10591,10592,10593,10594,1008,-1,-1,51111,51112,51113,51114,93,68,94,59,袁门名将,35,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard59,card59,0,warrior/59S,warrior/59D,往往和文丑放在一起说，斩颜良诛文丑是关羽最重要的战绩。颜良勇武，袁绍帐下的著名武将。
60,徐晃,60,0,0,0,1,3,0,3,0,1,1,1|0|3|0|0|0,1,20601,20601,20602,20603,20604,1108,1208,-1,52411,52412,52413,52414,89,61,75,60,五子良将,38,0.2,至尊双斧,36,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard60,card60,0,warrior/60S,warrior/60D,五子良将之一，使用大斧，暴力非凡。实力不必多说。曾作为曹仁的援军而击败关羽。
61,孟获,61,0,0,0,4,4,0,4,2,1,1,1|0|3|0|0|0,1,40611,40611,40612,40613,40614,1108,-1,-1,51221,51222,51223,51224,93,61,97,61,我不服,3,0.25,丛林女主人,40,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard61,card61,0,warrior/61S,warrior/61D,南蛮王孟获，野性不羁，狂暴骁勇。被诸葛亮算计了七次，我们南蛮人不是傻而是心眼实诚，汉人大大的坏啊。
62,马云禄,62,0,0,0,2,3,0,3,2,1,1,0|2|3|0|0|0,2,10621,10621,10622,10623,10624,1909,1408,-1,51311,51312,51313,51314,81,68,85,62,英雄父亲,70,0.2,无双哥哥,13,0.25,闺蜜,90,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard62,card62,0,warrior/62S,warrior/62D,马超的妹妹，是一个虚构的角色。虽然和马超留着一样的英雄血脉，但是女儿身让他在勇武方面逊色一筹。
63,公孙瓒,63,0,0,0,4,3,0,3,2,2,1,1|0|3|0|0|0,1,10631,10631,10632,10633,10634,1408,1208,-1,52311,52312,52313,52314,74,70,81,63,旧部下,4,0.25,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard63,card63,0,warrior/63S,warrior/63D,和刘备师出同门，还曾经短暂收留过刘备，因为率领白马阵讨伐异族有功，被称为白马将军。后来和袁绍争夺北方霸权而战死。赵云作为曾经的白马先锋跟随过公孙瓒。
64,邓艾,64,0,0,0,1,3,0,3,0,2,1,0|0|3|4|0|0,1,20641,20641,20642,20643,20644,1208,-1,-1,52311,52312,52313,52314,73,69,83,64,并肩而战,45,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard64,card64,0,warrior/64S,warrior/64D,他就是最终灭掉蜀国的人，与钟会分别率军攻打蜀汉，最后他率先进入成都，使得蜀汉灭亡。后因遭到钟会的污蔑和陷害，最后被杀害。
65,郭淮,65,0,0,0,1,2,0,2,1,4,1,0|0|0|4|5|0,1,40651,40651,40652,40653,40654,1208,-1,-1,54411,54412,54413,54414,41,82,68,65,后期英雄,54,0.15,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2023,card2023,0,warrior/4S_01,warrior/4D_01,魏国名将，官至大将军，封阳曲侯。正面对抗诸葛亮北伐的男人，打退姜维的男人。魏国后期核心将领。
66,田丰,66,0,0,0,4,3,0,3,1,4,1,0|0|0|4|5|0,1,40661,40661,40662,40663,40664,508,-1,-1,54111,54112,54113,54114,57,93,75,66,并肩辅佐,59,0.2,并肩而战,35,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard66,card66,0,warrior/66S,warrior/66D,袁绍部下的谋臣，为人正直，因谏阻袁绍征伐曹操而被袁绍下令监禁。官渡之战后，田丰被袁绍杀害。
67,黄月英,67,0,0,0,2,4,0,4,1,4,1,0|0|0|4|5|0,2,40671,40671,40672,40673,40674,708,208,-1,54221,54222,54223,54224,65,90,85,67,如意郎君,3,0.25,夫君爱徒,30,0.2,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard67,card67,0,warrior/67S,warrior/67D,诸葛亮的老婆，三国演义中描写她黄发碧眼相貌丑陋，但是按照现在的审美来看，应该是个极漂亮的西域风情的美女。智力颇高的女子，贤妻良母的代表。
68,荀攸,68,0,0,0,1,3,0,3,1,4,1,0|0|0|4|5|0,1,40681,40681,40682,40683,40684,708,308,-1,54111,54112,54113,54114,52,94,79,68,叔侄之亲,16,0.25,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard68,card68,0,warrior/68S,warrior/68D,荀彧的侄子，但是却比荀彧还要大上七岁。魏国著名的文官，在大战略层面非常有见识。沉稳机智的参谋。
69,吕蒙,69,0,0,0,3,4,0,4,1,1,1,1|0|0|4|0|0,1,10691,10691,10692,10693,10694,1208,1008,-1,55411,55412,55413,55414,88,91,96,69,两个流氓,36,0.25,辅佐幼君,6,0.25,弑神,2,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard69,card69,0,warrior/69S,warrior/69D,吴下之阿蒙，本来是个大老粗加大流氓，作战凶猛不要命。后来在鲁肃等知识分子的培养下，竟然成长为智勇双全的完美武将，接任鲁肃担任吴国大都督，被评价有国士之风。
70,马腾,70,0,0,0,4,3,0,3,2,2,1,1|2|0|0|0|0,1,10701,10701,10702,10703,10704,1208,-1,-1,55711,55712,55713,55714,78,65,82,70,爱女,62,0.2,爱子,13,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard70,card70,0,warrior/70S,warrior/70D,作为盛产骑兵指挥官的马家军老大，培养了无数的英雄，而且是马超大英雄的亲爹。为人正直刚强，备受尊重。
71,陆抗,71,0,0,0,3,3,0,3,0,3,1,1|0|3|0|0|0,1,20711,20711,20712,20713,20714,1208,-1,-1,53411,53412,53413,53414,59,85,81,71,敬重老臣,57,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard71,card71,0,warrior/5S_01,warrior/5D_01,陆逊的儿子，孙策的外孙，智勇双全，官至大司马，吴国后期的核心人物。和羊估英雄相惜，成为三国后期的两大主角。
72,马岱,72,0,0,0,2,3,0,3,2,1,1,1|2|0|0|0|0,1,20721,20721,20722,20723,20724,-1,-1,-1,52311,52312,52313,52314,82,66,77,72,英雄父亲,70,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard72,card72,0,warrior/72S,warrior/72D,马超的堂兄弟，和华丽马超相比，马岱是一个朴实勤奋的将领。被诸葛亮安排进魏延军中作为副将，魏延果然如同诸葛所言谋反，在魏延喊出谁敢杀我时，斩下魏延头颅。
73,张郃,73,0,0,0,1,3,0,3,2,2,1,1|2|0|0|0|0,1,20731,20731,20732,20733,20734,1108,-1,-1,52211,52212,52213,52214,84,69,81,73,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard73,card73,0,warrior/73S,warrior/73D,五子良将之一，原来是袁绍的部下，投奔曹操后屡见功勋。诸葛亮六出祁山的主要对手。
74,大乔,74,0,0,0,3,4,0,4,1,3,1,0|0|0|4|5|0,2,10741,10741,10742,10743,10744,608,-1,-1,53221,53222,53223,53224,63,86,91,74,如意郎君,11,0.25,江东双乔,46,0.25,妹夫聪明,10,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard74,card74,0,warrior/74S,warrior/74D,三国绝代佳人，美貌娇艳绝伦，和妹妹小乔并称二乔，十八岁时嫁给孙策，二十岁即青春守寡。可是这个坚强的女人没有暗消凋零，而是含辛茹苦地抚育遗孤。
75,张苞,75,0,0,0,2,3,0,3,0,1,1,0|2|3|0|0|0,1,10751,10751,10752,10753,10754,1008,-1,-1,51311,51312,51313,51314,87,48,90,75,张家英豪,79,0.25,英雄父亲,22,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard75,card75,0,warrior/75S,warrior/75D,张飞的大儿子，勇武不输父亲，和关羽的二儿子关兴结为义兄弟，使用父亲的蛇矛战斗。
76,司马师,76,0,0,0,1,3,0,3,1,3,1,0|0|0|4|5|0,1,20761,20761,20762,20763,20764,1208,-1,-1,53211,53212,53213,53214,57,85,83,76,NULL,-1,0,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard76,card76,0,warrior/76S,warrior/76D,死后被追封为皇帝的大将，司马懿和张春华的大儿子。司马师沉着坚强，雄才大略，曾用计击溃吴国诸葛恪的大军。
77,甄姬,77,0,0,0,1,4,0,4,1,4,1,0|0|0|4|5|0,2,40771,40771,40772,40773,40774,608,1909,-1,54221,54222,54223,54224,66,94,87,77,身所属,43,0.2,心所向,105,0.15,才女的悲哀,203,0.25,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard77,card77,0,warrior/77S,warrior/77D,貌美绝伦的女人，著名的洛神赋之主角。曹丕的老婆，文学女青年梦幻的替身对象。
78,张任,78,0,0,0,4,3,0,3,0,1,1,0|2|3|0|0|0,1,10781,10781,10782,10783,10784,-1,-1,-1,51411,51412,51413,51414,79,58,88,78,同席舞剑,29,0.2,NULL,-1,-1,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard78,card78,0,warrior/78S,warrior/78D,原为刘璋的大将，以骁勇善战而著称，在刘备进攻益州的时候带兵抵抗。被捕后宁死不降，气节为人称道。
