序号|战法(ID要小于10000),邮件类型,文本索引,文本标题,文本内容,发送者,附件类型,附件数量
1441,1,1441,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书10次，获得玉牌*2，血玉*10，请点击附件进行领取,活动系统,1441,2
1442,1,1442,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书20次，获得六韬•军略•残本*1，传承卷*10，请点击附件进行领取,活动系统,1442,2
1443,1,1443,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书35次，获得六韬•三疑•残本*1，金币*4，请点击附件进行领取,活动系统,1443,2
1444,1,1444,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书50次，获得六韬•武锋•抄本*1，血玉*10，请点击附件进行领取,活动系统,1444,2
1445,1,1445,周享礼包好时节到,尊敬的主公：\n感谢您参加【周享礼包好时节到】活动，活动期间，您累计充值1000钻石，获得金币*5，请点击附件进行领取,活动系统,1445,1
1446,1,1446,消耗惊喜神将来临,尊敬的主公：\n感谢您参加【消耗惊喜神将来临】活动，活动期间，您累计消耗800钻石，获得玉牌*2，玄武石*50，请点击附件进行领取,活动系统,1446,2
1447,1,1447,消耗惊喜神将来临,尊敬的主公：\n感谢您参加【消耗惊喜神将来临】活动，活动期间，您累计消耗3800钻石，获得白虎石*50，朱雀石*50，请点击附件进行领取,活动系统,1447,2
1448,1,1448,消耗惊喜神将来临,尊敬的主公：\n感谢您参加【消耗惊喜神将来临】活动，活动期间，您累计消耗9800钻石，获得青龙石*50，血玉*30，请点击附件进行领取,活动系统,1448,2
1449,1,1449,消耗惊喜神将来临,尊敬的主公：\n感谢您参加【消耗惊喜神将来临】活动，活动期间，您累计消耗15000钻石，获得玉牌*15，钻石*2000，请点击附件进行领取,活动系统,1449,2
1450,1,1450,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值2888钻石，获得白虎石*30，玄武石*100，请点击附件进行领取,活动系统,1450,2
1451,1,1451,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值8888钻石，获得青龙石*30，朱雀石*30，请点击附件进行领取,活动系统,1451,2
1452,1,1452,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值15888钻石，获得天命卡*3，玉牌*20，请点击附件进行领取,活动系统,1452,2
1453,1,1453,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募20次，获得玉牌*2，玄武石*30，请点击附件进行领取,活动系统,1453,2
1454,1,1454,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募40次，获得白虎石*20，朱雀石*20，请点击附件进行领取,活动系统,1454,2
1455,1,1455,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募90次，获得金钥匙*3，青龙石*20，请点击附件进行领取,活动系统,1455,2
1456,1,1456,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募120次，获得天命卡*2，玉牌*6，请点击附件进行领取,活动系统,1456,2
1457,1,1457,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书10次，获得玉牌*2，血玉*10，请点击附件进行领取,活动系统,1457,2
1458,1,1458,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书20次，获得六韬•三疑•残本*1，传承卷*14，请点击附件进行领取,活动系统,1458,2
1459,1,1459,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书35次，获得六韬•武锋•残本*1，血玉*15，请点击附件进行领取,活动系统,1459,2
1460,1,1460,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书50次，获得六韬•武锋•抄本*1，金钥匙*2，请点击附件进行领取,活动系统,1460,2
1461,1,1461,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值2888钻石，获得白虎石*60，玄武石*100，请点击附件进行领取,活动系统,1461,2
1462,1,1462,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值8888钻石，获得玉牌*10，朱雀石*60，请点击附件进行领取,活动系统,1462,2
1463,1,1463,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值15888钻石，获得天命卡*3，青龙石*60，请点击附件进行领取,活动系统,1463,2
1464,1,1464,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值25888钻石，获得天命卡*15，请点击附件进行领取,活动系统,1464,2
1465,1,1465,战场猛将前来助阵,尊敬的主公：\n感谢您参加【战场猛将前来助阵】活动，活动期间，您累计登陆3天，获得卡魂*8w，请点击附件进行领取,活动系统,1465,1
1466,1,1466,战场猛将前来助阵,尊敬的主公：\n感谢您参加【战场猛将前来助阵】活动，活动期间，您累计登陆5天，获得银币*3，请点击附件进行领取,活动系统,1466,1
1467,1,1467,战场猛将前来助阵,尊敬的主公：\n感谢您参加【战场猛将前来助阵】活动，活动期间，您累计登陆7天，获得玉牌*1，请点击附件进行领取,活动系统,1467,1
1468,1,1468,战场猛将前来助阵,尊敬的主公：\n感谢您参加【战场猛将前来助阵】活动，活动期间，您累计登陆19天，获得武将黄月英，请点击附件进行领取,活动系统,1468,1
1469,1,1469,战场猛将前来助阵,尊敬的主公：\n感谢您参加【战场猛将前来助阵】活动，活动期间，您累计登陆27天，获得武将金卡司马懿，堕天印司马懿，请点击附件进行领取,活动系统,1469,2
1470,1,1470,周享礼包好时节到,尊敬的主公：\n感谢您参加【周享礼包好时节到】活动，活动期间，您累计充值1000钻石，获得银币*10，请点击附件进行领取,活动系统,1470,1
1471,1,1471,30元惊喜限时大礼,尊敬的主公：\n感谢您参加【30元惊喜限时大礼】活动，活动期间，您累计充值300钻石，获得血玉*3，玉牌1，请点击附件进行领取,活动系统,1471,2
1472,1,1472,神物助阵新服专属,尊敬的主公：\n感谢您参加【神物助阵新服专属】活动，活动期间，您累计充值888钻石，获得卡魂*100w，玄武石*100，请点击附件进行领取,活动系统,1472,2
1473,1,1473,神物助阵新服专属,尊敬的主公：\n感谢您参加【神物助阵新服专属】活动，活动期间，您累计充值3888钻石，获得白虎石*30，朱雀石*30，请点击附件进行领取,活动系统,1473,2
1474,1,1474,神物助阵新服专属,尊敬的主公：\n感谢您参加【神物助阵新服专属】活动，活动期间，您累计充值5888钻石，获得青龙石*30，血玉*10，请点击附件进行领取,活动系统,1474,2
1475,1,1475,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数10次，获得传承卷*7，玄武石*50，请点击附件进行领取,活动系统,1475,2
1476,1,1476,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数30次，获得白虎石*50，朱雀石*50，请点击附件进行领取,活动系统,1476,2
1477,1,1477,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数70次，获得印玉*300，青龙石*50，请点击附件进行领取,活动系统,1477,2
1478,1,1478,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数90次，获得天命卡*4，玉牌*15，请点击附件进行领取,活动系统,1478,2
1479,1,1479,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书10次，获得玉牌*2，血玉*10，请点击附件进行领取,活动系统,1479,2
1480,1,1480,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书20次，获得六韬•文伐•残本*1，传承卷*10，请点击附件进行领取,活动系统,1480,2
1481,1,1481,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书35次，获得六韬•武锋•残本*1，金币*4，请点击附件进行领取,活动系统,1481,2
1482,1,1482,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书50次，获得六韬•武锋•抄本*1，血玉*10，请点击附件进行领取,活动系统,1482,2
1483,1,1483,周享礼包好时节到,尊敬的主公：\n感谢您参加【周享礼包好时节到】活动，活动期间，您累计充值1000钻石，获得金币*5，请点击附件进行领取,活动系统,1483,1
1484,1,1484,消耗惊喜神将来临,尊敬的主公：\n感谢您参加【消耗惊喜神将来临】活动，活动期间，您累计消耗2888钻石，获得白虎石*30，玄武石*100，请点击附件进行领取,活动系统,1484,2
1485,1,1485,消耗惊喜神将来临,尊敬的主公：\n感谢您参加【消耗惊喜神将来临】活动，活动期间，您累计消耗8888钻石，获得青龙石*30，朱雀石*30，请点击附件进行领取,活动系统,1485,2
1486,1,1486,消耗惊喜神将来临,尊敬的主公：\n感谢您参加【消耗惊喜神将来临】活动，活动期间，您累计消耗15888钻石，获得天命卡*3，钻石*3000，请点击附件进行领取,活动系统,1486,2
1487,1,1487,30元惊喜限时大礼,尊敬的主公：\n感谢您参加【30元惊喜限时大礼】活动，活动期间，您累计充值300钻石，获得钻石*300，金币*1，请点击附件进行领取,活动系统,1487,2
1488,1,1488,神物助阵新服专属,尊敬的主公：\n感谢您参加【神物助阵新服专属】活动，活动期间，您累计充值100钻石，获得金卡张飞，请点击附件进行领取,活动系统,1488,2
1489,1,1489,神物助阵新服专属,尊敬的主公：\n感谢您参加【神物助阵新服专属】活动，活动期间，您累计充值888钻石，获得卡魂*100w，玄武石*100，请点击附件进行领取,活动系统,1489,2
1490,1,1490,神物助阵新服专属,尊敬的主公：\n感谢您参加【神物助阵新服专属】活动，活动期间，您累计充值3888钻石，获得白虎石*30，朱雀石*30，请点击附件进行领取,活动系统,1490,2
1491,1,1491,神物助阵新服专属,尊敬的主公：\n感谢您参加【神物助阵新服专属】活动，活动期间，您累计充值5888钻石，获得青龙石*30，卡魂*200w，请点击附件进行领取,活动系统,1491,2
1492,1,1492,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募20次，获得印玉*25，玄武石*30，请点击附件进行领取,活动系统,1492,2
1493,1,1493,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募40次，获得白虎石*20，朱雀石*20，请点击附件进行领取,活动系统,1493,2
1494,1,1494,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募90次，获得印玉*100，青龙石*20，请点击附件进行领取,活动系统,1494,2
1495,1,1495,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募120次，获得天命卡*2，玉牌*6，请点击附件进行领取,活动系统,1495,2
1496,1,1496,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书10次，获得玉牌*2，传承卷*15，请点击附件进行领取,活动系统,1496,2
1497,1,1497,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书20次，获得六韬•三疑•残本*1，血玉*10，请点击附件进行领取,活动系统,1497,2
1498,1,1498,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书35次，获得六韬•武锋•残本*1，印玉*100，请点击附件进行领取,活动系统,1498,2
1499,1,1499,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书50次，获得六韬•武锋•抄本*1，天命卡*1，请点击附件进行领取,活动系统,1499,2
1500,1,1500,周享礼包好时节到,尊敬的主公：\n感谢您参加【周享礼包好时节到】活动，活动期间，您累计充值1000钻石，获得银币*10，请点击附件进行领取,活动系统,1500,1
1501,1,1501,30元惊喜限时大礼,尊敬的主公：\n感谢您参加【30元惊喜限时大礼】活动，活动期间，您累计充值300钻石，获得玉牌*2，请点击附件进行领取,活动系统,1501,1
6100,1,6100,巅峰预选赛胜场奖励,尊敬的主公：\n您在巅峰跨服战预选赛中，每获得一场胜利，即可获得卡魂*100000，银币*2，金币*2。下面是您总共应该获得的奖励，请点击附件进行领取,巅峰跨服战,6100,3
6101,1,6101,巅峰预选赛晋级奖励,尊敬的主公：\n恭喜您晋级淘汰赛，您的晋级奖励为：钻石*300，金钥匙*3，玉牌*3，金币*3，印玉*150，神将卡*1，请点击附件进行领取,巅峰跨服战,6101,6
6201,1,6201,巅峰跨服战冠军奖励,尊敬的主公：\n恭喜您在巅峰跨服战中荣登冠军宝座，您的奖励为：钻石*3000，金币*10，玉牌*10，金钥匙*10，卡魂*6666666，金辉耀世头像框*1，请点击附件进行领取,巅峰跨服战,6201,6
6202,1,6202,巅峰跨服战亚军奖励,尊敬的主公：\n恭喜您在巅峰跨服战中荣获亚军，您的奖励为：钻石*1500，金币*8，玉牌*8，金钥匙*8，卡魂*666666，请点击附件进行领取,巅峰跨服战,6202,5
6203,1,6203,巅峰跨服战四强奖励,尊敬的主公：\n恭喜您在巅峰跨服战中荣获4强，您的奖励为：钻石*1000，金币*5，玉牌*5，金钥匙*5，卡魂*66666，请点击附件进行领取,巅峰跨服战,6203,5
6204,1,6204,巅峰跨服战八强奖励,尊敬的主公：\n恭喜您在巅峰跨服战中荣获8强，您的奖励为：钻石*600，金币*3，玉牌*3，金钥匙*3，卡魂*66666，请点击附件进行领取,巅峰跨服战,6204,5
6301,1,6301,巅峰跨服战冠军全服奖,尊敬的主公：\n您所在服务器的队伍在巅峰跨服战中获得了冠军，您获得了全服奖励：金币*5，金钥匙*2，卡魂*100000，请点击附件进行领取,巅峰跨服战,6301,3
6302,1,6302,巅峰跨服战亚军全服奖,尊敬的主公：\n您所在服务器的队伍在巅峰跨服战中获得了亚军，您获得了全服奖励：金币*3，金钥匙*1，卡魂*100000，请点击附件进行领取,巅峰跨服战,6302,3
6306,1,6306,竞猜奖励,尊敬的主公：\n您本次巅峰跨服战中，通过支持的队伍共获得奖励血玉{0},巅峰跨服战,0,1
1502,1,1502,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，大量印玉，金币10枚，漆盘券20张以及血玉30枚，请查收附件领取~~,竞技场系统,1502,6
1503,1,1503,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：觉醒印和堕天印，少量印玉，金币10枚，漆盘券20张以及血玉15枚，请查收附件领取~~,竞技场系统,1503,6
1504,1,1504,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1504,5
1505,1,1505,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1505,5
1506,1,1506,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第11-20名，获得排名奖励：金币10枚，漆盘券15张，请查收附件领取~,竞技场系统,1506,2
1507,1,1507,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第21-50名，获得排名奖励：金币8枚，漆盘券10张，请查收附件领取~,竞技场系统,1507,2
1508,1,1508,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第51-100名，获得排名奖励：金币5枚，漆盘券5张，请查收附件领取~,竞技场系统,1508,2
1509,1,1509,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，大量印玉，金币10枚，漆盘券20张以及血玉30枚，请查收附件领取~~,竞技场系统,1509,6
1510,1,1510,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：觉醒印和堕天印，少量印玉，金币10枚，漆盘券20张以及血玉15枚，请查收附件领取~~,竞技场系统,1510,6
1511,1,1511,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1511,5
1512,1,1512,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1512,5
1513,1,1513,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第11-20名，获得排名奖励：金币10枚，漆盘券15张，请查收附件领取~,竞技场系统,1513,2
1514,1,1514,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第21-50名，获得排名奖励：金币8枚，漆盘券10张，请查收附件领取~,竞技场系统,1514,2
1515,1,1515,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第51-100名，获得排名奖励：金币5枚，漆盘券5张，请查收附件领取~,竞技场系统,1515,2
1516,1,1516,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，大量印玉，金币10枚，漆盘券20张以及血玉30枚，请查收附件领取~~,竞技场系统,1516,6
1517,1,1517,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：觉醒印和堕天印，少量印玉，金币10枚，漆盘券20张以及血玉15枚，请查收附件领取~~,竞技场系统,1517,6
1518,1,1518,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1518,5
1519,1,1519,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1519,5
1520,1,1520,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，大量印玉，金币10枚，漆盘券20张以及血玉30枚，请查收附件领取~~,竞技场系统,1520,6
1521,1,1521,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：觉醒印和堕天印，少量印玉，金币10枚，漆盘券20张以及血玉15枚，请查收附件领取~~,竞技场系统,1521,6
1522,1,1522,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1522,5
1523,1,1523,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1523,5
8001,1,8001,版本更新登录有礼,尊敬的主公：\n4.0版本已经更新，4月29日到5月2日每天登录都可获得：钻石*200，军令*100，卡魂*50W，请您点击附件领取,运营团队,8001,3
1524,1,1524,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：觉醒印和堕天印，大量印玉，金币10枚，漆盘券20张以及血玉30枚，请查收附件领取~~,竞技场系统,1524,6
1525,1,1525,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：觉醒印和堕天印，少量印玉，金币10枚，漆盘券20张以及血玉15枚，请查收附件领取~~,竞技场系统,1525,6
1526,1,1526,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1526,5
1527,1,1527,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：随机觉醒印或堕天印，少量印玉，金币10枚，漆盘券20张以及血玉5枚，请查收附件领取~~,竞技场系统,1527,5
8002,1,8002,夏日好礼登陆相送,尊敬的主公：\n5月18日到5月20日，每天登录啪啪三国都会获得登陆豪礼：钻石*188，军令*88，卡魂*8W，请您点击附件领取,运营团队,8002,3
6500,1,6500,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第1名，获得排名奖励：神眷点数300点，印玉200个，金币10枚，漆盘卷6张，血玉8枚，请查收附件领取~,竞技场系统,6500,5
6501,1,6501,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第2-5名，获得排名奖励：神眷点数200点，印玉100个，金币8枚，漆盘卷5张，血玉4枚，请查收附件领取~,竞技场系统,6501,5
6502,1,6502,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第6-10名，获得排名奖励：神眷点数150点，印玉80个，金币7枚，漆盘卷5张，血玉2枚，请查收附件领取~,竞技场系统,6502,5
6503,1,6503,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第11-20名，获得排名奖励：神眷点数100点，印玉60个，金币5枚，漆盘卷4张，血玉1枚，请查收附件领取~,竞技场系统,6503,5
6504,1,6504,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第21-50名，获得排名奖励：神眷点数80点，金币3枚，漆盘卷3张，请查收附件领取~,竞技场系统,6504,3
6505,1,6505,排名奖励,恭喜您在本赛季的竞技场角逐中获得本服第51-100名，获得排名奖励：神眷点数50点，金币2枚，漆盘卷1张，请查收附件领取~,竞技场系统,6505,3
6506,1,6506,段位奖励,恭喜您在本赛季的竞技场角逐中进入青铜段位，获得段位奖励：天运值50点，请查收附件领取~,竞技场系统,6506,1
6507,1,6507,段位奖励,恭喜您在本赛季的竞技场角逐中进入白银段位，获得段位奖励：天运值60点，请查收附件领取~,竞技场系统,6507,1
6508,1,6508,段位奖励,恭喜您在本赛季的竞技场角逐中进入黄金段位，获得段位奖励：天运值80点，传承卷3个，请查收附件领取~,竞技场系统,6508,2
6509,1,6509,段位奖励,恭喜您在本赛季的竞技场角逐中进入大师段位，获得段位奖励：天运值110点，传承卷5个，请查收附件领取~,竞技场系统,6509,2
6510,1,6510,段位奖励,恭喜您在本赛季的竞技场角逐中进入至尊段位，获得段位奖励：天运值150点，传承卷7个，请查收附件领取~,竞技场系统,6510,2
8003,1,8003,版本更新登录有礼,尊敬的主公：\n4.1版本已经更新，6月29日到7月2日每天登录都可获得：钻石*200，军令*100，卡魂*50W，请您点击附件领取,运营团队,8003,3
7151,1,7151,「大乱斗」击杀奖励告知,战斗结束！\n\n在本场大乱斗中，您通过击杀对手共计获得了[ffcc00]{0}点荣誉值[-]！\n（击杀奖励会在战斗中直接获取，本邮件仅作告知）\n\n=================================================\n※战斗中，每击杀一名对手可以获得25点荣誉值，终结对手的连杀可以获得5-15点荣誉值。\n※荣誉值可在何进的“战器库”中兑换指定的战器。\n※“战器库”中的物品会在每周五凌晨0点刷新。,活动系统,0,0
7152,1,7152,「大乱斗」获胜奖励,恭喜主公！\n\n您获得了本场大乱斗的胜利！！\n\n附件是您的获胜奖励：[ffcc00]{0}点荣誉值[-]，请查收！\n（本场最终比分【{1}：{2}】）\n\n=================================================\n※乱斗结束后，根据双方积分，获胜方可以获得与己方积分等值的荣誉值，并额外获得200点荣誉值。\n※荣誉值可在何进的“战器库”中兑换指定的战器。\n※“战器库”中的物品会在每周五凌晨0点刷新。,活动系统,0,0
7153,1,7153,「大乱斗」完赛奖励,感谢您参加本场大乱斗比赛！\n\n附件是您的完赛奖励：[ffcc00]{0}点荣誉值[-]，请查收！\n（本场最终比分【{1}：{2}】）\n\n祝您下次比赛武运昌隆！\n\n=================================================\n※乱斗结束后，根据双方积分，失败方可以获得己方积分一半的荣誉值，并额外获得100点荣誉值。\n※荣誉值可在何进的“战器库”中兑换指定的战器。\n※“战器库”中的物品会在每周五凌晨0点刷新。,活动系统,0,0
7154,1,7154,「大乱斗」首胜奖励,恭喜主公！\n\n这是您今天第一次获得大乱斗的胜利！！\n\n附件是您的首胜奖励：[ffcc00]500点荣誉值[-]，请查收！\n\n=================================================\n※每日参与大乱斗并获得第一场胜利时，可以额外获得500点荣誉值。\n※荣誉值可在何进的“战器库”中兑换指定的战器。\n※“战器库”中的物品会在每周五凌晨0点刷新。,活动系统,7154,1
7057,1,7057,战器系统简介,尊敬的主公，恭喜您开启了[FF0000]战器系统[-]！\n给武将装备上合适的战器，将使其战斗力大增，神挡杀神，佛挡杀佛。\n同时，战器还能进行[FF0000]强化、熔合、重铸和淬炼[-]，最终进化为神兵利器，帮助主公征战沙场！\n随信附上一些资源，请主公笑纳~\n如果还需要其他战器和资源，请去[FF0000]战器招募[-]中获取，或者使用[FF0000]荣誉值[-]到我的[FF0000]战器库[-]购买。\nPS：参与周六和周日的大乱斗活动可获得荣誉值。,何进,7057,3
6511,1,6511,50元至尊礼包,尊敬的主公：\n您是我们至尊联盟的成员，这是您今日的至尊礼包：10次挑战次数，80军令，请查收。\n祝您今日武运昌隆！\n本礼包只有每日登录后才可额外获得，那么明天见！,活动系统,6511,2
6512,1,6512,88元至尊礼包,尊敬的主公：\n您是我们至尊联盟的成员，这是您今日的至尊礼包：350钻石，请查收。\n祝您今日武运昌隆！\n本礼包只有每日登录后才可额外获得，那么明天见！,活动系统,6512,1
8004,1,8004,版本更新登录大礼包,尊敬的主公：\n啪啪三国迎来了4.2版本的更新(^_^)，8月17日到20日每天登录都可获得：钻石*200，军令*100，卡魂*50W，淬炼石*100，重置卷*2，请主公点击附件领取，感谢大家对啪啪三国的喜爱和支持！\n\n\n\n\n\n                                                            运营团队,运营团队,8004,5
1528,1,1528,啪啪三国 喜迎国庆,尊敬的主公：\n啪啪三国喜迎国庆，感谢一路有您陪伴！\n请主公尽快领取国庆礼包邮件。祝主公度过一个快乐的黄金周！,运营团队,1528,2
6513,1,6513,排名奖励,恭喜您在本次的战力排行榜中勇夺第1名，请领取本次的奖励！,活动系统,6513,1
6514,1,6514,排名奖励,恭喜您在本次的战力排行榜中获得第2-5名，请领取本次的奖励！,活动系统,6514,1
6515,1,6515,排名奖励,恭喜您在本次的战力排行榜中获得第6-10名，请领取本次的奖励！,活动系统,6515,1
6516,1,6516,排名奖励,恭喜您在本次的战力排行榜中获得第11-20名，请领取本次的奖励！,活动系统,6516,1
6517,1,6517,排名奖励,恭喜您在本次的战力排行榜中勇夺第1名，请领取本次的奖励！,活动系统,6517,1
6518,1,6518,排名奖励,恭喜您在本次的战力排行榜中获得第2-5名，请领取本次的奖励！,活动系统,6518,1
6519,1,6519,排名奖励,恭喜您在本次的战力排行榜中获得第6-10名，请领取本次的奖励！,活动系统,6519,1
6520,1,6520,排名奖励,恭喜您在本次的战力排行榜中获得第11-20名，请领取本次的奖励！,活动系统,6520,1
6521,1,6521,排名奖励,恭喜您在本次的战力排行榜中勇夺第1名，请领取本次的奖励！,活动系统,6521,1
6522,1,6522,排名奖励,恭喜您在本次的战力排行榜中获得第2-5名，请领取本次的奖励！,活动系统,6522,1
6523,1,6523,排名奖励,恭喜您在本次的战力排行榜中获得第6-10名，请领取本次的奖励！,活动系统,6523,1
6524,1,6524,排名奖励,恭喜您在本次的战力排行榜中获得第11-20名，请领取本次的奖励！,活动系统,6524,1
6525,1,6525,排名奖励,恭喜您在本次的战力排行榜中勇夺第1名，请领取本次的奖励！,活动系统,6525,1
6526,1,6526,排名奖励,恭喜您在本次的战力排行榜中获得第2-5名，请领取本次的奖励！,活动系统,6526,1
6527,1,6527,排名奖励,恭喜您在本次的战力排行榜中获得第6-10名，请领取本次的奖励！,活动系统,6527,1
